region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	1149396698	221	0	3
USA/MA	69196689904	11925	1	48
VPN	25215674054	6673	153	47
USA/NC	109725900	17	17	0
AWS/ap-southeast-1	117062796	19	19	0
USA/CA	14759840036	53	37	3
AWS/us-east-1	6953293520	854	32	16
GitHub	8058130540	39237	126	130
CHN	10256420838	1115	0	17
MEX/CMX	1056715212	5088	96	51
AWS/us-west-2	336717300	1640	6	2
USA/WA	9003608	16	2	3
MAR/07	3144384	1	1	0
USA/PA	273137480	57	1	6
VNM/SG	25417104	2	2	0
GCP/us-central1	132612886	4	4	0
USA/MD	45961328	60	10	6
EST/37	32391754	1	1	0
CHN/SH	65029618	2	2	0
CHE/VD	10234812	44	3	2
USA/NH	20985935412	102000	250	96
USA/VT	2015898120	9792	24	3
USA/VA	628768	7	0	3
USA/NY	207239748	848	3	4
ITA/62	16049460	1	1	0
USA/OR	24631008	2	2	0
VNM/49	9695184	1	1	0
BRA/GO	7533420	1	1	0
VNM/34	10350264	1	1	0
VNM/HN	22534752	2	2	0
TUR/31	3406416	1	1	0
CIV/AB	1441176	1	1	0
BOL/L	7860960	1	1	0
VEN/V	12970584	1	1	0
USA/IL	155310084	807	2	2
USA/TX	26072184	1	1	0
FRA/IDF	3820504	16	3	3
MAR/09	8778072	1	1	0
SGP	12839568	1	1	0
IDN/JI	1244652	1	1	0
ITA/45	640000	2	0	1
BGD	8516040	1	1	0
ARG/B	8909088	1	1	0
VNM/52	12446520	1	1	0
HKG	55943832	2	2	0
VNM/DN	11791440	1	1	0
bogon	228465048	49	0	1
