asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-LG609/sub-LG609_ses-20250909_obj-1tb6cgq_ophys.nwb	292454547	177	14	7
sub-LG447/sub-LG447_ses-20241030_obj-kfedo8_ophys.nwb	529013168	215	13	8
sub-LG615/sub-LG615_ses-20250916_obj-sqldmn_ophys.nwb	221936046	35	4	3
sub-LG609/sub-LG609_ses-20250909_obj-cusjn4_ophys.nwb	502010596	870	28	22
sub-LG449/sub-LG449_ses-LG449-20250331_obj-1ct86rm_ophys.nwb	426462877	210	10	6
metadata/Summarized_puncta_data_nd2_read_added_puncta__MatlabReads.csv	49058	2	2	0
sub-LG445/sub-LG445_ses-20250324_obj-2rrevb_ophys.nwb	503213413	385	19	13
sub-LG445/sub-LG445_ses-20250328_obj-14fs8x_ophys.nwb	283741382	51	5	4
sub-LG445/sub-LG445_ses-20250324_obj-doz7xd_ophys.nwb	470107148	341	15	8
sub-LG609/sub-LG609_ses-LG609-20250909_obj-1xm4l3n_ophys.nwb	397680354	179	11	5
sub-LG549/sub-LG549_ses-20250604_obj-1y3gmvp_ophys.nwb	274683628	159	11	6
sub-LG660/sub-LG660_ses-20251023_obj-1wmnmsc_ophys.nwb	200637004	23	5	2
sub-LG588/sub-LG588_ses-LG588-20250805_icephys.nwb	1159909268	1628	12	10
sub-LG445/sub-LG445_ses-LG445-20250328_obj-v14j7_ophys.nwb	565914830	225	10	6
sub-LG543/sub-LG543_ses-20250509_icephys.nwb	3808456812	6847	35	34
sub-LG282/sub-LG282_ses-LG282-20221216_icephys.nwb	2556646032	1505	44	24
sub-LG512/sub-LG512_ses-20250404_obj-1q5m61a_ophys.nwb	308711536	163	11	6
sub-LG615/sub-LG615_ses-20250916_obj-mkxkjn_ophys.nwb	267000760	43	9	5
sub-LG367/sub-LG367_ses-20230616_icephys.nwb	195887180	370	15	11
sub-LG609/sub-LG609_ses-20250909_obj-8psbja_ophys.nwb	340179422	579	19	13
sub-LG615/sub-LG615_ses-20250921_obj-ixgv9p_ophys.nwb	230355345	38	4	3
sub-LG283/sub-LG283_ses-20230125_icephys.nwb	383280045	574	17	11
sub-LG615/sub-LG615_ses-20250921_obj-9bzjan_ophys.nwb	561126131	385	19	14
sub-LG447/sub-LG447_ses-20241030_obj-18cribh_ophys.nwb	520056240	351	13	8
sub-LG449/sub-LG449_ses-LG449-20250331_obj-3aeyqg_ophys.nwb	397086908	202	10	6
sub-LG449/sub-LG449_ses-20250331_obj-12niw6q_ophys.nwb	193859808	39	4	3
