week_start	Neurophysiology	Miscellaneous
2026-06-22	4346850691	0
2026-06-29	2898116087	0
2026-07-06	1049197293	0
2026-07-13	1370368720	0
2026-07-20	6850361300	0
2026-07-27	28772284565	3373168
2026-08-03	1360061626	908420
2026-08-10	9720291935	145640
