asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-c3-4-8V/sub-c3-4-8V_ses-100kHz-stimulation-4-8V_image.nwb	31695009	111	58	19
sub-c3-4-0V/sub-c3-4-0V_ses-100kHz-stimulation-4-0V_image.nwb	45142375	174	77	29
sub-c4-5-8V/sub-c4-5-8V_ses-100kHz-stimulation-5-8V_image.nwb	25841700	93	47	15
sub-c3-6-05V/sub-c3-6-05V_ses-100kHz-stimulation-6-05V_image.nwb	25677592	91	47	16
sub-c3-5-0V/sub-c3-5-0V_ses-100kHz-stimulation-5-0V_image.nwb	38585468	158	63	30
sub-c3-4-5V/sub-c3-4-5V_ses-100kHz-stimulation-4-5V_image.nwb	32511151	126	52	26
sub-c4-4-4V/sub-c4-4-4V_ses-100kHz-stimulation-4-4V_image.nwb	22135471	82	39	14
sub-c3-5-35V/sub-c3-5-35V_ses-100kHz-stimulation-5-35V_image.nwb	28901184	111	49	19
sub-c4-5-2V/sub-c4-5-2V_ses-100kHz-stimulation-5-2V_image.nwb	28032176	107	48	21
sub-c4-4-55V/sub-c4-4-55V_ses-100kHz-stimulation-4-55V_image.nwb	21231298	80	36	15
