region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	3231347491	489	55	190
USA/MA	3073209857	256	0	236
AWS/ap-southeast-1	592281973	345	345	0
AWS/us-east-2	678037695	51	51	0
GitHub	6998139476	32243	1366	1113
ITA/25	3231347491	245	245	0
USA/IL	2529467525	511	469	2
VPN	608055642	2672	108	105
USA/VA	87152391	21	21	0
GCP/us-central1	43170268	5	5	0
KOR/11	52175342	6	6	0
USA/WA	33000013	2	2	0
CHN/BJ	3256668	3	0	1
FRA/IDF	8696712	15	3	3
MEX/CMX	2641246	9	2	2
VNM/SG	3878629	1	1	0
