region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
NLD	531671040192	13853	0	4
GitHub	3763394472	655746	34	213
USA/MA	880263767972	17705	1	10
AWS/us-east-2	100506644883	152696	0	7
AWS/us-east-1	238399824084	28467	9	9
USA	388729596	59362	4	11
VPN	250009143140	23733	22	129
USA/IN	5944748969	60078	3	4
GBR/ENG	159776312	2257	1	3
GCP/us-east1	943820600	801	6	3
USA/NV	480947829618	12036	1	2
IND	14069168	1	1	0
CHN	237685086256	9864	0	2
USA/CA	237898917046	10670	9	4
CAN/QC	145041952	28	0	2
USA/MD	4728968	7	1	1
USA/NY	17994757	394	0	1
GCP/us-west4	2268885256	3709	6	4
GCP/asia-east1	68313652	114	2	2
CHE/AG	10104452	7	1	1
AUT/9	14701907556	68	5	1
NOR/50	465637424	92	0	2
GCP/europe-west4	94173400	160	2	1
DEU/BW	237784212497	4	2	1
DEU/BY	1918269316	2	2	0
GCP/us-central1	93415200	124	2	2
GCP/us-west1	68247288	114	2	2
USA/WI	19845759692	1	1	0
CHN/SH	29598344	2	2	0
ITA/45	72520976	14	0	1
JPN/13	40794804	68	2	1
IRN	19444652	2	2	0
GCP/us-east4	45162144	80	1	1
USA/IL	48445720	1	1	0
MEX/CMX	10213416	46	4	4
CHE/VD	4008592	23	2	1
GCP/asia-south1	2808332	20	1	1
USA/VA	1446804	8	1	1
JPN/26	1169825120	282	1	2
JOR/AM	1061824	1	1	0
VNM/SG	929096	1	1	0
KOR/27	1477132	7	1	1
FRA/IDF	11568380	23	4	3
