region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	28073784361	3683	202	355
CAN/ON	28428671307	478	468	4
USA/MA	33007585198	969	4	485
AWS/ap-southeast-1	891512428	639	639	0
AWS/us-east-2	4784637238	79	79	0
USA/CA	8506986809	197	162	4
KOR/30	28017329601	468	468	0
AWS/ap-south-1	60177212	2	2	0
USA/IL	51393185728	1194	1192	2
VPN	3280549225	2378	179	477
AWS/us-west-2	2008124686	30	30	0
USA/RI	28029374152	483	483	0
USA/VA	83489211	19	19	0
GH-actions	27964287345	145685	2845	2450
USA/DC	3193308283	15214	461	229
RUS	4937139438	28946	430	430
CHN/HB	2654156560	195	195	0
MEX/CMX	1799777074	8505	353	216
ESP	893453284	4323	135	38
GCP/us-central1	1135675448	6007	203	53
USA/MD	408788964	1709	64	49
GCP/asia-east1	144805769	624	28	27
GCP/us-east1	340653930	1570	47	37
GCP/europe-west4	283785693	1551	54	18
GCP/us-west1	94333199	517	18	18
GCP/asia-southeast1	594864475	3189	113	19
CHE/VD	2628208	13	5	5
FRA/IDF	7732992	43	13	13
AUS/NSW	2495840	9	9	0
USA	267712	1	1	0
SGP	3763760	16	5	4
CHN	1834224	2	2	0
GCP/us-east4	165937452	747	20	20
GCP/us-west3	4451364	15	1	1
GCP/us-west4	2989194	15	1	1
FRA/PAC	3032547	12	3	1
CHN/SH	570216	2	2	0
TWN	79481834	10	10	0
SWE/AB	815147	1	1	0
