date	bytes_sent	number_of_requests	number_of_downloads
2025-07-28	15555045074	1900	<50
2025-07-29	1406306431	<50	<50
2025-07-30	1500275868	<50	<50
2025-07-31	805711391	<50	<50
2025-08-01	906963692	<50	<50
2025-08-02	201386160	<50	<50
2025-08-03	235016101	<50	<50
2025-08-04	586831612	<50	<50
2025-08-05	416521052	<50	<50
2025-08-06	30259019	<50	<50
2025-08-07	235746089	<50	<50
2025-08-08	402174356	<50	<50
2025-08-09	602125921	<50	<50
2025-08-10	403825880	<50	<50
2025-08-11	1002200255	<50	<50
2025-08-12	423775514	<50	<50
2025-08-13	519200092	<50	<50
2025-08-14	809572775	<50	<50
2025-08-15	1016088593	<50	<50
2025-08-16	257800955	<50	<50
2025-08-17	465065057	<50	<50
2025-08-18	596156375	<50	<50
2025-08-19	621993203	<50	<50
2025-08-20	54555435	<50	<50
2025-08-22	406914790	<50	<50
2025-08-24	260328346	<50	<50
2025-08-28	397881192	<50	<50
2025-08-29	178009135	<50	<50
2025-08-30	429699332	<50	<50
2025-09-01	25913416	<50	<50
2025-09-02	15942338009	100	100
2025-09-03	913714815	<50	<50
2025-09-04	854790512	<50	<50
2025-09-05	660840380	<50	<50
2025-09-06	446335665	<50	<50
2025-09-07	106537514	<50	<50
2025-09-08	792994262	<50	<50
2025-09-10	209563484	<50	<50
2025-09-11	453415700	<50	<50
2025-09-12	388551724	<50	<50
2025-10-01	15555045074	100	100
2026-01-30	15555045074	100	100
2026-02-25	201362151	<50	<50
2026-05-15	199750907	<50	<50
2026-05-16	199316161	<50	<50
2026-05-17	470903091	<50	<50
2026-05-22	9991674611	3340	140
2026-05-23	191419794	780	<50
2026-05-24	3047643156	760	<50
2026-05-26	3032547	<50	<50
2026-05-27	442093180	1840	220
2026-05-28	770410251	4000	160
2026-05-29	276355978	1540	<50
2026-05-30	323231443	1820	<50
2026-05-31	2528798688	6900	80
2026-06-01	29675074604	8740	600
2026-06-02	373247134	2080	<50
2026-06-03	340122460	2120	100
2026-06-04	1046409679	5220	80
2026-06-05	156461582	800	<50
2026-06-06	74226316	340	<50
2026-06-07	1200706	<50	<50
2026-06-09	2862257	<50	<50
2026-06-10	354560139	1820	60
2026-06-11	213913698	1160	<50
2026-06-12	674616710	3820	<50
2026-06-13	436586908	2420	<50
2026-06-14	84863068	460	<50
2026-06-15	1623242651	7980	220
2026-06-16	109642313	640	<50
2026-06-17	246651566	1440	<50
2026-06-18	64401675	340	<50
2026-06-19	1357737877	260	<50
2026-06-20	3242830385	120	<50
2026-06-22	3415141642	1460	<50
2026-06-23	889655274	<50	<50
2026-06-24	1005230032	<50	<50
2026-06-25	1939515040	100	<50
2026-06-26	495278061	320	320
2026-06-27	1558792	<50	<50
2026-06-29	5130001638	1780	140
2026-07-03	8497609595	160	160
2026-07-04	28017329601	460	460
2026-07-06	270927537	1340	<50
2026-07-07	414571002	2300	<50
2026-07-08	580438088	3260	<50
2026-07-09	798987461	2560	340
2026-07-10	257245276	1440	<50
2026-07-11	546759716	2940	40
2026-07-12	246421996	1320	<50
2026-07-13	808709740	4280	60
2026-07-14	562513168	3120	<50
2026-07-15	505484911	2720	<50
2026-07-16	313518162	1760	<50
2026-07-17	656431524	1420	<50
2026-07-18	449829744	2440	<50
2026-07-19	332349090	1860	<50
2026-07-20	594197563	3160	80
2026-07-21	3544488626	220	180
2026-07-22	455560977	100	80
2026-07-25	2141824	<50	<50
