region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	732634665	89	0	4
VPN	10817297	17	4	4
GH-actions	11341361	17	4	4
CHE/VD	10623013	12	4	4
MEX/CMX	2117337	7	2	2
SGP	2434965	7	2	2
CHE/ZH	65536	4	0	1
FRA/IDF	6130659	12	3	3
USA/TX	74249236	1	1	0
