week_start	sub-001939/sub-001939_ses-Session1_ecephys.nwb	sub-480nm-2/sub-480nm-2_ses-MEA-2_ecephys.nwb	sub-480nm-3/sub-480nm-3_ses-s3_ecephys.nwb	sub-480nm-4/sub-480nm-4_ses-S4_ecephys.nwb
2026-08-17	200247686	123332765	139729135	297417872
