date	bytes_sent	number_of_requests	number_of_downloads
2026-04-24	39435068364	3400	160
2026-04-25	257557144	320	120
2026-04-27	10088232	<50	<50
2026-04-30	167336782	<50	<50
2026-05-02	85133608	<50	<50
2026-05-04	320215292	<50	<50
2026-05-12	4313520	<50	<50
2026-05-14	374760	<50	<50
2026-05-15	1831276	<50	<50
2026-05-17	350262668	60	<50
2026-05-18	51542548	<50	<50
2026-05-19	738208	<50	<50
2026-05-23	10223352	<50	<50
2026-05-24	12859496	<50	<50
2026-05-25	1575188	<50	<50
2026-05-27	49421468	200	<50
2026-05-28	19468500	80	<50
2026-05-29	33611652	<50	<50
2026-05-30	5699196	<50	<50
2026-05-31	607155008	80	<50
2026-06-01	38340212568	<50	<50
2026-06-02	2236224	<50	<50
2026-06-03	43466240	<50	<50
2026-06-04	46677780	<50	<50
2026-06-07	3101916	<50	<50
2026-06-08	38094177887	140	<50
2026-06-09	2476545464	<50	<50
2026-06-10	179528172	100	60
2026-06-11	1456468	<50	<50
2026-06-12	72275860	<50	<50
2026-06-13	77510360	60	<50
2026-06-14	57647040	<50	<50
2026-06-15	66949176	<50	<50
2026-06-16	14058476	<50	<50
2026-06-17	24806732	<50	<50
2026-06-18	74606348	60	<50
2026-06-20	19567936	<50	<50
2026-06-21	43173256	<50	<50
2026-06-23	33243960	<50	<50
2026-06-24	2363328	<50	<50
2026-06-25	2602640	<50	<50
2026-06-26	17074212	<50	<50
2026-06-27	18173280420	<50	<50
2026-06-28	38362192832	60	<50
2026-06-29	1906800	<50	<50
2026-07-01	4127696	<50	<50
2026-07-02	3916676	<50	<50
2026-07-03	1431056	<50	<50
2026-07-05	718496	<50	<50
2026-07-06	279986416	160	<50
2026-07-07	329788512	80	<50
2026-07-09	14322876	<50	<50
2026-07-12	2332928	<50	<50
2026-07-13	1075896	<50	<50
2026-07-15	2084240	<50	<50
2026-07-17	2275100	<50	<50
2026-07-18	5054268	<50	<50
