week_start	Figure1_barrel500_2_20220711.nwb	sub-Barrel300-1/sub-Barrel300-1_ses-20221026_image+ophys.nwb	sub-Barrel300-4/sub-Barrel300-4_ses-20221101_image+ophys.nwb	sub-Barrel500-1/sub-Barrel500-1_ses-20221107.nwb	sub-Barrel500-2/sub-Barrel500-2_ses-20221014_image+ophys.nwb	sub-BarrelST-4/sub-BarrelST-4_ses-20221026_image+ophys.nwb	sub-IUEMouse1/sub-IUEMouse1_ses-20220622_image+ophys.nwb	sub-IUEMouse2/sub-IUEMouse2_ses-20220711_ophys.nwb	sub-IUEMouse2/sub-IUEMouse2_ses-20231101_image+ophys.nwb	sub-IUEMouse3/sub-IUEMouse3_ses-20231101_image+ophys.nwb	sub-IUEMouse4/sub-IUEMouse4_ses-20220614_image+ophys.nwb	sub-IUEMouse5/sub-IUEMouse5_ses-20231220_image+ophys.nwb	sub-barrel1-20220711-anesthetized/sub-barrel1-20220711-anesthetized_ses-20220711_ophys.nwb	sub-barrel1-20220711-awake/sub-barrel1-20220711-awake_ses-20220711_ophys.nwb	sub-pooled-12neurons-12mice/sub-pooled-12neurons-12mice_ses-20220614_obj-24h46s.nwb	sub-pooled-12neurons-12mice/sub-pooled-12neurons-12mice_ses-20220614_obj-bcvsl0.nwb	sub-pooled-12neurons-12mice/sub-pooled-12neurons-12mice_ses-20220614_obj-ejkwtm.nwb	sub-pooled-5neurons-5mice/sub-pooled-5neurons-5mice_ses-20221012.nwb	sub-pooled-7neurons-7mice/sub-pooled-7neurons-7mice_ses-20220504.nwb	sub-pooled-9neurons-9mice/sub-pooled-9neurons-9mice_ses-20220614.nwb	sub-pooled-multiple-mice/sub-pooled-multiple-mice_ses-20221014.nwb	sub-pooled-neurons/sub-pooled-neurons_ses-20221012.nwb
2026-04-20	9534000	4726898112	4988026476	18261456	3807889328	4444812276	2857304992	8192448	3161502876	3802386656	2180000624	9458325940	8244720	8994240	4282176	4281408	4310976	47101956	3783120	4304928	82555480	61631320
2026-04-27	381360	10088232	0	854600	51554796	0	199501210	0	0	0	0	0	0	0	178424	0	0	0	0	0	0	0
2026-05-04	0	0	41859612	0	0	53847576	51816828	0	51161748	59677788	61118964	0	374760	0	0	178392	179624	0	0	0	0	0
2026-05-11	0	4787560	0	0	0	0	0	341352	0	1081756	0	344776972	0	1124280	0	356784	0	0	0	0	0	4313520
2026-05-18	762720	0	0	0	14084220	0	13223776	0	4703896	10612296	9427892	0	0	0	356848	0	0	5446528	343920	0	8593668	7807840
2026-05-25	3050880	90788116	109507592	7324764	89255624	89323212	86565748	2730816	53094660	89323328	35428080	8324556	2623320	2998080	1427392	1248744	1257368	11207132	515880	1255604	16183132	13496984
2026-06-01	1525440	4593718432	4327242940	5879800	3763922336	4415820596	2823018312	1365408	3136658336	3763922336	2137336496	9410681324	1873800	749520	356848	535176	898120	8937792	687840	1076232	17920044	21567600
2026-06-08	3813600	4612494033	4412852580	5572600	3774945592	6584526604	2814013634	3072168	3273288468	3752031104	2162986743	9481482985	2623320	2998080	892120	713568	1616616	12965184	515880	717488	18640632	36378252
2026-06-15	381360	24499992	12381012	3284388	78085536	67463268	0	0	20569512	0	2816844	0	0	1499040	1070544	713568	1436992	0	0	717488	0	9101448
