region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	936541645	772	113	57
CHN	279991216	32	29	1
MEX/CMX	74279320	260	42	41
GitHub	517372881	2186	139	112
AWS/ap-southeast-1	68837917	18	18	0
USA/MA	527783615	112	0	40
USA	27869744	3	3	0
USA/NC	103111657	15	15	0
AWS/us-east-1	18565466	2	2	0
AWS/us-east-2	18565466	2	2	0
FRA/IDF	42717433	170	14	13
BRA/RS	14345254	2	2	0
DEU/NW	8563308	55	4	4
USA/NJ	9183431	1	1	0
UZB/SA	9183431	1	1	0
SEN/DK	4978608	1	1	0
USA/CA	63168282	41	6	5
JPN/13	5477458	14	1	1
CHN/SH	18638792	2	2	0
GCP/us-central1	45921100	5	5	0
CHN/BJ	1224312	4	1	1
EST/37	8802488	1	1	0
CHE/VD	2186592	8	2	1
AWS/us-west-2	21115564	68	6	2
USA/WA	9261456	8	2	2
USA/IL	12918540	29	2	2
KEN/30	1113636	1	1	0
COL/BOY	3733956	1	1	0
XK	2096256	1	1	0
ARG/N	6616308	1	1	0
SGP	2096256	1	1	0
IRQ/BG	1	1	0	1
BRA/SP	917112	1	1	0
VNM/18	9211493	1	1	0
