asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-1346456435/sub-1346456435_ses-1348073948_icephys.nwb	1442307791	944	36	22
sub-1321888477/sub-1321888477_ses-1323490641_icephys.nwb	1777079044	992	41	24
sub-1219228309/sub-1219228309_ses-1221182579_icephys.nwb	2802271791	3470	45	32
sub-1219228309/sub-1219228309_ses-1220542208_icephys.nwb	1367731460	1189	48	24
sub-1321888477/sub-1321888477_ses-1322970568_icephys.nwb	1814653866	1311	32	22
sub-1369353330/sub-1369353330_ses-1369586803_icephys.nwb	1605917323	774	35	23
sub-1295011705/sub-1295011705_ses-1298056998_icephys.nwb	2938916368	3044	49	33
sub-1226798098/sub-1226798098_ses-1227890085_icephys.nwb	1452630410	791	40	26
sub-1250755141/sub-1250755141_ses-1252517811_icephys.nwb	846632446	510	37	22
sub-1324563326/sub-1324563326_ses-1324614874_icephys.nwb	1556765490	1150	33	24
sub-1336043860/sub-1336043860_ses-1336100434_icephys.nwb	1999341445	2884	50	33
sub-1373917715/sub-1373917715_ses-1373966591_icephys.nwb	1908725978	965	47	22
sub-1215761491/sub-1215761491_ses-1216992570_icephys.nwb	1633134171	833	45	25
sub-1346456435/sub-1346456435_ses-1346509818_icephys.nwb	1406278302	1516	45	35
sub-1373917715/sub-1373917715_ses-1373974177_icephys.nwb	1639934502	947	44	29
sub-1306905154/sub-1306905154_ses-1306936922_icephys.nwb	1460180963	498	35	20
sub-1323017636/sub-1323017636_ses-1325004874_icephys.nwb	2211981872	2649	47	34
sub-1283839697/sub-1283839697_ses-1283907737_icephys.nwb	1981664208	976	40	24
sub-1219228309/sub-1219228309_ses-1220592661_icephys.nwb	2607480869	1834	37	22
sub-1373917715/sub-1373917715_ses-1375864157_icephys.nwb	2797886120	1819	44	23
sub-1324563326/sub-1324563326_ses-1324580503_icephys.nwb	1138472921	719	35	24
sub-1321888477/sub-1321888477_ses-1323286955_icephys.nwb	2367076266	2673	45	36
sub-1346456435/sub-1346456435_ses-1346525411_icephys.nwb	899036222	494	36	24
sub-1346456435/sub-1346456435_ses-1346530270_icephys.nwb	1602069314	842	33	22
sub-1295011705/sub-1295011705_ses-1296923850_icephys.nwb	2857120999	1336	36	24
sub-1214619242/sub-1214619242_ses-1214775550_icephys.nwb	2131972188	1601	58	28
sub-1215761491/sub-1215761491_ses-1216879608_icephys.nwb	1283753169	1170	44	27
sub-1336043860/sub-1336043860_ses-1336114056_icephys.nwb	1784079022	1170	41	23
sub-1295011705/sub-1295011705_ses-1298023425_icephys.nwb	1848531131	1096	36	26
sub-1294084014/sub-1294084014_ses-1295208572_icephys.nwb	1518756752	1081	40	22
sub-1321888477/sub-1321888477_ses-1322714661_icephys.nwb	1885928681	2553	44	35
sub-1295011705/sub-1295011705_ses-1298241967_icephys.nwb	1465031424	833	41	22
sub-1260954683/sub-1260954683_ses-1260986631_icephys.nwb	1513850414	947	36	25
sub-1373917715/sub-1373917715_ses-1373977335_icephys.nwb	1809629419	1341	39	23
sub-1321888477/sub-1321888477_ses-1322759417_icephys.nwb	2335817946	3840	49	35
sub-1369353330/sub-1369353330_ses-1369586261_icephys.nwb	1191956237	1197	48	29
sub-1282284113/sub-1282284113_ses-1284084431_icephys.nwb	1276798640	710	39	20
sub-1266582886/sub-1266582886_ses-1266620900_icephys.nwb	2249411018	1335	38	24
sub-1294084014/sub-1294084014_ses-1295382007_icephys.nwb	1341017805	560	42	21
sub-1269274954/sub-1269274954_ses-1271091841_icephys.nwb	726495925	501	37	21
sub-1250755141/sub-1250755141_ses-1250824251_icephys.nwb	1857617135	2388	51	33
sub-1250755141/sub-1250755141_ses-1252045516_icephys.nwb	1468406840	1027	33	21
sub-1369353330/sub-1369353330_ses-1369562873_icephys.nwb	1362068339	731	36	22
sub-1214619242/sub-1214619242_ses-1216158141_icephys.nwb	1521162757	717	48	25
sub-1213383385/sub-1213383385_ses-1214380221_icephys.nwb	2679149454	2453	44	28
sub-1324563326/sub-1324563326_ses-1324598861_icephys.nwb	1514847939	1221	36	24
sub-1321888477/sub-1321888477_ses-1322978451_icephys.nwb	1642168142	1556	35	25
sub-1363262759/sub-1363262759_ses-1364689694_icephys.nwb	1449904240	1214	39	23
sub-1369353330/sub-1369353330_ses-1370976195_icephys.nwb	1583060819	850	40	25
sub-1373917715/sub-1373917715_ses-1373937489_icephys.nwb	1775225106	885	43	20
sub-1216137954/sub-1216137954_ses-1217195311_icephys.nwb	2418767963	1433	42	27
sub-1283839697/sub-1283839697_ses-1285881849_icephys.nwb	2560155345	1613	36	24
sub-1203384279/sub-1203384279_ses-1208065964_icephys.nwb	1821668655	1205	46	25
sub-1321888477/sub-1321888477_ses-1322746844_icephys.nwb	1189960632	638	31	22
sub-1260690332/sub-1260690332_ses-1262941383_icephys.nwb	738081418	441	33	21
sub-1373917715/sub-1373917715_ses-1375844336_icephys.nwb	1745566433	900	46	23
sub-1346456435/sub-1346456435_ses-1347527264_icephys.nwb	1127191342	478	30	18
sub-1373917715/sub-1373917715_ses-1373959343_icephys.nwb	2065344990	2288	57	30
sub-1250755141/sub-1250755141_ses-1252537580_icephys.nwb	1277459879	1174	38	24
sub-1295011705/sub-1295011705_ses-1298259206_icephys.nwb	1260038212	1293	47	29
