region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	29437359347	3464	436	391
AWS/ap-southeast-1	4196245956	766	766	0
GitHub	112128228661	405343	3356	2636
GCP/us-central1	24006846284	396	396	0
USA	12239962982	2022	391	135
VPN	117759141583	12365	3458	141
CAN	23778635304	391	391	0
USA/MA	33678010453	1103	4	550
TWN/TPE	23839026512	394	392	2
CHN	67284325746	10614	409	5497
CAN/ON	23811202580	486	394	1
USA/VA	23778635304	391	391	0
ESP/MD	29002680546	473	473	0
AWS/us-east-2	4688070252	1846	86	3
DEU/BW	47567817396	783	783	0
GCP/us-west1	180793106	3	3	0
VNM/SG	358918332	32	32	0
BGD	90597564	14	14	0
MDA/DR	11136360	1	1	0
VNM/HP	7336896	2	2	0
GCP/us-east1	19586892	2	2	0
RUS/TUL	3209892	1	1	0
SGP	90925104	15	15	0
MAR/07	5437164	2	2	0
USA/TN	76695395	2	2	0
LBN/BA	5044116	1	1	0
MEX/CMX	747447060	1851	109	83
USA/SC	27840900	2	2	0
UZB/TK	37339560	4	4	0
VNM/HN	339626255	29	29	0
IDN/YO	41794104	13	13	0
DEU/NW	51677784	161	4	3
JOR	14870316	2	2	0
ZAF/NW	11856948	1	1	0
VNM/66	11332884	2	2	0
IND/TN	1244652	1	1	0
CIV/AB	12381012	2	2	0
BGD/B	8254008	1	1	0
EGY/C	9105612	2	2	0
VNM/52	20766036	2	2	0
AGO/BGU	4716576	1	1	0
RUS/IVA	7598928	1	1	0
TUR/41	5371656	1	1	0
IDN/NT	1375668	1	1	0
BIH/BIH	11005344	2	2	0
KAZ/35	20635020	1	1	0
ZAF	3013368	1	1	0
CHE/VD	9217646	51	2	2
CHL/RM	10677804	4	4	0
PRY/10	27906408	3	3	0
VEN/A	21355608	2	2	0
GTM/01	14477268	2	2	0
IDN/KR	1703208	1	1	0
IDN/KU	11398392	1	1	0
PAK/IS	39370308	4	4	0
ITA/34	41925120	1	1	0
IND/MP	14611736	1	0	1
TUR/59	55068793	1	1	0
AGO/LUA	4323528	1	1	0
PAK/GB	9498660	1	1	0
PAK/PB	28561488	8	8	0
IRQ	21748656	4	4	0
VEN/S	8385024	1	1	0
SYR	8909088	4	4	0
IDN	43955868	5	5	0
BRA/RS	27251328	5	5	0
EGY/GZ	2030748	1	1	0
COL/DC	23189832	4	4	0
VNM	34850256	5	5	0
KAZ/71	8319516	1	1	0
BGR/13	26858280	1	1	0
NPL	7991976	4	4	0
JOR/AM	23517372	4	4	0
BRA/MG	36618972	5	5	0
PHL/11	21290100	3	3	0
ARE/SH	64001316	4	4	0
PRY/ASU	7074864	2	2	0
KGZ/GB	2685828	1	1	0
FRA/GES	14215236	1	1	0
SAU/02	13101601	2	1	1
MAR/04	9760692	1	1	0
MEX/NLE	25548121	4	3	1
MEX/BCN	18276732	2	2	0
MEX/AGU	3668448	1	1	0
BRA/SP	256110855	13	13	0
HKG	29675124	8	8	0
IDN/JK	20831544	3	3	0
