region	bytes_sent
AWS/us-east-1	62577669944645
US/South Carolina	237537634832
TW/Taiwan	126335382012
US/New York	81059311173
AWS/us-east-2	76839044949
GitHub	50151074530
US/Illinois	42067118794
US/District of Columbia	39527956080
US/Maryland	37456952739
NL/North Holland	27280876919
DE/Bavaria	26353245894
US/Vermont	12690393572
US/California	5743765438
CA/Quebec	4076728149
GCP/us-central1	2861199345
AWS/us-west-1	2643470392
US/Indiana	2218991534
GB/England	1533656632
US/Oregon	1258269969
US/Pennsylvania	1256187411
US/Massachusetts	653786425
DE/Baden-Wurttemberg	613820821
US/Texas	569118571
NO/Oslo	506641682
JP/Tokyo	483909700
US/Virginia	456593088
US/Washington	380375365
US/North Carolina	369222233
DE/Thuringia	362265468
HU/Budapest	290820453
VPN	287082658
DK/Capital Region	276883885
AT/Vienna	255359172
CN/Guangdong	117390336
US/Connecticut	110213850
AT/Burgenland	97087937
SE/Stockholm	87258730
US/Florida	82208988
AWS/ap-southeast-1	64394364
US/North Dakota	60856932
US/Michigan	34000247
DE/Berlin	29413092
US/New Jersey	26966457
DE/North Rhine-Westphalia	26072184
US/Nevada	18211880
MX/México	14215236
GCP/us-east1	11660424
