region	bytes_sent
US/California	41031080488
ES/Catalonia	29937912420
US/Massachusetts	29365680756
IR/Tehran	23378726158
CA/Ontario	19711674932
GCP/us-west4	19582363384
IN/Telangana	18680182652
HK/Hong Kong	16759424411
CA/Quebec	10705851360
IN/Uttar Pradesh	10692168352
US/Texas	10279298480
US/New York	10277371232
AWS/us-east-1	10226677756
TH/Bangkok	9989800428
GCP/us-east1	9968552548
US/Pennsylvania	9931035036
GCP/us-west1	9861033596
JP/Tokyo	9835906076
DE/Baden-Wurttemberg	9804478696
US/Rhode Island	9804288892
CN/Beijing	9788560252
KR/Seoul	9788560252
IR/Fars	9547079822
NO/Oslo	7289264120
GitHub	5942272044
GCP/us-central1	3325806740
US/Illinois	2726524298
US/Connecticut	2064563124
VPN	1969615149
IT/Veneto	1659658563
US/Virginia	1336511452
AWS/us-east-2	1320113296
CN/Shanghai	959594952
AR/Buenos Aires F.D.	842365772
GCP/europe-west4	768479732
GB/England	748865152
GB/Scotland	653144932
PT/Lisbon	609415802
US/Maryland	454961244
GCP/us-east4	282519200
JP/Saitama	229998188
DE/North Rhine-Westphalia	226822176
US/Ohio	201240176
MX/Baja California	201240176
US/Mississippi	98487196
AWS/ap-southeast-1	96886332
US/Nevada	63232116
IN/Maharashtra	60416088
DE/Berlin	48541428
CO/Antioquia	38437699
GCP/asia-east1	34093104
US/Washington	25941168
US/Wisconsin	24805596
TW/Taiwan	22212956
