region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
FRA/IDF	32389590668	514	188	45
IRN/23	16239188450	1197	42	44
HKG	13454419226	346	301	24
USA/VT	3750839904	10287	412	69
CAN/QC	32329711016	297	145	42
USA/NH	21962917248	61623	2460	1920
CHN	54001517653	7880	247	131
GCP/us-east1	59364563268	453	268	33
GH-actions	59741610180	101539	1304	1072
GCP/europe-west4	20345600236	244	82	41
USA	22871461744	673	95	15
POL/12	74339468	39	12	11
POL/14	18423639652	78	78	0
USA/MA	88772707364	1508	344	156
VPN	125043073562	3272	969	179
HKG/KKC	13950337280	152	59	15
GBR/ENG	30615778188	161	157	1
AWS/ap-southeast-1	2779031660	134	122	6
USA/OR	10526721344	1012	169	82
CHN/BJ	40570601732	208	206	2
CHL/RM	2412406636	26	26	0
NOR/03	7289264120	41	41	0
AWS/us-west-2	20308132717	1878	207	126
KOR/31	5156170608	644	27	10
USA/NY	117365326748	2738	620	134
USA/CA	199341255658	1167	892	49
USA/CT	12522316832	57	56	1
USA/IL	13221170630	829	172	52
CAN/ON	80403654504	344	335	7
JPN/13	30759376034	160	132	11
USA/UT	17800794476	206	106	50
DEU/NW	10016430556	44	44	0
GCP/us-central1	31097246975	1908	250	137
USA/AZ	29727765900	206	131	2
SWE/AB	9811488052	42	42	0
AWS/us-east-1	24993239804	2091	252	218
IRN	46264975769	207	198	4
ESP/CT	29937912420	126	126	0
GCP/us-east4	19942670292	233	103	23
USA/MO	9788560252	41	41	0
FRA/GES	6903852580	35	35	0
USA/PA	9911386332	68	44	3
CHE/AG	9788560252	41	41	0
IND	19355311653	88	87	1
ITA/45	21988571127	278	113	37
GCP/us-west1	19649593848	97	82	3
DEU/SN	9788560252	41	41	0
USA/AL	9788560252	41	41	0
KOR/30	9788560252	41	41	0
RUS/NVS	9788560252	41	41	0
RUS	9815609940	57	45	1
IND/KL	10086807424	49	43	6
JPN/14	16904589224	77	71	6
KOR/47	12598114772	1631	58	20
GRC/M	9799631104	42	42	0
AUT/9	9788560252	41	41	0
CHE/ZH	13585900456	56	56	0
ZAF/WC	10182881384	196	43	6
GCP/us-west4	29370923636	124	123	1
NOR/50	173015040	33	0	7
NZL/AUK	101075468	75	15	9
THA	9788560252	41	41	0
BGR/16	9876547960	49	41	5
KOR/11	9807791936	84	42	1
USA/AR	9788560252	41	41	0
IND/RJ	10202045948	45	45	0
USA/WI	9813365848	48	42	1
USA/IN	9788560252	41	41	0
USA/RI	40091418804	166	163	1
USA/TN	293395720	4	3	1
USA/TX	11000653148	52	52	0
FIN/18	9788560252	41	41	0
USA/NV	402563556	43	43	0
USA/MN	9788560252	41	41	0
USA/WA	20482682784	1190	206	84
HKG/NKT	657851480	11	10	1
CHN/SH	9788560252	41	41	0
CHE/VD	10293844436	1806	170	125
JAM/12	15132348	1	1	0
IND/MH	65853252	5	5	0
JPN	13213032224	62	57	1
IDN/JB	917112	1	1	0
ITA/52	9788560252	41	41	0
LAO/VT	917112	1	1	0
BRA/PR	13232616	4	4	0
USA/NE	404009412	1608	91	41
TWN/TPE	9788560252	41	41	0
AWS/us-east-2	1942571096	3874	9	12
SYC	9760692	4	4	0
DEU/HE	9802920668	65	43	1
DEU/BW	10095548940	48	48	0
KOR/41	1024872904	136	5	41
KOR/44	9877637244	145	41	41
NLD/ZH	194216456	143	54	46
CHN/HB	9821100804	48	41	7
BEL/BRU	329574400	301	72	41
VNM/23	851604	1	1	0
USA/NJ	995392808	2571	135	42
DEU/BE	10685943033	1341	128	109
FRA/NOR	307611432	861	63	42
COL/DC	9814566928	46	46	0
NLD	5288745896	232	18	18
ZAF/GP	31181808	11	11	0
VEN	3144384	1	1	0
JOR/AM	13036092	5	5	0
BOL/L	7991976	1	1	0
ECU/P	9040104	3	3	0
BRA/SP	55026720	11	11	0
BGD/C	37536084	6	6	0
NGA/LA	1048128	1	1	0
ETH/AA	5502672	3	3	0
URY/MO	13429140	3	3	0
GBR	17949192	2	2	0
IND/UK	2161764	2	2	0
ARG/B	855467372	12	12	0
ROU	5570383128	21	21	0
VNM/35	851604	1	1	0
CHL/AP	851604	1	1	0
CAN/BC	2272008130	4097	3	39
VNM/HN	59415756	16	16	0
USA/FL	3458962952	15	15	0
DOM/25	9433152	1	1	0
URY/MA	24958548	2	2	0
BRA/CE	2620320	2	2	0
ROU/DB	1113636	1	1	0
IRQ/DQ	1048128	1	1	0
MEX/CMX	108022528	250	75	49
NIC/MN	6681816	2	2	0
UZB/TK	40156404	2	2	0
IDN/KS	3340908	1	1	0
GUY/DE	1899732	1	1	0
IND/TN	7598928	2	2	0
AWS/ap-northeast-1	6364933083	53	23	14
VNM/43	13560156	2	2	0
BGD	10808820	8	8	0
VNM/SG	9826200	11	11	0
USA/VA	1860042064	82	22	6
IRL/L	9302136	1	1	0
MKD/310	1375668	1	1	0
