week_start	sub-1/sub-1_ses-1_ecephys+image.nwb	sub-1/sub-1_ses-2_ecephys+image.nwb	sub-10/sub-10_ses-1_ecephys+image.nwb	sub-10/sub-10_ses-2_ecephys+image.nwb	sub-11/sub-11_ses-1_ecephys+image.nwb	sub-11/sub-11_ses-2_ecephys+image.nwb	sub-12/sub-12_ses-1_ecephys+image.nwb	sub-12/sub-12_ses-2_ecephys+image.nwb	sub-13/sub-13_ses-1_ecephys+image.nwb	sub-13/sub-13_ses-2_ecephys+image.nwb	sub-14/sub-14_ses-1_ecephys+image.nwb	sub-14/sub-14_ses-2_ecephys+image.nwb	sub-15/sub-15_ses-1_ecephys+image.nwb	sub-15/sub-15_ses-2_ecephys+image.nwb	sub-16/sub-16_ses-1_ecephys+image.nwb	sub-16/sub-16_ses-2_ecephys+image.nwb	sub-17/sub-17_ses-1_ecephys+image.nwb	sub-17/sub-17_ses-2_ecephys+image.nwb	sub-18/sub-18_ses-1_ecephys+image.nwb	sub-18/sub-18_ses-2_ecephys+image.nwb	sub-19/sub-19_ses-2_ecephys+image.nwb	sub-2/sub-2_ses-1_ecephys+image.nwb	sub-2/sub-2_ses-2_ecephys+image.nwb	sub-20/sub-20_ses-1_ecephys+image.nwb	sub-20/sub-20_ses-2_ecephys+image.nwb	sub-21/sub-21_ses-1_ecephys+image.nwb	sub-21/sub-21_ses-2_ecephys+image.nwb	sub-3/sub-3_ses-1_ecephys+image.nwb	sub-3/sub-3_ses-2_ecephys+image.nwb	sub-4/sub-4_ses-1_ecephys+image.nwb	sub-4/sub-4_ses-2_ecephys+image.nwb	sub-5/sub-5_ses-1_ecephys+image.nwb	sub-5/sub-5_ses-2_ecephys+image.nwb	sub-6/sub-6_ses-1_ecephys+image.nwb	sub-6/sub-6_ses-2_ecephys+image.nwb	sub-7/sub-7_ses-1_ecephys+image.nwb	sub-7/sub-7_ses-2_ecephys+image.nwb	sub-8/sub-8_ses-1_ecephys+image.nwb	sub-8/sub-8_ses-2_ecephys+image.nwb	sub-9/sub-9_ses-1_ecephys+image.nwb	sub-9/sub-9_ses-2_ecephys+image.nwb
2025-04-07	454487040	353838224	718303328	264088224	523006664	983664984	71553336	249134496	323444768	526383760	298784488	0	0	461967400	166473608	364952192	47345824	100155416	230621736	365508952	27268224	453645100	94374708	33147864	25582000	75080400	0	241516844	354613292	276630680	0	517442304	766948720	132778728	128838128	118756904	61340496	534300616	0	129708416	0
2025-04-14	573186036	443813136	359151664	528176448	1046013328	615628696	214660008	249134496	646889536	263191880	597568976	664119248	525594576	923934800	332947216	0	142037472	100155416	691865208	731017904	92875524	427863296	0	99443592	76746000	75080400	99038648	455702944	686233896	302506340	1616918064	258721152	383474360	132778728	128838128	237513808	0	534300616	515637496	129708416	0
2025-04-21	416227068	232046436	722430332	528176448	1046013328	1231257392	143106672	373701744	0	263191880	605888492	337824328	788391864	461967400	166473608	729904384	94691648	100155416	230621736	731017904	54536448	213931648	0	66295728	51164000	75080400	99038648	227851472	228744632	553261360	538972688	776163456	0	132778728	257676256	118756904	61340496	801450924	1031274992	259416832	104506192
2025-04-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27268224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	201240176	1149030580	1077454992	1056352896	1982974752	1846886088	143106672	373701744	970334304	921079516	597568976	768163872	788391864	1385902200	499420824	1094856576	0	300466248	461243472	1054724192	54536448	641794944	1088670996	165739320	25582000	75080400	396154592	455702944	914978528	1123106552	2722183860	850335232	1569140744	265557456	515352512	118756904	122680992	840359092	515637496	389125248	141903520
2025-05-12	201240176	0	0	0	523006664	615628696	71553336	124567248	323444768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-19	603720528	443813136	359151664	0	523006664	615628696	0	0	323444768	0	0	0	0	0	0	0	0	0	0	0	0	256184308	342954064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	201240176	582681932	359151664	623191720	523006664	636460240	71553336	0	323444768	263191880	298784488	351187960	564899376	923934800	332947216	383818496	83375224	200310832	230621736	731017904	70765536	0	342954064	66295728	20897052	96960072	99038648	476534488	477141664	553261360	1097335744	258721152	402733712	152038080	128838128	118756904	122680992	534300616	0	150277928	209012384
2025-06-02	402480352	221906568	359151664	792264672	1569019992	1231257392	71553336	124567248	323444768	526383760	312356304	664119248	788391864	1385902200	0	0	0	200310832	461243472	731017904	54536448	213931648	1028862192	66295728	51164000	225241200	198077296	227851472	228744632	553261360	1077945376	776163456	383474360	398336184	386514384	356270712	61340496	267150308	1546912488	259416832	104506192
2025-06-09	201240176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40238808	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	804960704	221906568	359151664	264088224	0	1231257392	71553336	124567248	333467492	263191880	298784488	0	262797288	461967400	166473608	364952192	47345824	0	230621736	731017904	27268224	427863296	342954064	33147864	51164000	75080400	99038648	227851472	457489264	276630680	538972688	258721152	383474360	132778728	257676256	118756904	61340496	0	515637496	129708416	104506192
2025-06-23	20244072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	402480352	443813136	718303328	528176448	523006664	1231257392	71553336	373701744	0	263191880	597568976	664119248	525594576	1847869600	0	729904384	47345824	200310832	0	365508952	136341120	641794944	655738436	99443592	25582000	300321600	297115944	455702944	457489264	553261360	601336304	258721152	383474360	151907064	276935608	237513808	122680992	534300616	1031274992	259416832	209012384
2025-07-21	429175916	887626272	359151664	264088224	1569019992	2462514784	143106672	0	323444768	789575640	896353464	1328238496	788391864	1385902200	332947216	1094856576	189383296	200310832	691865208	731017904	109072896	641794944	1028862192	99443592	102328000	225241200	297115944	683554416	686233896	829892040	2155890752	258721152	1533897440	531114912	257676256	356270712	184021488	1068601232	1546912488	259416832	209012384
2025-07-28	0	0	0	0	367001600	0	0	0	323444768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25582000	0	0	0	0	224201880	0	0	0	0	0	104857600	0	267150308	201064696	104857600	104506192
2025-08-04	201273984	157286400	209715200	0	0	353484696	52428800	0	0	0	0	0	0	0	0	157286400	0	0	0	260651352	0	213931648	0	33147864	0	0	0	0	157286400	0	0	52428800	173759160	0	0	0	0	0	0	0	0
2025-08-11	201240176	1132168	359151664	58893076	0	616857392	71553336	129926732	323444768	317818840	89069288	5332228	210368488	820551800	0	370167296	0	100155416	408814672	5501556	55487872	0	342954064	33147864	801200	0	0	227851472	110253668	276630680	372296492	258721152	4258020	265557456	134167692	118756904	61340496	267150308	517173496	129708416	105485984
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	262144000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70565072	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	201240176	157286400	0	0	0	563199896	0	0	0	0	141498088	0	0	0	0	260094592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157286400	132778728	0	0	0	0	0	0	0
2025-09-01	52428800	0	0	0	0	0	0	0	0	0	0	0	157286400	0	0	0	0	0	0	0	27268224	0	209715200	0	25582000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	104857600	0	0	0	0	0	218587168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75080400	99038648	0	0	0	0	0	0	0	0	118756904	0	104857600	0	0	0
2025-09-22	43399936	9367644	63608844	0	71359788	0	71553336	0	0	0	0	0	262797288	0	166473608	364952192	47345824	0	0	0	0	0	342954064	33147864	25582000	75080400	99038648	455702944	228744632	276630680	0	258721152	383474360	132778728	0	118756904	61340496	0	515637496	129708416	104506192
2025-09-29	0	0	0	7865448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	326974816	0	433438240	274963672	66643212	0	53468412	0	58824920	263191880	322649560	0	78266456	0	227747836	364952192	126115504	100155416	283356032	365508952	27268224	274261580	0	98695408	25582000	120127844	99038648	267439880	228744632	331345280	0	319737696	383474360	189438596	128838128	172845452	61340496	346761212	515637496	187079896	104506192
2025-10-13	248673280	221906568	412672060	0	611802368	615628696	67718716	0	67405204	263191880	349630460	0	52417312	0	228153008	364952192	94836664	100155416	69648604	0	27268224	259490260	0	102712716	25582000	74395028	99038648	284977784	228744632	55920720	0	63225360	766948720	183132412	128838128	79462368	61340496	336553420	0	209700948	0
2025-10-20	628969436	443813136	1096649052	792264672	1069494220	1445227028	380865192	622836240	674218968	641182448	945824996	664119248	547814264	923934800	512823272	364952192	122629580	300466248	482939864	731017904	54536448	246029100	342954064	91755472	51164000	247950608	198077296	475562656	686233896	846531072	1077945376	294289224	1150423080	158483988	128838128	139275724	122680992	558193352	0	150953800	313518576
2025-10-27	21500788	0	18735360	0	24183240	0	13499276	0	23569020	0	14534380	0	18289208	0	18288856	0	22217720	0	13599532	0	0	31852164	0	17205736	0	26836316	0	19288380	0	37707564	0	31113528	0	12800184	0	16588340	0	21885900	0	34171252	0
2025-11-03	104626900	0	94790724	0	103058208	0	90131708	0	113285996	0	106981300	0	71073052	0	106300028	0	123967740	0	89681164	0	0	94491620	0	108344040	0	85422048	0	84275652	0	95028996	0	102807876	0	71809632	0	90308228	0	87185920	0	97241928	0
2025-11-10	49332836	9236628	54634032	0	50273664	0	64050268	0	70930040	0	67177624	0	54134560	0	55888004	0	46563220	0	40746332	0	0	91019696	0	70219932	0	84330280	0	90986496	0	77027784	0	62145864	0	46423204	0	47668764	0	62334476	0	80547784	0
2025-11-17	51157652	221906568	399635824	264088224	53261340	0	112313196	124567248	356485992	0	37425228	332059624	299074680	0	211501852	364952192	83799796	100155416	261463116	365508952	27268224	27577400	342954064	35218888	25582000	30897812	0	261384116	0	40065852	538972688	290096712	383474360	42820264	128838128	24587724	0	298296748	515637496	33440268	0
2025-11-24	428623356	221906568	768286364	264088224	1613324976	1846886088	168558844	0	365368624	263191880	634404632	332059624	561609936	923934800	198531268	364952192	85851560	0	252278752	365508952	81804672	469049616	342954064	59436344	51164000	107113620	0	498210184	457489264	41402988	1077945376	303591360	383474360	290878376	128838128	265442440	61340496	588333260	1031274992	159087188	0
2025-12-01	71819684	0	40353216	0	42114192	0	31750196	0	37102720	0	52614688	0	46470124	26923788	39683280	0	51486828	0	44807828	0	0	40416968	0	31005056	0	35570748	0	32699280	0	45923040	0	39760584	0	22028104	0	45841948	0	36035628	0	33909220	0
2025-12-08	983649512	121087456	183938732	440110808	588976520	0	178555756	115322752	28220088	0	51239020	332059624	37561036	0	354407148	395478920	23483388	0	282221984	28430472	0	23450396	0	56306112	25582000	116525000	99038648	261384116	0	308914568	538972688	302150184	0	16927188	128838128	159998476	61340496	37131580	0	151357244	209012384
2025-12-15	453764264	231863784	771758216	264088224	56554980	619690192	202697768	259026204	706277572	540598996	670052748	509645212	588808232	480178624	564113592	369079196	84366508	173436872	515314060	365508952	31395228	498839012	12184488	128108624	61252232	133666228	198077296	286127900	7860960	599263396	1077945376	557808144	387601364	299525432	257676256	60165976	73524984	605633600	519764500	186686848	199764556
2025-12-22	201240176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	4403200	0	0	0	14964852	0	48974704	0	5083168	0	9330692	0	4192512	382730240	4886408	0	4127004	0	4258020	244922712	0	82554696	0	8668376	0	4192512	0	0	0	4192512	262144000	9333504	0	4266728	83886080	8654464	0	9850112	0	8395420	0
2026-01-05	34237668	0	50965584	209715200	38118204	0	50157944	0	32150568	0	52708752	0	50793652	0	42342416	0	33582128	0	44912712	0	0	49374820	0	16987892	0	44436100	0	46634244	0	41572536	0	194520552	0	51869076	0	41881836	40368976	56742384	0	51148220	0
2026-01-12	201240176	0	0	0	0	615628696	0	0	0	0	0	985693112	0	0	0	0	0	100155416	0	0	0	0	0	99443592	0	0	0	0	0	0	0	0	0	0	0	227028048	224390464	0	0	0	209012384
2026-01-19	454402216	0	373105012	264088224	15095868	0	22635328	124567248	336781944	390068880	327562660	332059624	286300620	569817760	23044248	0	71222260	100155416	261764524	365508952	0	435948320	342954064	50484616	25582000	13843960	99038648	389555360	228744632	180444872	0	281515164	383474360	149771424	0	147930188	61340496	25423332	515637496	165124320	104506192
2026-01-26	624789768	665719704	257695036	528176448	869613768	337756056	26439420	171753168	508783428	263191880	189186236	0	437777052	0	161925548	572617984	20011464	100155416	410245004	365508952	44050688	214136020	188743680	59415024	41310640	131524720	151467448	38511252	0	304525532	0	29148288	993136680	21438532	257676256	104616648	0	35469968	311165176	95525704	0
2026-02-02	18028864	102354852	32165972	2560000	28509856	7403804	19717908	0	22874888	9188372	20176464	3276800	18682256	0	23044248	0	10109248	0	26740508	0	0	22501264	0	26222972	0	22141608	0	9349404	108158392	23571324	0	13313808	0	86322812	0	16522832	0	144830920	0	21386796	0
2026-02-09	21594624	0	28037712	0	18960840	0	21949808	0	19966080	0	28057584	0	13992196	0	27367776	0	24935072	0	18093452	0	0	23304104	0	21856804	0	4629200	0	14262504	0	4861080	0	18127260	0	12725968	0	14492084	0	30270924	0	15611696	0
2026-02-16	222452416	307200	14399840	7971636	9349404	4835528	75987540	139024176	28705100	0	23161096	0	14358728	0	175487020	0	9247136	100155416	8817448	0	0	8957852	0	46554136	0	163546204	0	13738440	0	4127004	0	4666752	0	4323528	0	8137808	0	14042624	0	142503268	104506192
2026-02-23	4403200	4127004	18014844	0	23415384	5355700	17822804	176996048	23503512	0	10407376	0	4127004	0	194993836	0	14367268	0	13311368	0	0	14312764	0	25939620	4454544	26465136	0	9807960	0	17635140	5294892	32423688	0	26294832	4716576	20780852	0	14239148	6449100	32740472	0
2026-03-02	205643376	221906568	359151664	264088224	523006664	615628696	71860536	128694252	332654940	264342160	308115180	337653884	271640868	461967400	166473608	364952192	52400448	104589620	230621736	365508952	28526848	223479072	342954064	37623728	34798288	79207404	108930356	227851472	233133668	281491760	538972688	258721152	386946284	137429796	128838128	118756904	61647696	277000420	515637496	129708416	104506192
2026-03-09	8131968	684516712	364405068	8909788	1047139728	620882100	0	0	0	0	298784488	332059624	262797288	461967400	0	364952192	0	0	0	365508952	0	213931648	0	0	0	0	99038648	0	0	276630680	0	4520052	0	143915088	128838128	0	61340496	0	0	0	5106796
2026-03-16	9250792	221906568	17949336	271097580	10444800	1231257392	170135664	0	342821276	0	21244752	10350264	276658468	0	348130504	364952192	15677428	100155416	5280016	375400660	0	452281036	0	84199184	25582000	89513932	99038648	464986840	0	304891604	1084234144	287675688	766948720	5838920	13232616	127018320	61340496	548670780	515637496	139741536	104506192
2026-03-23	4127004	222418568	0	528176448	1054791400	621291596	4686136	0	323444768	0	0	332059624	5017600	0	333602296	364952192	47869888	0	235246672	365508952	27268224	0	342954064	8602868	25582000	150160800	0	455702944	0	276630680	544213328	267645924	387601364	137757336	0	123415380	0	10505192	10284756	8657452	0
2026-03-30	11267376	9171120	3276800	7264512	6860100	11161600	0	970448	18842876	2048000	4123916	4482024	11201868	10711608	12577536	12828204	5973992	10944324	2760312	5501556	4127004	7780300	8137068	8733884	0	7083840	2982960	4608000	0	4734528	9801192	5830912	4709700	5700328	1228800	0	2959732	1843200	9037716	12889924	3027792
2026-04-06	8122992	51161748	0	264088224	53716560	615628696	71553336	9236628	0	0	0	332059624	262797288	0	166473608	364952192	0	100155416	0	0	0	0	342954064	0	0	150160800	99038648	227851472	238570832	0	0	259834788	0	132778728	52340892	118756904	61340496	0	0	129708416	0
2026-04-13	0	0	0	0	0	0	30068172	8909088	323444768	0	0	0	0	0	0	0	0	0	230621736	0	0	0	342954064	0	0	75080400	0	0	0	0	0	258721152	383474360	0	0	0	0	0	0	0	104506192
