region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	110526	14	14	0
USA/WA	339963	51	51	0
USA/IL	212180	18	18	0
VPN	54259	4	4	0
CHN	150587	8	8	0
USA/MD	42344	1	1	0
USA/VA	7929	4	4	0
AWS/ap-northeast-3	2303	2	2	0
DEU/SL	12261	3	3	0
