region	bytes_sent
US/California	87948129508
BR/Rio de Janeiro	68638910944
GCP/us-east4	64791622157
GitHub	63607492674
GCP/us-central1	63467280905
GCP/us-east1	63002109653
US/Texas	34598647320
GCP/us-west1	27642378557
GCP/us-west4	25715515908
NL/North Holland	22197649219
AWS/us-east-1	19480486265
IT/Lombardy	17441313454
US/New York	17334032889
IR/Fars	17159727736
US/Kentucky	17159727736
US/Illinois	17159727736
US/Pennsylvania	17159727736
CA/Ontario	17159727736
GCP/asia-east1	11751350589
GB/England	9662159744
CN/Shanghai	7249765014
AWS/us-east-2	4601266166
VPN	4527615024
CA/Quebec	4013165509
US/Georgia	3950914064
US/Maryland	3568182802
US/Massachusetts	2393542188
US/Indiana	1422879993
IN/Punjab	1191977824
NO/Trøndelag	1096175359
AWS/ap-southeast-1	626940708
CA/British Columbia	617748203
PT/Lisbon	552588853
HK/Hong Kong	475078920
IN/Maharashtra	423329040
FI/Uusimaa	106726724
ES/Catalonia	105885553
VN/Ho Chi Minh	86490760
AWS/ap-northeast-2	75203089
NI/Managua Department	75203089
GB/Scotland	75203089
DK/Capital Region	75203089
NO/Oslo	75203089
DE/Bavaria	75203089
CO/Cundinamarca	75203089
US/Rhode Island	68935484
US/Washington	67578429
DE/North Rhine-Westphalia	64107624
IN/Delhi	54528087
NO/Vestland	37296568
VN/Kiên Giang Province	33634768
US/Virginia	281072
