date	bytes_sent
2023-10-13	96044679712
2023-10-22	127936
2023-10-23	193952
2023-10-24	387904
2023-10-25	127936
2023-10-28	127936
2023-10-31	321888
2023-11-01	321888
2023-11-02	321888
2023-11-03	387904
2023-11-05	127936
2023-11-09	127936
2023-11-11	127936
2023-11-12	193952
2023-11-16	127936
2023-11-18	387904
2023-11-19	193952
2023-11-21	581856
2023-11-26	127936
2023-11-29	387904
2023-12-02	127936
2023-12-04	127936
2023-12-05	127936
2023-12-09	127936
2023-12-13	387904
2024-01-04	387904
2024-01-05	387904
2024-01-22	57333736
2024-01-24	387904
2024-01-26	12822136
2024-03-08	581856
2024-03-12	21233824
2024-03-18	11342496
2024-03-19	16973184
2024-03-20	16973184
2024-03-21	16973184
2024-03-25	11342496
2024-03-26	18906624
2024-03-27	13081984
2024-04-04	13081984
2024-04-19	12835264
2024-06-04	375112
2024-06-15	314800
2024-07-10	508752
2024-07-13	13081984
2024-07-27	181185320
2024-07-29	193952
