asset_path	bytes_sent	number_of_requests	number_of_downloads
multiplane-ophys_755252_2025-01-13_09-33-41_processed_         2025-10-10_06-39-53.nwb.zarr	1016868446	7300	4860
multiplane-ophys_788406_2025-07-29_10-20-34_processed_         2025-10-01_05-25-39.nwb.zarr	723798080	4880	2440
multiplane-ophys_767018_2025-02-17_12-20-01_processed_         2025-09-08_04-07-43.nwb.zarr	858062903	6900	4600
multiplane-ophys_755252_2025-01-14_12-09-40_processed_         2025-09-05_21-16-25.nwb.zarr	984365191	6880	4580
multiplane-ophys_790322_2025-07-12_10-41-51_processed_         2025-10-06_23-30-36.nwb.zarr	894655512	5520	2760
multiplane-ophys_767022_2025-03-05_09-15-47_processed_         2025-09-06_08-26-07.nwb.zarr	873743161	5940	3640
multiplane-ophys_790322_2025-08-06_09-43-14_processed_         2025-09-30_23-47-53.nwb.zarr	775052403	5320	2660
multiplane-ophys_767022_2025-03-06_09-17-27_processed_         2025-09-06_09-56-18.nwb.zarr	837446550	5860	3580
multiplane-ophys_767018_2025-02-18_12-28-32_processed_         2025-09-08_04-39-08.nwb.zarr	797583551	6440	4080
multiplane-ophys_788406_2025-07-28_12-22-00_processed_         2025-10-01_04-27-40.nwb.zarr	731053777	4900	2440
multiplane-ophys_782149_2025-05-06_09-18-12_processed_         2025-09-12_08-26-28.nwb.zarr	800591976	5740	2860
multiplane-ophys_782149_2025-05-07_09-10-44_processed_         2025-09-12_08-33-50.nwb.zarr	772405263	5160	2580
multiplane-ophys_755252_2025-01-08_13-57-01_processed_         2025-10-10_06-38-49.nwb.zarr	921503922	6880	4580
multiplane-ophys_782149_2025-05-05_11-39-29_processed_         2025-09-12_07-52-58.nwb.zarr	784754395	5740	2860
multiplane-ophys_767022_2025-02-27_09-19-01_processed_         2025-09-06_08-45-35.nwb.zarr	1143357030	7320	4420
multiplane-ophys_755252_2025-01-07_11-58-18_processed_         2025-10-10_07-44-06.nwb.zarr	1249866878	7600	5060
multiplane-ophys_788406_2025-07-23_12-31-02_processed_         2025-10-01_03-59-42.nwb.zarr	861882721	5380	2680
multiplane-ophys_767018_2025-02-14_13-49-52_processed_         2025-09-08_04-05-02.nwb.zarr	1022588485	7120	4740
multiplane-ophys_788406_2025-07-25_11-13-57_processed_         2025-10-01_03-37-17.nwb.zarr	754060332	5200	2600
multiplane-ophys_767018_2025-02-19_14-02-36_processed_         2025-09-08_04-57-26.nwb.zarr	844608163	6340	3960
multiplane-ophys_790322_2025-08-05_08-54-42_processed_         2025-09-30_23-08-06.nwb.zarr	748746759	5320	2660
multiplane-ophys_767022_2025-03-04_08-55-07_processed_         2025-09-06_07-56-20.nwb.zarr	914881521	5960	3640
multiplane-ophys_790322_2025-08-02_12-29-52_processed_         2025-09-30_22-47-19.nwb.zarr	648469225	4580	2280
multiplane-ophys_782149_2025-05-02_10-55-09_processed_         2025-09-12_08-26-56.nwb.zarr	953044393	5940	2960
