region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NY	8837478662	60497	60497	0
USA/MA	8887693595	60593	0	24
VPN	3188816225	23048	23048	0
AWS/us-east-1	5549	31	0	27
CHN/HB	499695019	1559	1559	0
USA/VA	24	1	1	0
MEX/CMX	1208186	22	22	0
USA/FL	286960514	2392	2392	0
USA/DC	421848737	4706	4706	0
DEU/BE	179	1	1	0
USA/CA	2112489	9	9	0
USA/WA	1508615	5	5	0
