region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	88055576912	10567	0	124
VPN	511048648	1619	123	202
GitHub	1696715416	6492	736	471
KOR/27	1004385252	1623	258	124
USA/MI	97145379132	154	141	11
CHN/HB	51505380	60	1	1
USA/CA	222945256	2	1	1
USA/MA	94556116	24	0	4
JPN/26	456663804	174	4	3
FRA/IDF	13944156	15	3	3
MEX/CMX	1241636	5	1	1
USA/OH	2526920	10	1	1
USA	2322120	9	1	1
USA/TN	3013368	1	1	0
USA/IL	4275540	18	2	2
