asset_path	bytes_sent	number_of_requests	number_of_downloads	number_of_views
sub-BH448/sub-BH448_obj-15r91vi_ecephys.nwb	271032913	171	83	30
sub-BH444/sub-BH444_obj-h4ny7b_ecephys.nwb	105546979	261	96	47
sub-BH454/sub-BH454_obj-9nngyf_ecephys.nwb	221126413	180	80	31
sub-BH467/sub-BH467_obj-26egt8_ecephys.nwb	287969593	178	68	31
sub-BH468/sub-BH468_obj-1nq9w9_ecephys.nwb	263230709	147	66	26
sub-BH461/sub-BH461_obj-97ibxf_ecephys.nwb	342905945	193	77	31
sub-BH458/sub-BH458_obj-l7lobv_ecephys.nwb	338839321	174	69	30
sub-BH446/sub-BH446_obj-h071pd_ecephys.nwb	163326161	174	75	33
sub-BH459/sub-BH459_obj-1visa1l_ecephys.nwb	358116753	168	75	29
sub-BH446/sub-BH446_obj-mcsve1_ecephys.nwb	199034713	219	82	41
sub-BH477/sub-BH477_obj-wpq04d_ecephys.nwb	97697694	154	67	29
sub-BH458/sub-BH458_obj-1l8ucf_ecephys.nwb	216713697	149	62	29
sub-BH446/sub-BH446_obj-ep7kdg_ecephys.nwb	200894453	226	89	43
sub-BH467/sub-BH467_obj-1xhmskm_ecephys.nwb	339808993	177	76	29
sub-BH459/sub-BH459_obj-s8wxn0_ecephys.nwb	362158805	169	66	31
sub-BH459/sub-BH459_obj-l9p0kt_ecephys.nwb	339247385	166	72	29
sub-BH469/sub-BH469_obj-90a2ly_ecephys.nwb	229576997	155	64	27
sub-BH464/sub-BH464_obj-c0z2_ecephys.nwb	277255829	193	74	32
sub-BH454/sub-BH454_obj-1o2hq7r_ecephys.nwb	226338073	180	72	32
sub-BH466/sub-BH466_obj-1p3jx85_ecephys.nwb	273345117	157	63	28
sub-BH467/sub-BH467_obj-1hsmzps_ecephys.nwb	391081997	203	77	36
sub-BH470/sub-BH470_obj-kqmpot_ecephys.nwb	270974293	166	75	27
sub-BH445/sub-BH445_obj-1rgnpqi_ecephys.nwb	202421369	226	83	42
sub-BH445/sub-BH445_obj-qxsdl4_ecephys.nwb	186547009	197	78	34
sub-BH468/sub-BH468_obj-1ket3ie_ecephys.nwb	197487565	146	62	27
sub-BH464/sub-BH464_obj-jhqthr_ecephys.nwb	146085357	164	65	31
sub-BH463/sub-BH463_obj-1wcn6y_ecephys.nwb	291677433	160	69	28
sub-BH477/sub-BH477_obj-qgrl4a_ecephys.nwb	235713125	158	64	28
sub-BH477/sub-BH477_obj-mp94k1_ecephys.nwb	137991953	163	66	29
sub-BH444/sub-BH444_obj-gy0f9o_ecephys.nwb	179558825	181	76	34
sub-BH463/sub-BH463_obj-1365db7_ecephys.nwb	323065277	169	67	29
sub-BH465/sub-BH465_obj-1i8zh6x_ecephys.nwb	305291285	179	73	30
sub-BH455/sub-BH455_obj-1ih5c14_ecephys.nwb	270374168	160	71	30
sub-BH468/sub-BH468_obj-5im33u_ecephys.nwb	209384417	146	58	27
sub-BH477/sub-BH477_obj-a46enh_ecephys.nwb	299558765	221	75	39
sub-BH467/sub-BH467_obj-1crhnfy_ecephys.nwb	347596601	166	69	28
sub-BH466/sub-BH466_obj-11sr1wp_ecephys.nwb	269776549	157	63	28
sub-BH464/sub-BH464_obj-19qen9v_ecephys.nwb	217710637	158	62	29
sub-BH459/sub-BH459_obj-p56jtz_ecephys.nwb	323450073	163	69	29
sub-BH446/sub-BH446_obj-h6ko16_ecephys.nwb	171019277	169	71	32
sub-BH470/sub-BH470_obj-1euzi7z_ecephys.nwb	227719785	211	75	38
sub-BH469/sub-BH469_obj-1ecun8x_ecephys.nwb	211923237	143	62	26
sub-BH466/sub-BH466_obj-1hq7nke_ecephys.nwb	263749793	145	61	27
sub-BH452/sub-BH452_obj-hgo6ve_ecephys.nwb	231503481	166	59	31
sub-BH401/sub-BH401_obj-ruvkux_ecephys.nwb	210720617	242	91	45
sub-BH453/sub-BH453_obj-1swj0th_ecephys.nwb	213105653	154	65	30
sub-BH460/sub-BH460_obj-1id3ryd_ecephys.nwb	90387557	150	65	32
sub-BH452/sub-BH452_obj-tw3aag_ecephys.nwb	209456825	146	59	29
sub-BH463/sub-BH463_obj-19h836a_ecephys.nwb	231753357	156	60	29
sub-BH470/sub-BH470_obj-1nm9a1x_ecephys.nwb	212282585	140	59	26
sub-BH453/sub-BH453_obj-7gc9fk_ecephys.nwb	246897005	206	74	39
sub-BH463/sub-BH463_obj-qnffhg_ecephys.nwb	300954049	192	67	31
sub-BH466/sub-BH466_obj-1sd0xz4_ecephys.nwb	248152865	143	59	27
sub-BH468/sub-BH468_obj-a85l7y_ecephys.nwb	247611649	163	72	27
sub-BH446/sub-BH446_obj-fr21l3_ecephys.nwb	165077133	157	68	31
sub-BH462/sub-BH462_obj-1urv839_ecephys.nwb	395422249	224	74	40
sub-BH452/sub-BH452_obj-1v8xvsm_ecephys.nwb	227667513	158	61	30
sub-BH448/sub-BH448_obj-b4twrl_ecephys.nwb	223547865	189	69	33
sub-BH459/sub-BH459_obj-sawu6b_ecephys.nwb	273552497	184	69	37
sub-BH463/sub-BH463_obj-1diwbcx_ecephys.nwb	297233197	202	71	37
sub-BH465/sub-BH465_obj-2rldq5_ecephys.nwb	300527973	155	68	27
sub-BH460/sub-BH460_obj-huddfw_ecephys.nwb	199662297	216	78	40
sub-BH445/sub-BH445_obj-cxg4f0_ecephys.nwb	180772457	228	79	43
sub-BH445/sub-BH445_obj-jz9ohf_ecephys.nwb	146945133	161	63	32
sub-BH458/sub-BH458_obj-g18yqe_ecephys.nwb	372137205	181	67	32
sub-BH462/sub-BH462_obj-1rp6jo2_ecephys.nwb	247069977	159	63	29
sub-BH467/sub-BH467_obj-1do9vt8_ecephys.nwb	332700013	227	71	40
sub-BH477/sub-BH477_obj-1t0whsi_ecephys.nwb	213226581	137	56	26
sub-BH458/sub-BH458_obj-131k0po_ecephys.nwb	302506249	155	62	29
sub-BH465/sub-BH465_obj-x1d53o_ecephys.nwb	269932853	168	64	29
sub-BH477/sub-BH477_obj-h0jv8v_ecephys.nwb	197937649	164	63	28
sub-BH446/sub-BH446_obj-xdaplo_ecephys.nwb	120441773	166	72	35
sub-BH470/sub-BH470_obj-16x3vx1_ecephys.nwb	183330377	152	61	27
sub-BH467/sub-BH467_obj-qs76fi_ecephys.nwb	227020337	147	56	27
sub-BH453/sub-BH453_obj-1okdapf_ecephys.nwb	172407641	181	69	38
sub-BH459/sub-BH459_obj-il00eq_ecephys.nwb	328299085	240	81	42
sub-BH470/sub-BH470_obj-19nsgef_ecephys.nwb	260541001	185	69	35
sub-BH444/sub-BH444_obj-1omgc8h_ecephys.nwb	121278601	253	84	52
sub-BH448/sub-BH448_obj-1r7ft07_ecephys.nwb	195013249	154	67	29
sub-BH454/sub-BH454_obj-yfz8pj_ecephys.nwb	201530897	196	72	40
sub-BH469/sub-BH469_obj-1cycp69_ecephys.nwb	206303629	141	60	26
sub-BH453/sub-BH453_obj-o36xf6_ecephys.nwb	183659749	205	73	39
sub-BH454/sub-BH454_obj-17iejhw_ecephys.nwb	207426377	151	64	29
sub-BH459/sub-BH459_obj-1qx3ubs_ecephys.nwb	211886797	188	79	34
sub-BH445/sub-BH445_obj-f782pm_ecephys.nwb	130363413	171	63	34
sub-BH465/sub-BH465_obj-y80arb_ecephys.nwb	311139969	193	67	36
sub-BH460/sub-BH460_obj-tdgzck_ecephys.nwb	123337241	147	62	30
sub-BH401/sub-BH401_obj-1ci0wed_ecephys.nwb	227738623	225	81	45
sub-BH461/sub-BH461_obj-1bqb24l_ecephys.nwb	137176945	165	59	33
sub-BH464/sub-BH464_obj-163038f_ecephys.nwb	187993981	159	53	30
sub-BH469/sub-BH469_obj-1e4jd5r_ecephys.nwb	183127201	142	51	27
sub-BH456/sub-BH456_obj-z2rk8n_ecephys.nwb	318808449	167	61	31
sub-BH455/sub-BH455_obj-19x02vq_ecephys.nwb	258901797	169	55	32
sub-BH466/sub-BH466_obj-1mze0zf_ecephys.nwb	235890837	146	52	28
sub-BH446/sub-BH446_obj-hhdpml_ecephys.nwb	150643477	167	60	33
sub-BH446/sub-BH446_obj-q9fuli_ecephys.nwb	110937981	144	56	31
sub-BH453/sub-BH453_obj-131556h_ecephys.nwb	179104853	138	51	29
sub-BH446/sub-BH446_obj-1luthf8_ecephys.nwb	149390585	144	55	31
sub-BH457/sub-BH457_obj-13x6bvm_ecephys.nwb	122503785	189	59	40
sub-BH448/sub-BH448_obj-ph3uf3_ecephys.nwb	242107313	139	52	29
sub-BH462/sub-BH462_obj-f1c75s_ecephys.nwb	273076425	158	56	29
sub-BH454/sub-BH454_obj-10t4h0k_ecephys.nwb	145633757	165	60	32
sub-BH469/sub-BH469_obj-18muekf_ecephys.nwb	209559973	187	61	36
sub-BH477/sub-BH477_obj-1cdh7jq_ecephys.nwb	133052669	125	44	26
sub-BH461/sub-BH461_obj-h46w15_ecephys.nwb	262047297	170	59	32
sub-BH465/sub-BH465_obj-1giyfou_ecephys.nwb	217090481	147	51	29
