date	bytes_sent	number_of_requests	number_of_downloads
2023-09-20	1163684192	300	300
2023-09-21	154608	320	<50
2023-09-22	154608	320	<50
2023-09-24	154608	320	<50
2023-09-25	309216	620	<50
2023-09-26	9648536	<50	<50
2023-09-27	2093560	320	<50
2023-09-29	8427192	320	<50
2023-10-01	154608	320	<50
2023-10-13	154608	320	<50
2023-10-14	2279264	<50	<50
2023-10-16	154608	320	<50
2023-10-20	23680232	<50	<50
2023-10-21	4567584	<50	<50
2023-10-22	7077408	<50	<50
2023-10-23	6484152	320	<50
2023-10-24	17057048	<50	<50
2023-10-25	3866704	<50	<50
2023-10-26	1873984	<50	<50
2023-10-27	154608	320	<50
2023-10-31	14886624	<50	<50
2023-11-01	35368360	<50	<50
2023-11-02	1478792	<50	<50
2023-11-03	2093560	320	<50
2023-11-05	3037344	<50	<50
2023-11-06	5329272	<50	<50
2023-11-08	154608	320	<50
2023-11-10	7546136	320	<50
2023-11-13	154608	320	<50
2023-11-16	154608	320	<50
2023-11-17	154608	320	<50
2023-11-18	1938952	<50	<50
2023-11-19	2303760	<50	<50
2023-11-20	154608	320	<50
2023-11-21	4823684	<50	<50
2023-11-29	2661920	<50	<50
2023-12-05	154608	320	<50
2023-12-12	1161618720	340	<50
2023-12-13	1938952	<50	<50
2023-12-14	154608	320	<50
2024-01-04	1938952	<50	<50
2024-01-05	1938952	<50	<50
2024-01-09	2279264	<50	<50
2024-01-22	486425644	820	200
2024-01-23	169697516	200	60
2024-01-24	383164332	440	100
2024-01-25	88362592	120	<50
2024-01-26	176678640	280	80
2024-01-27	415667476	500	120
2024-01-28	328488744	380	100
2024-01-29	13470132	<50	<50
2024-02-27	5329272	<50	<50
2024-02-28	54610404	80	<50
2024-03-08	6911280	<50	<50
2024-03-12	2685954628	1760	580
2024-03-17	7133584	<50	<50
2024-03-18	1022484204	1160	300
2024-03-19	819686664	880	220
2024-03-20	1191719340	1240	320
2024-03-21	1032912444	1160	300
2024-03-25	1040023728	1160	300
2024-03-27	966649672	1160	300
2024-03-28	998837876	1160	300
2024-03-30	1163422160	300	300
2024-03-31	5880216	<50	<50
2024-04-04	946987680	1160	300
2024-04-06	2884992	<50	<50
2024-04-11	5616584	<50	<50
2024-04-19	1009871712	1160	300
2024-04-27	14007234	<50	<50
2024-04-30	3124488	<50	<50
2024-05-08	1145816	<50	<50
2024-05-13	4096616	<50	<50
2024-05-19	3124672	<50	<50
2024-05-30	4350520	<50	<50
2024-05-31	13379600	<50	<50
2024-06-01	16908632	<50	<50
2024-06-02	24611936	<50	<50
2024-06-03	10362368	<50	<50
2024-06-04	13884656	<50	<50
2024-06-05	19725616	<50	<50
2024-06-06	8410824	<50	<50
2024-06-07	1236400	<50	<50
2024-06-08	4959200	<50	<50
2024-06-09	9903624	<50	<50
2024-06-10	7392824	<50	<50
2024-06-11	28279560	<50	<50
2024-06-12	55614059	<50	<50
2024-06-16	4541424	<50	<50
2024-06-19	1873984	<50	<50
2024-06-23	4573728	<50	<50
2024-06-28	1919584	<50	<50
2024-06-29	2869504	<50	<50
2024-06-30	15721648	<50	<50
2024-07-02	7085648	<50	<50
2024-07-07	4827528	<50	<50
2024-07-09	582682868	760	180
2024-07-11	457218440	420	100
2024-07-24	1089405048	300	300
2024-08-01	6312808	<50	<50
2024-08-02	4322552	<50	<50
2024-08-04	7586496	<50	<50
2024-08-07	5962328	<50	<50
2024-08-19	4697344	<50	<50
2024-08-21	4747152	<50	<50
2024-08-25	3745056	<50	<50
2024-08-26	68141688	<50	<50
2024-08-27	39555232	<50	<50
2024-08-28	47685192	<50	<50
2024-08-29	124687424	<50	<50
2024-08-30	1921553228	600	600
2024-08-31	23621840	<50	<50
2024-09-02	4360608	<50	<50
2024-09-03	10058432	<50	<50
2024-09-04	69272864	<50	<50
2024-09-05	62656112	<50	<50
2024-09-06	26333600	<50	<50
2024-09-07	48422800	<50	<50
2024-09-08	70353696	<50	<50
2024-09-09	115986912	<50	<50
2024-09-10	96234712	<50	<50
2024-09-11	86864536	<50	<50
2024-09-13	4639776	<50	<50
2024-09-14	81238880	<50	<50
