region	bytes_sent
AWS/us-east-1	6590575756223
GB/England	5140448248800
CA/Quebec	163050357137
GitHub	121125166803
CA/British Columbia	80131861646
VPN	26127843144
AWS/ap-southeast-1	7495752900
GCP/us-central1	5824581437
AWS/us-east-2	5614038455
US/California	4710153598
US/Washington	2174214711
US/New York	1757474244
SE/Stockholm	380225937
US/Maryland	300759882
US/Massachusetts	250491926
US/Virginia	243405071
US/Pennsylvania	241338257
NL/North Holland	210599408
IT/Lombardy	172814113
PT/Braga	154257759
US/Georgia	147193747
HU/Budapest	94583392
US/Oregon	83645395
TW/Taiwan	51454691
CH/Vaud	51422891
US/Utah	51419253
IT/Apulia	50803144
US/Rhode Island	49187154
DE/North Rhine-Westphalia	19324860
NG/Lagos	16704540
GCP/us-east1	12708552
AU/New South Wales	9564168
