region	bytes_sent
GitHub	154011110956
US/California	132713378112
AU/South Australia	102847451088
NL/North Holland	38598129661
CA/Quebec	36563649080
VPN	22803351741
AWS/us-east-1	20262316821
CA/Ontario	19862923271
AWS/us-east-2	18653910973
US/New Mexico	14212577893
US/Maryland	7397186688
US/Washington	5825812635
US/Tennessee	5825812635
CN/Shanghai	2291864943
AWS/ap-southeast-1	1313065565
GB/England	573492093
HK/Hong Kong	370885929
GCP/us-central1	349652006
US/Pennsylvania	229336399
CA/British Columbia	224350058
PT/Lisbon	176181437
US/Massachusetts	95030271
NL/Gelderland	80518552
PT/Viseu	70930734
NL/South Holland	69294394
US/New York	64571900
GCP/us-west1	57952766
US/Rhode Island	53227864
VN/Ho Chi Minh	51203587
IN/Maharashtra	51184892
AWS/ap-northeast-2	36782920
VN/Kiên Giang Province	24999309
FR/Île-de-France	20312263
HU/Baranya	18827277
