region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	2677158807073	319507	0	713
USA/MA	3190865327223	53511	67	711
USA/IL	8671311992	1363	1354	2
GitHub	3727207204	10108	1583	1568
VPN	256372480	1219	136	180
USA/CA	242198362	187	3	11
AWS/us-west-1	8832966	12	0	5
USA/VA	422985156	72	72	0
MEX/CMX	5916252	18	6	4
FRA/IDF	6892100	10	3	3
USA	6921884	8	0	3
