week_start	Neurophysiology
2025-03-10	112578287
2025-06-16	174275803
2025-06-23	5959548
2025-07-14	5959548
2025-07-21	17886802
2025-07-28	46137998
2025-08-04	9300802
2025-08-11	54816457
2025-08-18	46133744
2025-08-25	27265236
2025-09-01	18454800
2025-09-29	6078902
2025-10-06	21685558
2025-12-08	17886802
2025-12-15	439658823
2025-12-22	27478485
2025-12-29	9251484
2026-01-12	274299462
2026-01-19	37017815
2026-01-26	46248173
2026-02-02	27265236
2026-02-16	174114231
2026-02-23	43143402
2026-03-02	61675231
2026-03-09	5957360
2026-03-16	164420301
2026-03-23	61952781
2026-03-30	29915554
2026-04-06	214621627
2026-04-13	119287229
2026-04-20	292426757
2026-04-27	101944202
2026-05-11	61435520
2026-05-18	217426074
2026-05-25	83121850
2026-06-01	87778450
2026-06-08	141391320
2026-06-15	14106530
2026-06-22	103922426
2026-06-29	101273039
2026-07-06	403422595
2026-07-13	74170323
2026-07-20	38286598
