region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1400238731	890	165	59
USA/MA	733696624	129	17	45
AWS/ap-southeast-1	226718159	54	54	0
CHN	384830686	44	34	2
GitHub	541221854	2292	139	111
USA	91499031	12	8	1
USA/NC	120936624	17	17	0
USA/VA	174275803	17	17	0
EST/37	8660808	1	1	0
AWS/us-east-1	82247547	8	8	0
MEX/CMX	74869592	282	46	44
ALB/01	5633688	1	1	0
CHE/VD	2653424	10	2	1
ALB/11	8660808	1	1	0
BGD	1375668	1	1	0
AWS/us-east-2	82247547	8	8	0
CHN/HB	174275803	17	17	0
FRA/IDF	42923612	176	14	13
USA/CA	18662204	18	4	4
JPN/13	6078902	16	1	1
CHN/SH	31594039	7	4	2
GCP/us-central1	45817004	5	5	0
CHN/BJ	1261204	5	1	1
SGP	21818608	4	4	0
AWS/us-west-2	25905918	72	6	2
USA/WA	2186592	8	2	2
USA/IL	4738316	29	2	2
VNM/SG	2030748	1	1	0
UZB/TK	9251484	1	1	0
NPL	917112	1	1	0
MAR/06	5044116	1	1	0
USA/FL	9251484	1	1	0
VNM/HN	27333218	2	2	0
