region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	4686713763	11161	1755	1614
AWS/us-east-1	760352094031	90894	383	41
AWS/ap-east-1	632410082663	390	194	31
CHN	675748798250	70212	130	63
VPN	774750960631	2051	903	147
AWS/ap-southeast-1	570514160	179	179	0
USA/DC	542484428	118	118	0
USA	300071837274	31351	26	14
USA/MA	1272816715796	24481	2	145
USA/CA	576502298	687	207	198
MEX/CMX	149085872	408	106	58
CHE/VD	22102061321	604	77	56
AWS/us-east-2	730922631639	20211	192	13
AWS/us-west-2	2285755662	193	20	5
USA/WA	31755035	19	5	6
AZE/BA	4323528	1	1	0
MYS/14	11260628	2	2	0
VNM/HN	24149368	5	5	0
FRA/IDF	1817347633360	46450	365	88
ARE/DU	12755790358	1120	8	3
USA/NH	5024587764	8625	1000	768
USA/VT	479656656	808	93	21
CHN/SH	923170128	314	7	5
USA/PA	8788377210	390	18	11
CHN/JS	506543283771	76	27	23
USA/NY	13034005197	321	32	21
USA/VA	699878713968	103	35	1
GBR/ENG	591086032	1433	22	25
IND/KL	1	1	0	1
HKG	336436166752	42	11	18
CAN/ON	19914432	2	2	0
USA/IL	124024692	18	8	4
HUN/BU	130459804	43	3	3
USA/IN	16835556	1	1	0
VNM/DN	13536824	2	2	0
NPL	16377000	1	1	0
SYR	1506684	1	1	0
USA/MD	1920221054	113	4	2
ALB/11	2751336	1	1	0
USA/NC	210010484	2	2	0
BRA/SP	4913100	1	1	0
NOR/03	44719495	6	2	1
ARG/B	6878340	1	1	0
PHL/07	9760692	1	1	0
IRQ/BB	12905076	1	1	0
IDN/YO	7729944	1	1	0
UZB/TK	9899904	1	1	0
COL/ANT	917112	1	1	0
MAR/05	10153740	1	1	0
VEN/B	1113636	1	1	0
ARG/F	1768716	1	1	0
MNG/1	3733956	1	1	0
MEX/ROO	518384	1	1	0
IRQ	2221592	2	2	0
BRA/PR	1697528	2	2	0
COL	518384	1	1	0
DEU/NW	38382008	2	2	0
BGD	9958096	2	2	0
VNM/SG	49519684	7	7	0
BRA/MG	9385924	2	2	0
AUS/VIC	7360600	1	1	0
VNM/34	10153740	1	1	0
VNM/39	10350264	1	1	0
SAU/02	5633688	1	1	0
IRQ/NI	1113636	1	1	0
FRA/NAQ	15770456	1	1	0
SEN/DK	3013368	1	1	0
USA/TX	259223924	1288	4	3
CHE	297018432136	13	10	2
GCP/us-west1	260787167306	8	8	0
GCP/us-central1	11497120	7	7	0
IDN/BA	851604	1	1	0
VNM/51	566240	1	1	0
JPN/12	5641926660	1	0	1
USA/OR	70599461	23	1	2
ROU/MM	387434820	6	6	0
ITA/45	623705072	648	5	5
NLD/NH	16835556	1	1	0
MEX/MEX	7926469	2	1	1
BRA/PE	3013368	1	1	0
MEX/SLP	13625664	1	1	0
GCP/asia-southeast1	49209744	39	6	2
GCP/us-east4	20359976	26	4	1
GCP/europe-west4	9459400	13	2	1
MEX/HID	13232616	1	1	0
SAU/01	5306149	2	1	1
IRQ/BG	8516040	1	1	0
USA/MI	368208	3	1	1
EST/37	184104	1	1	0
USA/MN	43126472	3	1	1
JPN/13	193680	94	0	1
ITA/82	188768	17	0	1
PRT	11104	1	0	1
HKG/NTP	11104	1	0	1
GCP/us-east1	22208	2	0	1
KOR/42	32098920	1	1	0
CHE/GE	36291432	1	1	0
CHN/GD	614400	6	0	1
BRA/RJ	1048128	1	1	0
BRA	1	1	0	1
EGY/C	3995988	1	1	0
COL/DC	13429140	1	1	0
UKR/32	14084220	1	1	0
SAU	1113636	1	1	0
SWE/AB	14688	1	0	1
CHL/ML	22010688	1	1	0
GEO/TB	5371656	1	1	0
