week_start	sub-001-fitted/sub-001-fitted_ecephys.nwb	sub-001-fitted/sub-001-fitted_ses-hs-10m.nwb	sub-001-fitted/sub-001-fitted_ses-hs.nwb	sub-001-fitted/sub-001-fitted_ses-ks-10m.nwb	sub-001-fitted/sub-001-fitted_ses-ks.nwb	sub-001-fitted/sub-001-fitted_ses-ks2-10m.nwb	sub-001-fitted/sub-001-fitted_ses-ks2.nwb	sub-001-fitted/sub-001-fitted_ses-ks25-10m.nwb	sub-001-fitted/sub-001-fitted_ses-ks25.nwb	sub-001-fitted/sub-001-fitted_ses-ks3-10m.nwb	sub-001-fitted/sub-001-fitted_ses-ks3.nwb	sub-001-fitted/sub-001-fitted_ses-ks4-10m.nwb	sub-001-fitted/sub-001-fitted_ses-ks4.nwb	sub-001/sub-001_ecephys.nwb	sub-002-fitted/sub-002-fitted_ecephys.nwb	sub-002-fitted/sub-002-fitted_ses-hs-10m.nwb	sub-002-fitted/sub-002-fitted_ses-hs.nwb	sub-002-fitted/sub-002-fitted_ses-ks-10m.nwb	sub-002-fitted/sub-002-fitted_ses-ks.nwb	sub-002-fitted/sub-002-fitted_ses-ks2-10m.nwb	sub-002-fitted/sub-002-fitted_ses-ks2.nwb	sub-002-fitted/sub-002-fitted_ses-ks25-10m.nwb	sub-002-fitted/sub-002-fitted_ses-ks25.nwb	sub-002-fitted/sub-002-fitted_ses-ks3-10m.nwb	sub-002-fitted/sub-002-fitted_ses-ks3.nwb	sub-002-fitted/sub-002-fitted_ses-ks4-10m.nwb	sub-002-fitted/sub-002-fitted_ses-ks4.nwb	sub-002/sub-002_ecephys.nwb	sub-003-fitted/sub-003-fitted_ecephys.nwb	sub-003-fitted/sub-003-fitted_ses-hs-10m.nwb	sub-003-fitted/sub-003-fitted_ses-ks-10m.nwb	sub-003-fitted/sub-003-fitted_ses-ks2-10m.nwb	sub-003-fitted/sub-003-fitted_ses-ks25-10m.nwb	sub-003-fitted/sub-003-fitted_ses-ks3-10m.nwb	sub-003-fitted/sub-003-fitted_ses-ks4-10m.nwb	sub-003/sub-003_ecephys.nwb	sub-004-fitted/sub-004-fitted_ecephys.nwb	sub-004-fitted/sub-004-fitted_ses-hs-10m.nwb	sub-004-fitted/sub-004-fitted_ses-ks-10m.nwb	sub-004-fitted/sub-004-fitted_ses-ks2-10m.nwb	sub-004-fitted/sub-004-fitted_ses-ks25-10m.nwb	sub-004-fitted/sub-004-fitted_ses-ks3-10m.nwb	sub-004-fitted/sub-004-fitted_ses-ks4-10m.nwb	sub-004/sub-004_ecephys.nwb	sub-005-fitted/sub-005-fitted_ecephys.nwb	sub-005-fitted/sub-005-fitted_ses-hs-10m.nwb	sub-005-fitted/sub-005-fitted_ses-ks-10m.nwb	sub-005-fitted/sub-005-fitted_ses-ks2-10m.nwb	sub-005-fitted/sub-005-fitted_ses-ks25-10m.nwb	sub-005-fitted/sub-005-fitted_ses-ks3-10m.nwb	sub-005-fitted/sub-005-fitted_ses-ks4-10m.nwb	sub-005/sub-005_ecephys.nwb	sub-biophy-isolated-traces-reyes/sub-biophy-isolated-traces-reyes_ses-006_ecephys.nwb	sub-biophy-npx-spont-disconnected-fitted/sub-biophy-npx-spont-disconnected-fitted_ecephys.nwb	sub-biophy-npx-spont-disconnected/sub-biophy-npx-spont-disconnected_ecephys.nwb	sub-biophy-summed-traces-reyes/sub-biophy-summed-traces-reyes_ses-006_ecephys.nwb	sub-demo-npx-bio-evoked/sub-demo-npx-bio-evoked_ecephys.nwb	sub-demo-npx-bio-spont/sub-demo-npx-bio-spont_ecephys.nwb	sub-mearec-synthetics-buccino-rep/sub-mearec-synthetics-buccino-rep_ecephys.nwb	sub-mearec-synthetics-s2/sub-mearec-synthetics-s2_ecephys.nwb	sub-npx-evoked-sf-40Hz-fitted/sub-npx-evoked-sf-40Hz-fitted_ecephys.nwb	sub-npx-evoked-sf-40Hz/sub-npx-evoked-sf-40Hz_ecephys.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ecephys.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-hs-10m.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-ks-10m.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-ks2-10m.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-ks25-10m.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-ks3-10m.nwb	sub-vivo-horvath-depth-1/sub-vivo-horvath-depth-1_ses-ks4-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ecephys.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-hs-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-ks-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-ks2-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-ks25-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-ks3-10m.nwb	sub-vivo-horvath-depth-2/sub-vivo-horvath-depth-2_ses-ks4-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ecephys.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-hs-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-ks-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-ks2-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-ks25-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-ks3-10m.nwb	sub-vivo-horvath-depth-3/sub-vivo-horvath-depth-3_ses-ks4-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ecephys.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-hs-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-hs.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks2-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks2.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks25-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks25.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks3-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks3.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks4-10m.nwb	sub-vivo-marques-smith/sub-vivo-marques-smith_ses-ks4.nwb
2025-08-18	342444077573	988800	0	9420576	0	0	0	0	0	0	0	0	0	0	143818162228	1412528	0	0	0	0	0	11479892	0	22197944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	412871178	0	0	0	0	0	0	15518841372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2025324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24345304	0	11024	0	0	0	0	0	0	0	0	0	0	0	0	1174136	0	0	10643046400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4203520	0	0	0	0	0	0	0	8064017013	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	0	0	0	0	0	0	0	0	0	0	0	0	73914931464	72986327102	0	0	0	0	22048	0	0	0	0	0	0	0	0	0	0	0	0	0	845536	0	0	0	0	0	0	0	845536	0	0	0	0	0	0	0	0	0	11901564132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	662744	0	0	0	0	0	0	0	3390704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22048	0	0	0	0	0	0	21734724	65308976811	20458250366	0	0	0	0	0	0	0	15022033972	0	0	0	0	0	0	0	24986467418	0	0	2028544	0	0	0	0	0	0	0	277140010	0	0	0	0	0	24398564076	21840208250	0	0	0	0	0	0	28733078740	0	0	3198500	0	0	0	26633432980	0	0	0	0	0	0	6534072604	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33072	0	17208	0	0	13280	0	0	6377415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	5062060	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	28319248	0	0	0	0	0	0	0	0	0	0	9235368	0	24270024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17066674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16694412	29755504	0	0	0	0	0	0	0	14297408	0	0	0	0	0	0	27175008	0	0	0	0	0	0	23564004	0	0	0	0	0	0	6719334	4106760	7376436	13673964	34141440	13740232	4127004	14068552	11252588	15512340	8918044	27361276	36397244
2025-10-13	18832017	0	0	0	0	0	0	0	0	0	0	0	0	1518400508	0	0	0	0	0	0	0	0	0	0	0	0	0	9460929556	0	0	0	0	0	0	0	5519935832	11586485944	0	0	0	0	0	0	6091787020	0	0	0	0	0	0	0	15796430568	0	33046200	21108448	0	0	0	8176786788	1034379680	0	170372539	23612042	0	0	0	0	0	0	30890732	0	0	0	0	0	0	24237774	0	0	0	0	0	0	9794827610	0	2607336	0	0	0	0	0	7125584	4965552	8425756	7360600	15695024
2025-10-20	40129559573	0	0	0	0	0	0	0	0	0	0	0	0	106030920260	80237881898	0	0	0	0	0	0	0	0	0	0	0	0	92322813643	16227816063	0	0	0	0	0	0	0	4061496	0	0	0	0	0	0	6759569271	15983952	0	0	0	0	0	0	0	8450532	33135402664	10213953016	0	620859008	1240528744	18891593272	0	0	21406780	16970738	0	0	0	0	0	0	8464220796	0	0	0	0	0	0	1749167054	0	0	0	0	0	0	14720640	0	0	18024	0	0	0	0	0	0	0	0	0
2025-10-27	15348664	0	0	0	0	0	0	0	0	0	0	0	0	11889472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12632916	9350364	0	0	0	0	0	0	0	5715860	0	0	0	0	0	0	4931332	0	0	0	0	0	0	9489222	0	0	0	0	0	0	5652447	0	0	0	18968	12672	0	0	0	0	0	0	0
2025-11-03	111276432813	988800	3087528	4710288	14680780	0	9899904	2915000	11725400	2221924	8864720	0	10436764	95851422312	73837199024	1412528	7633488	24345304	0	4927536	0	0	14312428	22197944	15770456	0	0	43594294776	0	539256	1919040	1188692	1174136	845536	928408	14723230454	1955817820	539256	1919040	1188692	1174136	845536	0	9951094531	7709534178	566240	3052448	0	0	3096836	3426388	5437164	0	4426459928	10442248504	0	637556380	370889968	648751408	17368073668	0	32525028076	12489315304	518384	2787312	0	1607332	0	2490184	6987338844	0	0	0	3151996	3018912	4203520	14710890400	478888	3390704	2060252	2025324	0	3182008	10276277128	0	2607336	7715648	16286164	4274840	0	4209592	0	4965552	8425756	0	15695024
2025-11-10	40261496	0	0	0	0	0	0	0	0	0	0	0	0	38075720	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49191336	41218200	0	0	0	0	0	0	0	27477014	0	0	0	0	0	0	25031476	0	0	0	0	0	0	36403572	0	0	0	0	0	0	32782188	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	13218121	0	0	0	0	0	0	0	0	0	0	0	0	14836872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32496924	25318240	0	0	0	0	0	0	0	23800234	0	0	0	0	0	0	16544480	0	0	0	0	0	0	14421012	0	0	0	0	0	0	22881051	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	33417443	0	0	0	0	0	0	0	0	0	0	0	0	27005328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31736040	23974724	0	0	0	0	0	0	0	27468682	0	0	0	0	0	0	19314048	0	0	0	0	0	0	22197774	0	0	0	0	0	0	18229983	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	19618113	0	0	0	0	0	0	0	0	0	0	0	0	17899716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21869544	32490764	0	0	0	0	0	0	0	23341678	0	0	0	0	0	0	23151672	0	0	0	0	0	0	22955742	0	0	0	0	0	0	17612322	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	29706345	0	0	0	0	0	0	0	0	0	0	0	0	32360492	0	0	0	0	0	0	0	0	0	0	0	21379636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23466948	13673892	0	0	0	0	0	0	0	19140834	0	0	0	0	0	0	9049220	0	0	0	0	0	0	18791358	0	0	0	0	0	0	6167181	0	0	0	0	4274840	0	0	0	0	0	0	0
2025-12-15	67685893626	2966400	9262584	0	0	8888664	15795624	2915000	18538232	4443848	5961228	3078456	26289700	26448280	6681816	2825056	7633488	24345304	16639032	9855072	23288992	10546788	28624856	9957216	23172860	36710748	36343008	8319516	16049460	0	5757120	2377384	0	1691072	0	11856948	11146882092	539256	3838080	2377384	2348272	2536608	1856816	8516040	15066840	0	6104896	4057088	3730840	3096836	10279164	16639032	16377000	52819488	35470776	387696806	1150385408	1257298792	6157752	9891708	9826200	0	8535807152	1036768	5574624	1624756	3214664	3081936	4980368	14084316948	1988232	5721428	3198500	9455988	3018912	8265016	8816381378	1915552	0	4120504	4050648	3927008	6364016	15497846029	1368920	2607336	15431296	13298124	12824520	11544872	8419184	7125584	9931104	0	28043028	31390048
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19661248056	0	0	0	0	518384	2787312	0	0	0	0	0	0	0	0	0	0	0	0	478888	0	0	0	1963504	0	0	0	0	7715648	0	0	7352360	4209592	0	0	0	0	0
2025-12-29	15328872	0	0	0	0	0	0	0	0	0	0	0	0	109885926532	103166485050	0	0	0	0	0	0	0	0	0	0	0	0	0	16215369543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3096836	0	15624008932	308878622	21993881600	33122896884	0	0	0	0	29558355432	34522230336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8425756	0	0
2026-01-05	22454749	0	0	0	0	0	0	0	0	2221924	0	0	0	50129192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1188692	0	0	0	0	0	566240	0	0	0	0	0	0	0	20388072	33980168	0	0	0	0	0	0	0	15091836	0	0	0	0	0	0	7318891740	0	0	0	0	3018912	0	33652236	0	0	0	0	0	0	29413191	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	3423641508	1977600	0	0	0	0	0	5830000	0	0	0	0	0	0	0	4237584	0	0	36129360	0	0	0	0	0	0	26622516	33746892	0	0	1617768	0	0	0	2536608	1856816	8082420224	0	539256	0	0	0	845536	1856816	0	0	1698720	0	0	0	0	0	0	10485760	0	0	0	1821164648	275289604	24913630048	0	0	0	16604155712	518384	5574624	0	0	0	0	0	1988232	0	0	0	0	0	6749147552	957776	0	0	0	3927008	3182008	0	0	5214672	23146944	32572328	8549680	14704720	4209592	0	4965552	8425756	0	0
2026-01-19	5545322	0	0	4710288	0	0	0	0	6482520	0	0	0	0	30329744	13268349818	1412528	0	0	0	0	10485760	0	0	50865192	10485760	0	0	0	0	0	0	1188692	0	845536	0	0	0	0	0	0	0	0	0	6566631287	0	0	0	0	0	0	3426388	0	0	12829440	19735603660	0	0	0	0	0	37582777456	0	794428	0	0	0	0	1540968	0	9657024	0	0	0	0	0	0	10752564	0	0	0	0	0	0	14140398	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-26	19803208	0	3087528	0	0	0	0	0	0	0	0	0	10436764	23942484	65840087040	0	0	0	12821800	4927536	0	16722772	10485760	0	0	0	0	0	7838105600	0	1919040	0	1174136	0	0	8341422080	0	0	1919040	0	0	845536	0	0	10160701440	0	0	0	0	0	0	8650978532	0	30320076	15393176	188011050	0	581959680	0	13741588480	0	0	18424412	0	0	0	0	0	0	18042048	0	0	3198500	0	0	0	14009274	0	0	2060252	0	0	3182008	18585612	0	2607336	0	5800404	0	0	0	0	0	0	0	0
2026-02-02	8385024	0	0	0	5242880	0	0	0	0	0	0	0	0	64211512108	0	0	0	5242880	0	0	0	0	0	0	0	0	10485760	46409973760	0	0	0	0	0	0	0	0	6108474412	0	0	0	1174136	0	0	0	0	0	0	0	0	0	0	0	0	11675508	11823592	0	0	0	0	0	0	16672358400	13437472	0	0	0	0	0	0	15487236	0	0	0	0	0	4203520	1235214	0	0	0	0	0	0	9096282	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-09	5545322	0	0	0	0	0	0	0	0	0	0	0	0	15705428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9669972	15917240	0	0	0	0	0	0	0	397214	0	0	0	0	0	0	17714508	0	0	0	0	0	0	13382322	0	0	0	0	0	0	9227298	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	4836163	0	0	0	0	0	0	0	0	0	0	0	0	12446520	11939008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6726984	7860960	0	0	0	0	0	0	307200	409600	0	0	0	0	0	0	10350264	0	1415964	1719284	8712564	0	0	0	0	0	0	4524218	0	0	0	0	0	0	402164	0	0	0	0	0	0	4735266	0	0	0	0	0	0	4548141	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	9803342	0	0	4127004	4520052	914888	0	0	4690804	4443848	0	0	0	31688920	6550800	0	0	0	0	0	0	0	693228	0	0	0	0	0	0	0	1919040	0	0	0	0	0	4389036	0	2404480	0	0	845536	1242416	4258020	0	927680	0	0	0	536836	0	0	4519454	7155456	9219348	0	0	0	0	0	0	0	13568488	0	3321824	498356	0	0	339784	14242584	0	0	536100	0	0	0	17659032	0	0	0	0	325104	0	9423822	0	0	0	4258020	0	0	4127004	0	0	0	0	0
2026-03-02	709159	1465600	3087528	0	0	0	4192512	0	0	0	0	3078456	4835768	0	0	490928	0	0	0	933936	0	1342292	0	4323528	5516292	1329716	4869728	0	4127004	539256	0	1865384	0	0	0	0	0	539256	0	1865384	0	0	0	0	4854730	0	0	0	1865420	0	0	4865536	0	5542968	0	0	0	0	0	1600464	4389036	0	0	0	0	0	2293064	516968	0	0	355544	0	0	0	0	4203520	0	0	0	0	2514648	0	314808	0	1368920	0	957248	4585560	0	0	0	0	0	4733468	0	0
2026-03-09	0	0	0	0	0	0	0	0	4192512	0	0	0	0	11104	0	0	4258020	5424032	4886084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	406994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3930480	0	4923220	0	0	4127004	0	0	0	0	0	0	0	0	0	3559664	0	0	0	0	0	0	523504	524252	0	0	0	4613649	0	0	0	0	0	5011612	0	0	0	0	0	0
2026-03-16	22095988	0	0	0	0	0	0	0	0	2221924	4323528	0	0	16524048	0	0	0	0	0	0	11332884	0	0	0	0	23648388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3426388	0	8647056	11690592	15655208	0	0	0	12118980	0	0	0	21822496	518384	0	0	0	1540968	2490184	15954908	0	0	0	6303992	3018912	0	24387666	478888	0	0	0	1963504	0	20494674	0	0	0	0	4127004	0	8419184	0	0	8425756	0	0
2026-03-23	9159691	0	0	0	0	0	0	0	0	0	0	0	0	4565220	0	0	0	204800	0	0	0	0	0	0	0	1022516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2505380	0	0	0	0	0	1266916753	4258020	4192512	0	0	0	0	0	0	4520052	0	0	0	0	0	0	411738	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-30	0	0	0	0	14680780	0	29699714	0	0	0	8864720	0	0	655080	0	1412528	0	25065892	0	0	34393496	0	14312428	0	0	204800	0	0	0	0	0	1188692	0	0	0	0	0	0	0	0	0	0	0	52013352	0	566240	0	0	0	0	0	0	0	0	0	0	8974596	0	0	0	0	0	4192512	0	0	0	0	1540968	2490184	0	662744	0	0	0	0	0	0	0	0	2060253	2025324	0	0	0	1368920	0	0	0	0	0	0	0	0	0	0	0
2026-04-06	34686259757	0	0	0	0	0	0	0	0	2221924	0	0	0	1	14458363512	0	0	0	0	1	0	0	0	22197944	0	0	0	0	3001296732	0	0	0	0	0	0	0	2827081228	0	0	0	0	0	0	1	2092019524	0	0	0	0	0	0	0	0	917112	0	9695184	917112	0	0	0	0	0	2330931488	0	0	1624756	0	0	0	876804212	0	0	0	0	0	0	3654862938	0	0	0	0	0	0	889651200	0	0	0	0	0	0	0	0	0	0	7360600	0
2026-04-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1412528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3018912	0	0	0	0	0	0	0	0	9826200	0	0	0	0	0	0	0	0	0	0	7360600	0
