region	bytes_sent
US/California	38437047100395
NL/North Holland	17399261337331
AWS/us-east-1	12947702460062
CN/Shanghai	3262453609932
VPN	2833038702036
US/New Mexico	1596670350780
HK/Hong Kong	1348245235262
CA/British Columbia	679400437654
US/Virginia	89036552577
AWS/us-east-2	44612916380
GitHub	35790967906
US/Tennessee	11879614780
CA/Quebec	10312699258
US/New York	5787079792
US/Maryland	3545246321
FR/Auvergne-Rhône-Alpes	1385902782
GCP/us-central1	850622896
GB/England	639880878
US/Massachusetts	568425642
AWS/ap-southeast-1	515847372
KE/Nairobi County	475943109
DE/Bavaria	174847497
PT/Lisbon	108264226
IN/Maharashtra	75945236
US/Rhode Island	44702869
GB/Scotland	39917558
DK/Capital Region	29531980
US/Oregon	25005196
VN/Ho Chi Minh	23430536
VN/Kiên Giang Province	23430536
US/Indiana	22762852
SE/Västra Götaland	13264417
HU/Budapest	10153692
