date	bytes_sent
2024-03-15	1485086922
2024-03-16	201393635383
2024-03-17	3861802729
2024-03-18	3520930545
2024-03-19	1440429664
2024-03-20	3869405685
2024-03-21	100530076
2024-03-22	124534332
2024-03-23	98601728
2024-03-24	63023596
2024-03-25	1671551619
2024-03-26	1624378250
2024-03-27	637284224
2024-03-28	1352439256
2024-03-29	137849799
2024-03-30	82185036
2024-03-31	115346948
2024-04-01	94641509
2024-04-04	1581913892
2024-04-12	1794718773
2024-04-19	1391284952
2024-04-20	224431068
2024-04-26	93479887
2024-05-02	7795452
2024-05-03	201002263786
2024-05-05	368342310
2024-05-07	2356473229
2024-05-14	6864042126
2024-05-19	9629676
2024-05-20	7795452
2024-05-22	16377000
2024-05-25	8037502061
2024-05-26	2784391672
2024-05-27	14084220
2024-06-01	6614313986
2024-06-02	135499216
2024-06-03	7795452
2024-06-04	174770568
2024-06-06	19082264668
2024-06-07	17359620
2024-06-08	7795452
2024-06-09	11725932
2024-06-10	7795452
2024-06-11	209316712
2024-06-12	284959800
2024-06-13	2209633302
2024-06-15	7795452
2024-06-16	7795452
2024-06-19	7795452
2024-06-20	225761076
2024-06-23	2919810623
2024-06-25	11922456
2024-06-30	17359620
2024-07-01	9564168
2024-07-05	16966572
2024-07-09	2133095616
2024-07-11	458652402
2024-07-12	311522055
2024-07-13	12184488
2024-07-15	92881590723
2024-07-24	2516620836
