region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	204029720	25	5	1
USA/MD	24573776	4	2	1
USA/NJ	21723672	4	1	1
USA/CA	4462820	3	1	1
CHN	165183476	32	0	1
GitHub	26671040	31	8	6
VPN	376951756	15	7	3
USA/MA	192173460	13	0	2
NOR/50	55279532	14	0	2
USA/NY	16360368	3	1	1
USA/TX	12249996	1	1	0
EST/37	165183476	1	1	0
CHE/VD	1121912	3	1	1
MEX/CMX	3087364	10	3	2
FRA/IDF	5593008	9	3	3
