region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	113629141	16831	20	88
AWS/us-east-2	1913288991	2005	3	14
GBR/ENG	7581456852	12	12	0
CAN/QC	7885351	2	0	1
VPN	1545365415	96	17	6
CHN	631788071	121	0	1
USA/MA	5704214298	1060	1	5
AWS/us-east-1	704919390	85	7	2
GCP/us-central1	978337735	122	1	1
USA/CA	12983759	11	3	3
USA	6354276	1	1	0
GCP/europe-west4	631788071	121	0	1
NOR/50	173477722	44	0	2
USA/NY	794772603	19	3	1
USA/VA	747252446	58	2	2
USA/DC	1317515745	131	4	1
ITA	7792075	5	1	1
DEU/BY	1911781584	4	3	1
TWN/TPE	35570844	1	1	0
USA/MD	7113278	14	3	2
JPN/13	8512663	5	1	1
USA/RI	15770702	4	0	1
GCP/us-west4	631788071	121	0	1
USA/GA	17359620	1	1	0
IND/MH	631788071	1	1	0
MEX/CMX	15129671	28	8	6
USA/IL	9281796	5	2	1
CHE/VD	2514132	8	2	1
SAU/02	917112	1	1	0
CHL/RM	1310160	1	1	0
MEX/NLE	5764704	1	1	0
ISR/TA	61760004	66	2	1
FRA/IDF	13658768	12	4	3
