region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HUN/SO	27262976	13	0	13
USA	35623186316	6783	13	3
CHN	145839011572	21538	1	14
USA/MA	229780790340	4545	0	45
AWS/us-east-1	148358964680	17704	26	13
USA/OK	284288009648	634	3	39
GitHub	198885524	310	62	62
VPN	151956560007	197	118	25
AWS/ap-southeast-1	95772696	18	18	0
MEX/CMX	59716368	204	47	34
USA/TX	83976848915	9	8	1
USA/CA	6089076	10	3	3
USA/MD	45803488	41	10	5
FRA/IDF	8940264	15	3	3
USA/NY	1221438012	53	3	2
KOR/47	8872027728	1	1	0
USA/IL	2317608	8	2	2
AWS/us-west-2	17388248	27	6	2
USA/WA	9028660	7	2	2
CHE/VD	2990480	10	2	1
