week_start	sub-171029-171110/sub-171029-171110_ses-171110-a000_behavior+ophys.nwb	sub-171029-171110/sub-171029-171110_ses-171110-a002_ophys.nwb	sub-171211-171220/sub-171211-171220_ses-171220-a001_behavior+ophys.nwb	sub-180201-180207/sub-180201-180207_ses-180207-a001_behavior+ophys.nwb	sub-180201-180207/sub-180201-180207_ses-180207-a002_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a000_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a001_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a002_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a003_behavior+ophys.nwb	sub-181009-181017/sub-181009-181017_ses-181017-a000_behavior+ophys.nwb	sub-181009-181017/sub-181009-181017_ses-181017-a001_behavior+ophys.nwb	sub-181016-181024/sub-181016-181024_ses-181024-a005_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a000_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a001_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a002_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a003_behavior+ophys.nwb	sub-190211-190221-0/sub-190211-190221-0_ses-190221-a003_behavior+ophys.nwb	sub-190211-190221-0/sub-190211-190221-0_ses-190221-a005_behavior+ophys.nwb	sub-190211-190222/sub-190211-190222_ses-190222-a000_behavior+ophys.nwb	sub-190226-190305/sub-190226-190305_ses-190305-a000_behavior+ophys.nwb	sub-190226-190308/sub-190226-190308_ses-190308-a000_behavior+ophys.nwb	sub-190226-190308/sub-190226-190308_ses-190308-a001_behavior+ophys.nwb	sub-190305-190314/sub-190305-190314_ses-190314-a000_behavior+ophys.nwb	sub-190305-190314/sub-190305-190314_ses-190314-a001_behavior+ophys.nwb	sub-190313-190322/sub-190313-190322_ses-190322-a000_behavior+ophys.nwb	sub-190313-190322/sub-190313-190322_ses-190322-a001_behavior+ophys.nwb	sub-190320-190325/sub-190320-190325_ses-190325-a000_behavior+ophys.nwb	sub-190320-190325/sub-190320-190325_ses-190325-a001_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a000_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a001_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a002_behavior+ophys.nwb	sub-190828-190909/sub-190828-190909_ses-190909-a000_behavior+image+ophys.nwb	sub-190828-190909/sub-190828-190909_ses-190909-a001_behavior+image+ophys.nwb	sub-190911-190923/sub-190911-190923_ses-190923-a001_behavior+image+ophys.nwb	sub-190921-190927-1/sub-190921-190927-1_ses-190927-a000_behavior+image+ophys.nwb	sub-190921-190929-1/sub-190921-190929-1_ses-190929-a000_behavior+image+ophys.nwb	sub-190921-190930/sub-190921-190930_ses-190930-a001_behavior+image+ophys.nwb	sub-190921-190930/sub-190921-190930_ses-190930-a003_behavior+image+ophys.nwb	sub-190921-191001/sub-190921-191001_ses-191001-a000_behavior+image+ophys.nwb	sub-190921-191002/sub-190921-191002_ses-191002-a001_behavior+image+ophys.nwb	sub-190921-191003/sub-190921-191003_ses-191003-a001_behavior+image+ophys.nwb	sub-191122-191204/sub-191122-191204_ses-191204-a000_behavior+image+ophys.nwb	sub-191122-191204/sub-191122-191204_ses-191204-a001_behavior+image+ophys.nwb	sub-191205-191210-0/sub-191205-191210-0_ses-191210-a000_behavior+image+ophys.nwb	sub-191205-191210-0/sub-191205-191210-0_ses-191210-a001_behavior+image+ophys.nwb	sub-191205-191210-1/sub-191205-191210-1_ses-191210-a000_behavior+image+ophys.nwb	sub-191205-191210-1/sub-191205-191210-1_ses-191210-a001_behavior+image+ophys.nwb	sub-191205-191211-1/sub-191205-191211-1_ses-191211-a000_behavior+image+ophys.nwb	sub-191205-191211-1/sub-191205-191211-1_ses-191211-a001_behavior+image+ophys.nwb	sub-191205-191213/sub-191205-191213_ses-191213-a000_behavior+image+ophys.nwb	sub-191205-191213/sub-191205-191213_ses-191213-a001_behavior+image+ophys.nwb	sub-191212-191220/sub-191212-191220_ses-191220-a001_behavior+image+ophys.nwb	sub-191212-191220/sub-191212-191220_ses-191220-a003_behavior+image+ophys.nwb	sub-200103-200110-0/sub-200103-200110-0_ses-200110-a000_behavior+image+ophys.nwb	sub-200103-200110-0/sub-200103-200110-0_ses-200110-a001_behavior+image+ophys.nwb	sub-200108-200117-1/sub-200108-200117-1_ses-200117-a001_behavior+image+ophys.nwb	sub-200206-200213/sub-200206-200213_ses-200213-a000_behavior+image+ophys.nwb	sub-200206-200213/sub-200206-200213_ses-200213-a001_behavior+image+ophys.nwb	sub-200306-200311/sub-200306-200311_ses-200311-a000_behavior+image+ophys.nwb	sub-200306-200311/sub-200306-200311_ses-200311-a001_behavior+image+ophys.nwb	sub-210226-210307-1/sub-210226-210307-1_ses-210307-a000_behavior+image+ophys.nwb	sub-210226-210308-1/sub-210226-210308-1_ses-210308-a000_behavior+image+ophys.nwb
2023-01-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1434464494	1363545022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-06	0	0	850386208	939678376	787782709	0	1164339436	1069845864	0	0	1040328156	0	1083167540	1345251614	0	1303300034	1254331560	1413742500	1227628000	0	1193655700	1262920516	1099351211	0	1261477920	1189879572	1115748514	1308156789	0	1170129086	0	0	1104052166	1040702673	827336398	1122657902	0	1454409605	0	1319187072	0	1434464494	1363545022	1184970868	0	1289559560	0	0	0	0	1171218785	0	1107814996	0	1264000708	0	1342877396	0	1251821424	1188592984	814665568	813606536
2023-02-13	124692383	126352366	241223870	113546928	0	86236735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-20	0	0	0	0	0	25450125	160759810	309077832	238997613	196762859	213586437	286486662	287844111	175086814	211695532	179109870	177186252	192612709	190758159	117296025	127184261	111586900	117925076	243678290	1136596037	148186177	219095587	173436217	316247020	197760030	270988483	367046262	254201205	409987412	246369370	371558959	410047375	305365973	270624005	280448636	251711148	280776759	236945682	168193516	275270423	287348671	222709142	320826081	373186394	101367782	79566739	287282252	910574711	377300962	364294391	184056333	233860170	196730919	433176636	340104244	183125361	170814425
2023-03-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	813606536
2023-03-13	976142324	1349286520	850386208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1413742500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-20	976142324	1349286520	0	0	787782709	0	0	1069845864	0	0	0	0	1083167540	0	1369066540	1303300034	0	1413742500	1227628000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	375241912	0	0	252142045	0	0	0	0	0	0	0	194440009	0	44892901	0	0	0	0	0	0	0	218132895	0	0	0	0	0	0	0	0	170384521	0	0	0	303674160	0	0	0	0	185050855	0	0	551899018	0	0	0	0	339244326	0	199351828	210399144	344681649	0	0	0	0	0	0	0	0	0	0
2023-04-10	0	0	0	0	0	0	0	0	0	141848884	0	0	0	0	1369066540	1303300034	0	355564352	250350327	0	2387311400	0	0	0	1261477920	0	0	0	0	0	0	0	0	0	0	269461173	0	0	0	0	0	0	0	0	0	0	0	0	856032864	0	0	0	1107814996	1254873597	0	0	0	0	0	354337087	179575411	0
2023-04-17	0	0	0	0	0	362138030	0	0	0	0	0	0	0	0	0	0	315120598	0	0	0	331977937	0	0	0	0	0	0	190590952	240661128	0	0	0	0	0	0	0	0	0	0	0	0	223707416	0	322484188	0	0	0	0	0	0	202369155	0	168790737	0	0	0	0	0	359983600	318536937	101368665	0
2023-04-24	0	0	0	0	199813727	0	14500065	0	0	0	77045845	0	94699552	0	0	0	0	41410198	0	0	0	0	0	0	115071424	124129696	333268089	0	0	0	0	0	0	0	112283253	0	247601270	0	0	133718770	187772717	0	0	0	0	0	0	0	0	0	0	0	0	0	276761323	0	0	242122074	0	0	0	0
2023-05-01	0	0	314816966	280845992	0	0	0	0	40546528	0	0	0	0	0	0	196829168	0	0	189562779	289404134	0	0	0	61284864	0	0	0	0	0	0	0	0	0	246168512	0	442568439	0	232832052	124829746	0	0	0	384104514	0	114705070	138830674	0	189195432	346969745	0	0	0	0	0	0	170218032	283564102	0	0	0	0	0
2023-05-08	0	40912054	0	0	0	0	99477815	228717484	0	263790334	0	0	0	108536915	375075368	76416739	0	0	0	0	0	431387567	0	0	141583428	0	0	0	0	162056198	288209527	0	275767684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59725724	623142234	0	470833930	0	296073192	0	0	0	0	0	0	814665568	0
2023-05-15	227224763	0	0	0	0	405172849	0	0	0	0	0	452259404	0	0	0	181400890	0	0	0	0	0	11016424	42538386	0	250516651	0	0	0	46719318	201940024	0	518719777	0	0	0	218431009	0	0	0	116698749	0	0	0	0	0	198354602	305627842	378660900	0	0	200312864	0	211294699	0	0	0	226128350	296706933	34541055	0	0	0
2023-05-22	0	0	0	53222990	0	2723848	0	0	0	0	0	54183861	0	0	171973450	0	82023090	339607148	0	0	0	0	0	239201120	0	0	0	322154299	352711693	0	267871251	0	0	0	0	0	234257526	0	0	0	173702666	0	0	280245792	0	179011786	0	0	304200492	0	0	0	272783125	120546978	0	0	0	0	0	0	0	89456796
2023-05-29	324442450	0	0	0	0	2300464	51862059	0	40978363	0	0	0	0	0	0	0	0	0	177149842	271721356	0	0	0	0	0	0	0	423221208	0	0	0	0	369734473	142645197	181964460	0	171015338	0	0	0	0	0	243050177	0	164244444	0	0	295974998	0	0	0	0	0	0	0	233027447	52889294	408326491	196031862	0	0	0
2023-06-05	0	0	262095707	0	0	1851320	113311371	0	0	0	300420558	316876954	0	0	47050200	0	381350987	0	0	0	0	0	185614480	0	0	0	0	0	0	369807293	0	0	0	0	0	0	0	104155953	0	0	0	0	0	0	0	0	0	0	19874666	0	571210887	277128615	0	0	200212684	0	175129023	0	0	0	202006388	0
2023-06-12	0	0	0	0	0	2949320	0	376940016	0	0	0	0	0	285653051	0	0	0	171215368	0	0	199615463	0	0	32284734	220883773	9556416	0	0	0	0	0	0	0	19111894	0	0	0	0	0	396012686	0	257319375	0	0	0	289802208	0	0	0	0	0	0	346108779	310574250	0	0	0	0	0	0	0	0
2023-06-19	0	0	0	0	0	67989814	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22861929	0	0	0	0	1251821424	0	0	0
2023-06-26	0	0	0	0	255857546	171410541	0	0	0	91612274	0	0	0	301985271	0	0	0	100772327	0	0	243018457	0	0	0	0	0	0	0	0	0	0	284158564	360575248	0	0	0	0	0	0	0	0	0	0	0	0	109663227	246470268	387529350	0	0	0	196169170	0	0	0	0	197229173	0	477176906	293687840	0	0
2023-07-03	385437422	0	0	0	0	366468074	236912914	0	0	0	0	48810253	0	0	0	210106548	0	0	0	0	0	0	0	126616994	0	222181099	0	0	290202378	0	0	0	0	347797998	525919747	0	0	93371389	0	385167276	0	0	0	263624065	310211483	0	0	0	295578745	146759765	0	0	321200104	0	0	0	0	0	0	0	0	0
2023-07-10	0	0	0	0	0	1925256	0	0	0	0	0	392874052	0	0	0	0	0	388362128	0	253576844	0	129011616	0	0	103726932	0	276338868	70611296	0	50503004	0	0	0	0	0	0	0	0	0	0	0	397187712	272025208	0	180110240	62183068	0	0	0	0	0	0	0	0	0	0	0	315560820	1251821424	1396508912	249395912	0
2023-07-17	0	0	0	0	0	1703728	0	0	0	0	201643786	114340592	0	467199856	0	0	0	0	305271586	0	0	0	0	0	0	0	0	0	0	0	375644511	231375741	355736359	0	75686735	316150592	0	0	0	0	262298551	0	0	226628425	0	0	22298304	224108744	0	229775666	0	257325003	0	0	0	144938976	0	0	0	0	0	0
2023-07-24	0	102978137	0	123997851	0	2141528	0	0	0	0	0	0	299195114	0	0	0	0	0	478533147	363963619	0	221746450	73562149	0	0	0	0	387457303	0	0	0	0	0	0	0	0	292690449	0	0	0	0	0	279316861	0	0	371959019	0	82852171	0	0	316313219	0	0	145962514	175427247	0	0	0	0	0	814665568	1980685606
2023-07-31	0	0	10087328	13040057	13140072	2078112	10120041	10451861	0	0	6570036	10153692	0	0	0	0	0	0	0	17121912	0	10286420	10551876	0	2190012	0	0	0	6403657	2190012	4446388	7764588	0	0	6636400	0	0	0	0	6304580	11082788	22928293	0	0	22198289	0	6304580	6370944	0	0	7963680	0	387688225	25848309	0	10020964	132728	21733741	2190012	0	0	0
2023-08-07	0	0	0	0	0	2171792	265920548	384975080	0	413447720	12277340	0	0	0	0	0	0	0	0	0	175663852	0	349737452	0	0	0	0	0	0	732988724	0	0	0	0	356241952	363540336	6437308	0	281647160	0	0	340114672	0	0	0	560574224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-08-14	420679740	273087860	0	0	0	2421600	508414604	0	0	489101024	360488420	0	0	340380956	15661904	0	0	0	464678244	346751900	0	0	0	299100892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221124020	311777244	0	418954276	0	0	218999544	0	0	0	0	0	0	0	254239656	0	0	0	0	0	0
2023-08-21	0	52560288	0	0	0	2437552	0	0	0	0	232804912	0	339052848	0	175466416	0	0	220924928	0	405748668	0	0	0	0	0	0	331153876	0	220394016	70810388	0	0	0	0	0	424064304	0	0	0	208116676	0	153300840	0	0	276804244	0	0	249794096	0	0	0	0	0	0	0	0	0	0	0	0	150712644	0
2023-08-28	0	0	47981172	272820748	0	2749696	0	0	116269728	0	0	66164080	0	0	0	0	0	0	0	0	278264252	0	0	0	0	0	0	0	0	0	0	0	0	0	369379540	0	402230548	0	376149496	0	345490984	0	0	162459072	0	368384080	0	0	0	382984988	0	0	349340096	268906100	0	0	0	313503536	0	289081584	814665568	1627213072
2023-09-04	0	0	49794256	26715617	2038029934	435445256	20640795	41478046	29818087	335137372	0	0	0	0	33849466	0	263728880	0	0	0	0	167237280	43534784	0	198295632	333119868	0	414243260	0	0	0	201214820	0	259348028	0	0	0	331620080	0	0	0	0	0	0	0	0	133856188	0	428843340	0	415569712	0	0	0	0	343897420	0	0	0	0	0	0
2023-09-11	0	0	0	0	0	2366696	0	242757856	0	0	0	0	0	261738788	0	289214312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	306203496	0	277000852	0	0	0	0	0	0	0	0	0	0	0	0	270693788	0	0	0	0	0	349538360	0	0	468264384	0	240170488	0	489168216	0	0	391214952
2023-09-18	0	0	0	0	30062892	1732208	0	0	0	0	0	0	0	0	0	0	0	0	400572276	0	0	0	0	0	0	245812256	0	0	0	0	252580556	0	0	0	0	0	0	0	259748696	0	0	0	0	0	0	0	0	0	54417652	181240084	0	0	0	391149416	0	304609104	0	0	538941216	0	213161168	185883908
2023-09-25	0	129940712	212563892	0	0	2420520	0	0	0	265520708	41676592	0	0	0	0	0	0	0	258620508	0	0	0	0	0	0	212962076	0	0	0	0	0	0	0	0	0	0	332151820	0	0	0	281914272	0	0	386304016	0	0	0	0	0	0	0	0	0	0	0	32319268	0	0	0	0	0	813606536
2023-10-02	58638324	0	0	0	0	823936	0	0	280852448	0	0	0	0	0	133922552	0	0	0	0	0	477286576	0	0	0	0	52892108	332749096	74658672	0	0	0	0	0	0	0	225039496	332482812	0	0	224508584	0	259615140	0	0	0	75124048	0	0	0	0	0	0	0	0	0	207253944	0	0	0	274413484	0	0
2023-10-09	0	265256908	0	375421148	0	209112	0	0	0	0	220792200	125359940	0	432492532	0	0	0	0	0	231013084	0	245479608	0	0	0	0	0	0	273154224	0	218271196	0	0	80300440	0	0	0	369181276	262402428	0	0	0	0	0	218934008	0	0	0	235789636	0	0	0	0	0	0	0	0	0	269901560	0	0	0
2023-10-16	0	0	282577912	0	104987848	185022004	0	0	0	0	0	0	108703404	0	0	121909012	245679528	0	0	0	0	0	0	295584428	281183440	0	0	0	0	0	0	166109092	166904632	0	0	0	0	0	0	0	0	0	0	0	0	185288288	0	0	0	0	0	0	0	116003444	0	0	0	0	0	0	0	0
2023-10-23	0	0	0	0	0	794238483	0	0	0	0	0	0	0	0	0	0	0	1229193124	0	0	0	0	157348216	0	0	0	0	1124073472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58267592	0	0	0	0	0	0	536870912	0	0	0	0	0	0	1629331136	813606536
2023-10-30	716095476	0	0	0	0	209192	0	0	0	991275609	0	0	0	1378720854	0	0	0	0	0	537434794	132594444	838860800	0	0	276936972	147858992	0	0	196636532	0	479944448	0	110960608	0	0	0	0	0	0	0	0	0	0	429996148	204268392	188937480	0	100407904	100143276	93837868	0	0	0	0	0	0	0	0	0	0	814665568	1300057360
2023-11-06	0	0	0	0	0	63178528	34044732	95696888	184159272	269768832	0	0	0	0	0	0	0	0	0	0	0	59263052	171284656	0	0	0	0	0	0	0	0	434483452	0	0	0	0	286625288	1051756421	0	0	0	304344476	430171448	0	0	0	0	118194284	0	0	0	0	0	0	0	252780476	0	0	0	101802376	51963012	199820348
2023-11-13	0	0	181040164	0	69881292	537576266	0	0	0	0	29797436	0	0	0	163984616	0	0	0	0	89126024	0	0	0	0	0	0	0	0	0	0	0	0	0	166240992	0	145999972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	814665568	0
2023-11-20	0	0	58798504	0	0	501840032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	0	1349286520	0	0	787782709	976168	1164339436	0	977406322	981254645	2080656312	1087998180	0	0	1369066540	1303300034	1254331560	1413742500	1227628000	0	0	1262920516	1099351211	0	1261477920	1189879572	0	1308156789	1365199952	1170129086	1220859162	1034870364	0	0	827336398	0	1561570722	1454409605	1260911206	0	1158525714	1434464494	2727090044	0	1080645728	0	1077734817	924690168	856032864	1393817532	0	0	1107814996	1254873597	0	2564488288	1342877396	1184605706	0	1188592984	814665568	813606536
2023-12-04	0	1382610160	0	37903016	32807989	33033939	37120236	42241384	0	1013548010	28452316	28936420	34591540	34531614	0	0	6526120	34865060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-11	976142324	1349286520	850386208	939678376	787782709	860825435	1164339436	1069845864	977406322	1962509290	1040328156	1087998180	1083167540	1345251614	1369066540	1303300034	1254331560	1413742500	1227628000	965253802	1193655700	1262920516	2198702422	1161345204	1261477920	1189879572	1115748514	1308156789	1365199952	1170129086	1220859162	2069740728	0	1040702673	827336398	1122657902	1561570722	0	2521822412	1319187072	1158525714	1434464494	2727090044	0	1080645728	1289559560	1077734817	924690168	856032864	0	1171218785	1303045684	1107814996	1254873597	1264000708	0	1342877396	1184605706	1251821424	1188592984	1629331136	1627213072
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1629331136	1627213072
2024-01-08	1054576236	2714975940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	16723728	16591000	24289224	101736012	37296568	8560956	0	6370944	0	16325544	16591000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	10321120	9013864	4618816	9848892	4446388	10153692	9519408	9814916	7143146	7945877	9358560	53118232	25049788	39552116	30880016	25257690	23028308	40415676	30188188	16391908	14025524	25392236	23735921	39671472	65169812	23557112	16790092	45090405	82581012	137701012	99625864	77237252	40886248	19689866	19959918	28801976	20243464	28793970	32876282	60223140	46334142	33874128	25944744	17876736	46675512	61908492	43936106	17371632	55291336	92612236	118950786	44938352	32529040	38141706	69168484	18915496	14617424	52560288	76106492	71690884	823055680	24953576
2024-02-26	1952284648	51433066	0	0	0	0	1164339436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136577348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	25483776	461295336	0	0	160896056	60651025	155056024	0	0	161294240	310318064	163056348	0	0	0	33182000	24886500	0	0	26678328	0	0	0	344959244	0	0	0	0	0	0	0	0	0	0	0	0	26412872	0	0	26081052	0	546335481	0	0	0	0	0	0	25749232	0	24952864	0	25284684	24886500	0	25218320	61652156	0	0	0	0	0
2024-03-11	261795708	20839156	41369532	13403872	68107202	52379779	48512464	157693748	2190012	25767465	4417296	63343956	72981588	48725838	46673008	52960448	352554164	12836812	35372876	0	44686556	2190012	6801538	41943208	373661856	3251836	132728	4380024	46588656	80033056	41087262	11440200	329616950	49741263	29185294	7167312	46516710	191750409	346433170	45972362	43141390	56468278	11602454	10552076	39109124	50438144	6505241	34535292	341068690	20914960	41773219	107713664	276488640	388781339	53187998	239408316	33049380	40476158	317486188	74888240	33842020	4549500
2024-03-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219930296	0	0	0	0	0	0	0	0	146132700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88481522	275875148	0	0	0	0	0	0	0	0	0	0	0	195309252	0	0
2024-03-25	15497512	11408676	26837424	33430184	10341715	32370661	15864760	24370128	30828960	21291179	11090968	364243812	14953176	10512572	11074044	16108456	16052648	15982676	11509576	15235884	17476452	13500492	27653676	13922240	9457416	8446552	12816486	19888839	28788864	139138738	23506356	18301284	18868722	36988439	10071682	16414334	25392710	181818656	25289130	16434648	18593510	18887280	24266732	28133028	15845236	11320372	12945687	9341588	29722184	15171156	16484770	10177140	10494120	13254971	15104728	17455488	19280248	80171652	158789976	15609876	15068256	22931252
2024-04-01	1908724	4609332	9941268	12559160	6411497	71045088	2406636	7233676	7300040	6238216	9062776	6390168	8501684	7366404	7872280	9414690	12571392	2363300	2616800	212759852	7764588	6304580	2135211	13000244	1957920	9490052	7499132	7698224	7300040	6601074	0	10710196	1511366	11961314	7100948	10352784	120262472	1763205	6370944	0	8940882	9410458	9279714	2353268	6370944	3849112	4315229	9290960	7698224	8746948	1605985	0	7565496	12802309	3968708	0	4446388	6304580	6168612	2190012	10220056	0
2024-04-08	15927360	288258168	1044230680	0	0	0	0	0	0	0	281617988	0	0	0	0	0	0	0	155688008	0	125432672	0	0	0	0	0	0	0	0	0	0	0	0	149626951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221944496	0	0	0	0	0	0
2024-04-15	10985748	16744646	5640940	2206376	286533808	8710815	2406636	8509132	9266794	7034584	8930048	5461072	0	2070814	2231340	8883778	259132728	4446388	9679988	8347946	2334100	4668928	35488957	8752948	1957920	2141972	9249462	0	2286280	2154686	7373154	1551964	124083504	15935257	168973584	6370944	7490898	7205053	6039124	189215024	6419050	223670598	120874950	9255124	1452128	182040872	0	6304580	3890392	7233676	4393273	4653296	10759576	2316797	0	5972760	9241940	2397706	3912236	6530572	6370944	0
2024-04-22	0	0	0	68927988	0	0	193327232	0	0	0	0	0	0	0	247125428	0	0	182322448	0	0	0	0	0	0	389437060	0	293650782	0	0	0	0	72685948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197237720	0	0
2024-04-29	0	0	0	0	0	0	258855944	202060604	0	0	0	0	0	0	0	124023924	0	0	0	0	0	0	0	0	204093748	0	0	0	0	0	240613538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102929908	0	0	101340743	0	0	0	0	0	0	0	0	0	0	111384976
2024-05-06	387941808	0	0	0	0	254637027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136382484	0	0	343196812	0	216674216	0	0	0	0	0	162299108	0	162483422	0	0	0	0	0	0	175013708	0
2024-05-13	0	0	0	0	0	0	0	0	358132196	128084483	0	0	0	0	0	0	0	270052528	0	0	0	0	0	0	0	0	0	0	0	209773750	0	0	0	0	0	0	222725602	0	0	0	0	138255166	0	0	191816728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	0	0	0	0	0	124001616	0	0	0	0	0	0	0	322973650	178333036	0	57726530	0	0	0	0	0	0	0	0	0	0	0	0	0	312719710	0	0	0	0	0	63328658	0	0	0	0	0	0	0	145763497	0	0	0	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	957158497	0	0	0	0	364545388	0	241709964	0	0	0	0	0	0	0	0	0	0	0	134404340	0	0	235873846	0	0	303956344	0	0	289424400	230927407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23094672	0	0	0	21767392	263523650	288590048	0	0	0
2024-06-03	0	0	62249432	275849868	23227400	0	0	0	0	224634632	0	0	0	7830952	0	0	0	0	0	0	0	0	0	133603568	265754120	85941380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171477946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	309868080	0	0	0	0	0
2024-06-10	232226212	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254672144	0	0	0	0	0	369095478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	22762852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	997726644	1370849740	859898920	12808252	808621495	9134359	11468088	15529176	9821872	6968220	14641360	7830952	0	6370944	9798316	10632946	6835492	16657364	22997868	16992346	22044120	15860996	2671787	9371488	5114588	15764500	11644230	15794632	27921520	7233676	2675994	15289180	16915786	18450245	14908714	12741888	18728462	3180421	12640970	17743004	0	18402102	14546782	10779620	16186460	22715064	24033265	22099212	11953900	16290308	0	15467096	6304580	6901856	11101552	11583792	11592216	8773574	11729112	14533716	15686840	21236480
2024-07-15	0	185318008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
