week_start	sub-171029-171110/sub-171029-171110_ses-171110-a000_behavior+ophys.nwb	sub-171029-171110/sub-171029-171110_ses-171110-a002_ophys.nwb	sub-171211-171220/sub-171211-171220_ses-171220-a001_behavior+ophys.nwb	sub-180201-180207/sub-180201-180207_ses-180207-a001_behavior+ophys.nwb	sub-180201-180207/sub-180201-180207_ses-180207-a002_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a000_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a001_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a002_behavior+ophys.nwb	sub-180201-180208/sub-180201-180208_ses-180208-a003_behavior+ophys.nwb	sub-181009-181017/sub-181009-181017_ses-181017-a000_behavior+ophys.nwb	sub-181009-181017/sub-181009-181017_ses-181017-a001_behavior+ophys.nwb	sub-181016-181024/sub-181016-181024_ses-181024-a005_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a000_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a001_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a002_behavior+ophys.nwb	sub-190211-190220-0/sub-190211-190220-0_ses-190220-a003_behavior+ophys.nwb	sub-190211-190221-0/sub-190211-190221-0_ses-190221-a003_behavior+ophys.nwb	sub-190211-190221-0/sub-190211-190221-0_ses-190221-a005_behavior+ophys.nwb	sub-190211-190222/sub-190211-190222_ses-190222-a000_behavior+ophys.nwb	sub-190226-190305/sub-190226-190305_ses-190305-a000_behavior+ophys.nwb	sub-190226-190308/sub-190226-190308_ses-190308-a000_behavior+ophys.nwb	sub-190226-190308/sub-190226-190308_ses-190308-a001_behavior+ophys.nwb	sub-190305-190314/sub-190305-190314_ses-190314-a000_behavior+ophys.nwb	sub-190305-190314/sub-190305-190314_ses-190314-a001_behavior+ophys.nwb	sub-190313-190322/sub-190313-190322_ses-190322-a000_behavior+ophys.nwb	sub-190313-190322/sub-190313-190322_ses-190322-a001_behavior+ophys.nwb	sub-190320-190325/sub-190320-190325_ses-190325-a000_behavior+ophys.nwb	sub-190320-190325/sub-190320-190325_ses-190325-a001_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a000_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a001_behavior+ophys.nwb	sub-190320-190327/sub-190320-190327_ses-190327-a002_behavior+ophys.nwb	sub-190828-190909/sub-190828-190909_ses-190909-a000_behavior+image+ophys.nwb	sub-190828-190909/sub-190828-190909_ses-190909-a001_behavior+image+ophys.nwb	sub-190911-190923/sub-190911-190923_ses-190923-a001_behavior+image+ophys.nwb	sub-190921-190927-1/sub-190921-190927-1_ses-190927-a000_behavior+image+ophys.nwb	sub-190921-190929-1/sub-190921-190929-1_ses-190929-a000_behavior+image+ophys.nwb	sub-190921-190930/sub-190921-190930_ses-190930-a001_behavior+image+ophys.nwb	sub-190921-190930/sub-190921-190930_ses-190930-a003_behavior+image+ophys.nwb	sub-190921-191001/sub-190921-191001_ses-191001-a000_behavior+image+ophys.nwb	sub-190921-191002/sub-190921-191002_ses-191002-a001_behavior+image+ophys.nwb	sub-190921-191003/sub-190921-191003_ses-191003-a001_behavior+image+ophys.nwb	sub-191122-191204/sub-191122-191204_ses-191204-a000_behavior+image+ophys.nwb	sub-191122-191204/sub-191122-191204_ses-191204-a001_behavior+image+ophys.nwb	sub-191205-191210-0/sub-191205-191210-0_ses-191210-a000_behavior+image+ophys.nwb	sub-191205-191210-0/sub-191205-191210-0_ses-191210-a001_behavior+image+ophys.nwb	sub-191205-191210-1/sub-191205-191210-1_ses-191210-a000_behavior+image+ophys.nwb	sub-191205-191210-1/sub-191205-191210-1_ses-191210-a001_behavior+image+ophys.nwb	sub-191205-191211-1/sub-191205-191211-1_ses-191211-a000_behavior+image+ophys.nwb	sub-191205-191211-1/sub-191205-191211-1_ses-191211-a001_behavior+image+ophys.nwb	sub-191205-191213/sub-191205-191213_ses-191213-a000_behavior+image+ophys.nwb	sub-191205-191213/sub-191205-191213_ses-191213-a001_behavior+image+ophys.nwb	sub-191212-191220/sub-191212-191220_ses-191220-a001_behavior+image+ophys.nwb	sub-191212-191220/sub-191212-191220_ses-191220-a003_behavior+image+ophys.nwb	sub-200103-200110-0/sub-200103-200110-0_ses-200110-a000_behavior+image+ophys.nwb	sub-200103-200110-0/sub-200103-200110-0_ses-200110-a001_behavior+image+ophys.nwb	sub-200108-200117-1/sub-200108-200117-1_ses-200117-a001_behavior+image+ophys.nwb	sub-200206-200213/sub-200206-200213_ses-200213-a000_behavior+image+ophys.nwb	sub-200206-200213/sub-200206-200213_ses-200213-a001_behavior+image+ophys.nwb	sub-200306-200311/sub-200306-200311_ses-200311-a000_behavior+image+ophys.nwb	sub-200306-200311/sub-200306-200311_ses-200311-a001_behavior+image+ophys.nwb	sub-210226-210307-1/sub-210226-210307-1_ses-210307-a000_behavior+image+ophys.nwb	sub-210226-210308-1/sub-210226-210308-1_ses-210308-a000_behavior+image+ophys.nwb
2024-07-22	0	0	0	0	0	0	0	0	0	0	3120984468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-29	0	0	11547336	0	4446388	0	0	13007344	11746428	12277340	0	0	4446388	10087328	2190012	6569208	0	0	0	0	13007344	0	11480972	10286420	2190012	11878328	10750968	0	8030044	2190012	4446388	4446388	0	12609160	0	12210976	6702764	11547336	10020964	12343704	12542796	0	6636400	9954600	0	2190012	0	6304580	10020964	0	0	0	11746428	9689144	0	0	8892776	12542796	2190012	132728	12144612	12675524
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1170129086	0	0	0	0	7300040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	9025504	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	0	864057192	0	0	30328596	0	0	0	0	17984644	7830952	2190012	7764588	1380149328	1303300034	12144612	2190012	11016424	0	10750968	22895580	0	0	1268114320	0	0	1308156789	7830952	0	0	2787288	25749232	30062892	0	0	0	0	9954600	10817332	132728	0	0	0	8096408	0	2190012	924690168	0	12343704	9821872	0	0	1265226381	4446388	14069168	0	0	2190012	23426492	0	12675524
2024-09-02	0	0	850386208	0	0	638812579	0	0	0	0	796035328	740896444	0	1132427844	2649206444	2649012954	1048014392	2827485000	1081428500	0	0	0	0	0	0	0	772299138	3933988308	0	0	0	0	0	0	0	842471608	0	1439144978	0	0	0	0	0	0	0	0	0	924690168	620276096	0	0	0	9888236	2140812225	0	0	0	0	0	0	453702348	641586088
2024-09-09	0	1276086868	50304864	705141552	45995167	0	911368316	918399032	0	0	0	0	886183672	0	0	0	0	0	0	0	0	0	730615297	0	51503200	0	129420398	0	0	915552158	0	820707784	0	684186833	0	0	0	0	138190766	1331466236	0	0	0	0	38537504	0	0	0	0	0	0	943718400	0	0	0	0	98572536	0	0	0	0	0
2024-09-16	1650948508	1387715108	859965284	41071952	37254377	895972881	1217374148	1119453652	1019092054	41799950	1068780472	1132670588	1127597760	1382726490	1410887948	1347062410	1302139284	39311448	1269338972	41248920	1238468064	1314012520	1141697822	1210019212	1296121920	1229348156	1168054748	1356915739	36477088	1209670382	38644276	1070101448	1143394226	1091430927	862111750	1150446026	1568273486	1460714185	1296713832	1323590912	1160865316	18402102	4459454	1196015944	1087016672	1293958160	1088229826	936818736	7764588	6269344	1180572058	1314398212	1113261356	1261244541	1275301352	12911072	1348165032	1190910286	1261028704	1196217188	814665568	823175776
2024-09-23	108724176	199941840	150959232	265321112	229655923	220916770	222721416	288190060	155723208	226053555	170713896	173618520	172957700	172658070	192792840	172615370	222657520	174325300	161256800	160105810	145159760	165317904	140186284	157475536	138576000	145783888	107145702	118139487	134033728	113967864	107904846	84712212	103513938	157250372	100703032	128555448	133084808	113384980	115337624	138725888	138082758	138462136	185481910	157686340	134134240	119830560	145794085	133602272	98702112	92006196	84812835	118534812	99073788	84119031	95771724	65074464	96472188	77787678	106419792	89749512	53243424	50066328
2024-09-30	4114568	33323640	0	0	0	0	37120236	20971520	0	0	28452316	28936420	34591540	34531614	0	0	0	34865060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11746428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29332888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	976142324	1349286520	850386208	939678376	787782709	860825435	0	0	977406322	981254645	1040328156	1087998180	0	1345251614	0	1303300034	1254331560	0	1227628000	965253802	1193655700	0	0	1161345204	1261477920	0	0	1308156789	1365199952	0	1220859162	1034870364	0	0	0	1122657902	1561570722	0	0	2638374144	1158525714	1434464494	0	0	2161291456	1289559560	1077734817	924690168	0	0	1171218785	2606091368	0	1254873597	1264000708	2564488288	1342877396	1184605706	0	1202595788	0	813606536
2024-10-21	36936552	42415508	898943348	45468512	32807989	32450395	48866664	42241384	43974466	32293365	40066016	41545580	43683408	41566198	39565032	41026746	45814352	43293288	36697748	38790290	34979220	48098604	35046571	45872556	42010404	36445972	47262570	39379829	46847596	34614138	35968282	28237404	53683718	46878089	29555782	32138862	43391650	35579921	28834406	42910608	40000074	34615534	37096382	43084604	34724164	31268360	29158817	43421532	44647132	30668732	39818281	39511604	33024596	40781565	45063980	21691488	36869240	25929226	42043300	41596568	28697868	16688776
2024-10-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0
2024-11-18	981385080	1457627932	63831940	998815056	792295461	865537279	1227594336	1134234980	1040372218	1040105973	1102965544	1193467836	62965896	1404102942	1433704412	1303300034	1254331560	1413742500	0	965253802	1193655700	1262920516	1099351211	1161345204	1261477920	1189879572	1115748514	1308156789	0	1170129086	1220859162	1034870364	1104052166	1040702673	827336398	1122657902	1561570722	1454409605	1260911206	1319187072	0	1434464494	1363545022	1184970868	1080645728	1289559560	1077734817	0	856032864	1393817532	0	1303045684	0	1254873597	1264000708	2564488288	1342877396	0	0	1188592984	814665568	0
2024-11-25	976142324	1349286520	5043664	939678376	787782709	860825435	1164339436	0	0	981254645	0	1087998180	1083167540	1345251614	1369066540	1303300034	0	1423896192	1227628000	965253802	1193655700	1262920516	0	0	1261477920	1189879572	0	1308156789	1365199952	0	1220859162	1034870364	1104052166	1040702673	827336398	1122657902	1561570722	1454409605	0	1319187072	1158525714	1434464494	0	1184970868	1080645728	1289559560	1077734817	924690168	0	1393817532	1171218785	1303045684	0	0	1264000708	2564488288	1342877396	0	1251821424	1188592984	814665568	813606536
2024-12-02	0	0	556784928	0	0	642721627	0	0	0	0	721561052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	605923064	612763232	0	0	0	0	0	0	0	0	0	0	0	521064288	0
2025-02-03	976142324	1349286520	850386208	939678376	787782709	860825435	0	0	310645476	0	1040328156	1087998180	2166335080	1345251614	219827244	1303300034	1254331560	1413742500	1227628000	965253802	0	1262920516	0	1161345204	0	0	0	1308156789	1365199952	1170129086	1220859162	0	1104052166	1040702673	827336398	1122657902	0	1454409605	1260911206	1319187072	1158525714	0	0	1184970868	1080645728	1289559560	0	924690168	856032864	0	1171218785	1303045684	1107814996	1254873597	0	0	0	1184605706	0	1188592984	0	813606536
2025-03-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	0	0	0	0	0	0	0	4645480	0	0	4114568	0	0	0	0	0	0	204800	0	0	0	0	0	0	0	204800	0	0	0	0	0	0	0	0	0	0	0	0	367206	0	0	0	0	4977300	0	0	0	0	0	358332	0	2654560	0	0	0	0	0	0	0	0	380768	0
2025-06-23	1000000	1300000	700000	3000000	2300000	3000000	1900000	3200000	1400000	2400000	900000	1100000	800000	900000	1200000	900000	1400000	900000	1000000	900000	1200000	1300000	1000000	1000000	400000	1000000	700000	1100000	1200000	1100000	1100000	2354072	1758808	5674296	1839856	5335312	2417616	2055952	1585160	4775800	1409544	5001416	5297416	4002624	2074192	6435352	5210312	4764912	6297312	2188192	2802488	4858848	6283872	2390432	5936000	2489872	4923912	2138288	33721440	48965056	1719240	1870848
2025-07-14	1000000	1000000	800000	700000	900000	1100000	1200000	1100000	900000	1000000	400000	600000	600000	900000	1100000	1000000	1300000	1100000	1000000	800000	1300000	900000	700000	800000	1000000	1000000	900000	1100000	700000	1200000	600000	1633000	2362568	5472224	1923888	4350008	1834848	2153328	1753408	6666616	1874960	4245680	4476672	5841312	2562504	4673280	5731400	4864912	4680232	1894096	2515496	5027696	6201848	1592504	4847360	1962144	5300008	2607432	50353568	48448320	1283664	1175528
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	774225300	0	0	0	842047520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734003200	0	0	0	0	0	0	0	0	0
2025-07-28	0	1087142520	588242208	0	0	651110235	902195436	0	0	0	0	0	0	1030678814	0	0	0	0	943718400	493394602	0	996147200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1299426722	1297123205	0	0	996147200	943718400	734399422	1080113268	0	0	838860800	0	0	0	1013932385	0	0	1045158397	0	1673198688	0	0	0	0	0	0
2025-08-04	0	0	0	625105576	314572800	0	0	755273064	576716800	0	0	0	0	0	0	891289600	0	838860800	0	0	0	0	0	532199604	0	0	262144000	0	0	0	0	0	632192966	786432000	0	650798702	0	0	0	0	0	0	0	0	0	0	0	714974968	0	0	0	0	0	0	1106714308	0	995917724	0	0	0	657379168	0
2025-08-11	576716800	0	0	0	0	0	0	0	0	0	0	825854180	0	0	1106922540	0	992187560	0	0	0	826654100	0	0	0	1471193120	0	0	1308156789	0	960413886	0	0	0	0	722478798	0	0	0	1208482406	0	0	0	0	0	0	0	0	0	646317664	0	0	0	0	0	0	0	0	922461706	0	611876184	0	473779472
2025-08-18	0	0	0	0	0	0	0	0	0	681574400	576716800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1048576000	0	0	720297564	0	0	0	0	0	0	0	838860800	0	0	0	0	399071328	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	545557864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	673701073	355477198	0	0	0	0	0	786432000	0	0	0	0	0	0	0	0	0	0	0	0	0	739712708	0	0	0	0	0	0	0
2025-09-01	0	0	0	629145600	681574400	0	1059481836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314572800	0	0	980164372	0	0	0	0	853857562	0	0	0	0	0	0	0	838860800	0	0	0	0	0	0	1237130760	0	0	0	0	0	883615284	0	0	0	0	0	0	0	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	0	0	0	0	978309940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1194569122	0	0	0	0	0	0	0	0	0	868019617	0	0	1236531132	0	0	0	0	0	0	0	0	262144000	0	0	0
2025-09-15	0	0	0	6218544	10326973	13102262	0	4247296	0	6419505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	0	0	0	23394496	32761678	27749801	0	21923492	0	28000760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	0	0	0	2303835	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	13440228	9013864	12914316	8322520	10194245	44415723	10732464	6880360	6980090	10733165	8229136	8203288	8607892	12431420	12487016	11339246	13077684	2363300	11657768	2284202	15153712	13585152	4444844	11183796	4114568	4471888	4114568	6261757	10413016	12669580	6618530	1449564	1613766	6342805	4394396	7671004	1711522	4180932	6867302	7366736	11040564	12590540	10534922	29607640	0	49167196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-13	21985352	15445352	15422816	14541064	10050448	17463381	23503708	16327420	21471182	21068146	6370944	4234372	21197624	8051396	15019432	23390500	21318748	18106324	9276096	19196310	21945560	13253332	19208518	17788476	20308112	19362924	19953520	12746147	12590764	12901366	15541930	12577828	13136798	21246566	19274304	32862104	24034364	23507599	23123738	24688736	16150592	19549450	18697694	86271880	0	86772968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	4114568	6630580	7220344	6616728	6079677	6418403	4977300	2633064	4247296	2105845	7210292	2044360	7522600	1968414	6243508	6693766	3720360	6809688	0	4446388	2334100	4668928	6336990	2689204	8096772	2235944	6562688	4180932	6165720	2154686	4693974	6294136	5728334	6276441	6643586	7950070	1711522	2172805	0	2323072	5653010	4844572	6884074	15819852	0	22776940	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	19596248	30824340	31270480	23261768	24797998	29769275	24926708	23826552	38429612	33442608	21322440	24595196	22126720	27075358	27955120	30597182	45288080	30689680	34472120	32419860	40815656	22458460	33842552	35709680	34111824	30292552	26508860	35641727	18551260	30386136	33406600	27733408	21607086	40407709	36616866	44249492	30258638	32051348	36428348	24556340	33851696	41810514	26477784	122357972	0	156519220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	71084952	64574516	924766624	2888645988	1636019299	72631163	2384342964	1148051656	79791110	2026558657	1104510376	2230232160	1157241884	1405594380	1441583656	1381975124	2605660684	1473982624	3740494860	1046125784	2364965760	1338411772	519483146	652128080	458751088	75981552	1186419058	1376548027	1442253600	88640864	1303918788	85351504	1180846522	1104585185	894774904	1233070616	1628857126	1536693573	79689444	1390332268	57091166	1533983758	52555932	1267526364	1098630372	1363126092	1094856729	17851916	856032864	1393817532	1188738881	1303045684	1125467820	1270933685	1300766364	17520096	1360530220	1202457622	1269938796	1188592984	814665568	831126632
2025-11-10	54058032	61262136	57709424	989512764	844903648	1773045553	1216788700	57410488	65674462	1037159043	56109196	55430352	54250936	48686362	67882220	54099036	80675996	71920188	60140124	58396010	56566644	60781896	50063146	54995732	64972176	50033228	53003024	57152181	54097836	55197696	60248280	45120776	62658824	52268812	39404154	80548914	47244476	39348924	45185652	69818912	53067102	70660234	53221024	54458304	0	66856724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	34894668	32290168	36353844	32154544	32440927	30840748	27496400	29334764	29802292	32261011	32135984	31192824	30734612	34751076	26107512	40826236	46880816	32522068	28425564	35350588	30252420	35270692	38653170	40257076	23128400	33146204	34347160	32920803	32354972	25740656	26805940	21072420	36315590	27997641	31897836	40214898	31652282	34007854	32709220	41810980	31571180	54561712	26178420	39868840	0	45583540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-24	28805012	34817820	34018068	33727608	20816158	29171999	46258908	38715460	34049588	36942097	31117140	28936448	40689212	22008034	36388640	40428052	52322664	22726000	30829532	33321130	28925140	40376740	48641724	36211796	31026080	26928420	40836136	31706969	28698820	21227904	39415100	27101100	29169308	24602991	23742250	36631242	29168930	28715941	36491968	31524892	14551842	40055926	45107662	33727516	0	41668064	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	39574848	21954844	35650504	30222640	32695314	34699116	32624932	30419960	34381408	28549475	38108744	34005960	34583724	26211472	24299808	37441672	39971008	26855324	36404108	32165116	38692008	43850288	36595886	48290044	38326120	36622632	28101596	21065188	28910176	18409578	37056620	25885660	35830012	36170499	29980466	36113940	27366506	36679621	36162892	37895504	30877386	45810974	31421176	37980120	0	39471008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	18335332	29044152	18687984	31662976	26999079	19852485	24358788	35352392	35165906	16688122	33264172	8203288	26440380	27938090	30482244	25903334	35391892	35748100	35275920	33387494	36888820	38257072	31421038	27613272	20241748	32482564	25705144	29957964	25459248	25342472	31716876	33328044	26273596	27931277	30555356	41290332	17848570	20088621	39711994	26878748	33785332	34936588	34043280	22093904	0	19849880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	1996419744	1402143708	897995268	2871251272	1615667689	1752121595	2391727872	2194555136	2012632414	1996911752	1779522564	1149679672	2218770720	1388275684	2778519436	2673232902	2552010740	2864188000	43770512	44924118	1937707788	2573100160	1138634067	2365700128	2142349596	1252537324	2267156772	1355283747	1410091588	2374820952	33544444	1089083008	2260036492	1081375010	874306048	2298059888	3160913156	2960278332	1324745142	2676136588	1189125574	2921916584	2767585306	2414129544	1093586708	2633757824	2167746974	1857609472	873154776	2800576044	1185420681	2618833256	1764742312	3416499482	2534704180	5135214792	1342877396	15130992	1251821424	1206312172	1637693000	829732988
2025-12-22	0	0	582999328	0	0	661595995	0	0	0	0	0	0	0	0	430591020	993970114	0	1064304640	0	0	0	0	0	0	0	0	0	849346560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	473802488	525731424	0	0	0	0	0	0	0	0	0	0	0	536792928	0
2025-12-29	789307368	1353732908	4247296	129955572	98871409	107657268	99807812	0	0	0	6413924	660126380	0	6215710	6575328	6627402	7834928	0	903955528	725237212	4668200	918307404	6336990	11183796	6736128	6682332	876227662	8408946	9218464	6800166	2503962	4114568	5861062	2161873	0	4114568	4114568	4180932	2620006	6437640	1405714	0	6353990	6467836	0	4844572	0	0	0	0	0	0	0	0	0	0	1023061716	0	0	0	0	677291656
2026-01-05	1012165180	1391586012	35159292	981662140	76230098	893410552	1198453732	1116725972	51038772	794429805	41957856	27476440	21814328	938935852	39988172	42627062	825363260	44508148	39169100	28288178	30927420	34161972	46385348	41419908	39255580	37286272	1152529098	1344821776	41386608	34168884	37508414	1073297992	32602480	1068567586	857906954	917557912	34331380	1127521471	35963800	33050932	264324154	45668936	38853116	996704728	1080645728	1317011640	0	0	0	1393817532	1171218785	0	0	0	0	0	0	0	1251821424	2022210904	0	0
2026-01-12	0	0	974103564	2819035128	0	2582476305	0	0	0	0	2091142072	0	0	0	1810277208	2171917658	0	1413742500	0	0	2387311400	0	0	0	2540276100	0	579011804	2824542026	0	0	0	0	0	0	0	0	0	1464895365	0	0	1179497234	0	0	0	0	0	0	2039026368	1701579968	2798120824	2352923330	0	3323444988	1979783441	0	1662712928	0	0	0	0	814665568	0
2026-01-19	2449224520	889759260	26757728	19850184	18836307	22023592	17084904	16261056	651973070	23306719	12960576	22591352	21396716	23226246	19526892	20944030	19390216	13884832	23662220	10579702	24456032	19870264	17983100	30236112	22796580	11858724	13523560	17434450	1052539072	23652334	30787780	521601612	789919238	12751974	16951564	24035692	21938600	7282833	21897376	948867772	22280220	16306924	1111371000	14329316	839473248	24030812	0	0	0	0	0	0	0	0	0	0	0	697017866	0	0	0	0
2026-01-26	22617328	22148116	20001932	685523872	573055091	26185619	858430280	37919092	36547680	25279836	30148852	10314012	23364168	32649934	36460296	16033094	27818444	26774204	29893004	36213320	17432808	29582856	704240653	732426684	30627896	25800232	29716376	31531418	29718808	840681430	898347446	18473780	19951260	672232602	579281004	23982938	10960656	33710448	787421352	25020224	879385648	1023783624	32898138	30384096	0	39471008	0	0	0	1042544572	819945825	901775360	0	0	986128068	0	0	0	927989760	0	0	0
2026-02-02	19928068	21689388	21408908	20049276	16222300	19691203	13103064	627409660	25851206	10498467	20038140	17269308	567510652	16103946	15876872	16165822	20377724	15385400	22120384	10967174	18030084	21548832	10451558	25123160	12410432	814157036	19415260	17235358	12005752	21095176	9587040	15840108	14684200	10590101	18935298	20014708	1128651076	19061211	15627350	15596536	18762928	20270144	23242902	16350764	0	779440544	752676257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-09	18733516	20090832	15223724	12569816	8044786	21862310	12837608	20441988	28849456	18993059	23001136	19339516	10755008	15506670	16734312	11653070	20049880	15451764	24797840	19395402	19744188	19780452	6336990	8067612	16325908	20378816	23537176	18917999	17441468	20900372	15807386	22333336	23377884	15312031	8560956	28282988	9979138	23507599	16290990	10751300	17025394	21293534	10832834	11572556	0	16398952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	12179312	12240624	11534004	5436752	13673713	11549145	13810644	21852216	2865522	15793953	21038072	21500428	17892508	8117760	8505176	2512834	0	2363300	7358972	4114568	7045944	9271492	11447018	9824796	6669764	8586456	8612624	2147189	10346652	8888488	6618530	1449564	5927426	13216522	10492698	12529186	4512752	6951013	2620006	10684936	10033034	16306924	8726140	6733292	0	7734928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	16799332	30703252	30574252	20307236	10648915	13396272	11160004	18671656	31968564	12440826	18004240	12384220	22677060	12165964	28486032	18232104	27291508	14098680	31360444	20324498	15629620	24160476	19210062	22500320	10518876	23431560	18965408	21283562	29241996	18940490	23819560	18805600	19661500	22507482	15484370	19868370	14027342	21135702	14398244	15729264	20530616	21682408	23641086	11644228	0	35120644	0	0	0	0	0	0	0	4579116	0	0	6985564	0	0	0	0	0
2026-03-02	6753296	0	6423976	0	6079677	0	6750624	4114568	0	2105845	0	6158928	0	0	0	0	0	6345140	0	0	0	6593484	6536082	8728328	0	0	0	0	0	0	5176392	1449564	0	0	0	0	4977300	0	0	0	0	0	4645480	6799656	5868188	0	0	0	4512752	0	1605985	2360884	4352596	0	12692720	4247296	0	0	5309120	2391384	0	0
2026-03-09	0	0	0	7081276	0	0	0	0	2865522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5728334	0	0	3835502	0	6486465	0	4180932	0	0	0	0	0	0	6239785	0	0	2406332	0	0	0	0	0	0	0	7109550	0	0	7436396	0
2026-03-16	29964864	9743868	18568588	6974740	10540807	22677583	4608472	9911608	13839322	41025907	11609912	10937136	9029544	25040580	26627840	16382910	34048708	22206136	22467668	20230308	34056092	36016184	15029130	9858612	10817696	10888764	24215512	26569141	4765116	11348244	18842260	14114644	16168512	12581021	13486264	34999362	4750324	23888576	12571862	13140736	3595726	21009458	7580998	28929396	0	7771632	0	20705568	10286420	0	0	0	9755508	11215516	0	18250100	25218320	0	0	14533716	10551876	0
