week_start	Neurophysiology	Video
2024-05-20	536413120909	40263941690
2024-05-27	72163028	0
2024-06-03	33933144	133362905
2024-06-10	3834742712	23844912
2024-07-08	1585680320	0
2024-07-22	391177823	305136264
2024-07-29	17482118814	344861128
2024-08-05	175101480	0
2024-08-26	48302104268	1364335956
2024-09-02	157535669810	4989632552
2024-09-09	238773306023	11066947107
2024-09-16	1613775577	54545175
2024-09-23	3831670553	0
2024-09-30	12861743	16311492
2024-10-07	245081769	378050552
2024-10-14	0	179680280
2024-10-21	4974618393	194223056
2024-10-28	350266873	256398312
2024-11-11	41585640	87715212
2024-11-18	3830888685	29020044
2024-12-02	111579742	1865162879
2025-01-20	31443840	245262260
2025-02-10	794939580	75596232
2025-02-17	0	500826923
2025-02-24	265248576	21093576
2025-03-03	411760	0
2025-03-10	108696	0
2025-03-17	108696	0
2025-03-24	108696	0
2025-03-31	108696	7860960
2025-04-07	108696	0
2025-04-14	108696	0
2025-04-21	10524468	0
2025-04-28	108696	0
2025-05-05	15528	0
2025-05-12	325058560	0
2025-05-19	48240	69962016
2025-06-23	6208345	0
2025-07-14	833382	0
2025-07-21	67970728556	4339331979
2025-07-28	90586466633	11540890873
2025-08-04	140074432913	10993403404
2025-08-11	119469544434	8083118120
2025-08-18	85816628046	1339999700
2025-08-25	35136122387	9426820347
2025-09-01	88148296830	4532110651
2025-09-08	147591320398	3861562419
2025-09-15	42864	55092228
2025-09-22	21799777	0
2025-09-29	12087611	0
2025-10-06	1148967800	0
2025-10-13	1327244301	0
2025-10-20	440573396	0
2025-10-27	439840227	0
2025-11-03	6216767925	0
2025-11-10	4955992258	0
2025-11-17	3097725578	0
2025-11-24	3115520997	0
2025-12-01	3143715664	0
2025-12-08	2681569176	500826923
2025-12-15	40403428469	74341302250
2025-12-22	577013015831	2741639559
2025-12-29	259721140191	633049313
2026-01-05	71962802580	591761885
2026-01-12	113851016377	36075108720
2026-01-19	73369216517	11552612138
2026-01-26	104164858989	21409239472
2026-02-02	208821699826	3917233476
2026-02-09	1797008588	0
2026-02-16	4035667085	81866576
2026-02-23	19365732432	0
2026-03-02	232646924	196608
2026-03-09	81253094	560660771
2026-03-16	2595897274	680862867
2026-03-23	1126421734	230391636
2026-03-30	102422775	315355512
2026-04-06	379308080	259346172
2026-04-13	350934632	187680420
2026-04-20	2222755681	399336768
2026-04-27	982924595	264390288
2026-05-04	0	5961229
2026-05-11	18052009443	826117405
2026-05-18	724764213	126233916
2026-05-25	889755652	22010688
2026-06-01	522322282	1768716
2026-06-08	9359699261	158856900
2026-06-15	2871370751	603357738
2026-06-22	1193961085	27382344
2026-06-29	518502296	17640283175
