region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	3536771009	628	356	97
AWS/ap-southeast-1	724100147	132	132	0
GitHub	1474347153	3227	561	443
AWS/us-east-1	2057782532	289	73	72
USA	502303271	105	0	24
CHN	2763341139	383	0	76
USA/NC	497205720	72	72	0
USA/MA	2409430580	200	1	103
MEX/CMX	53191555	148	47	47
AWS/us-east-2	313667928	15	15	0
USA/CA	15951548	12	4	4
GCP/us-central1	148518998	7	7	0
FRA/IDF	14992637	49	13	13
DEU/NW	3300228	9	3	3
USA/IL	11414944	6	2	2
IRQ/DA	8188500	1	1	0
BGD/C	18342240	2	2	0
UZB/TK	1113636	1	1	0
AZE/BA	19455876	1	1	0
VNM/13	1179144	1	1	0
MEX/CAM	12381012	1	1	0
VNM/CT	10153740	1	1	0
PRY/2	19848924	1	1	0
EST/37	20332529	1	1	0
CHE/VD	2243824	6	2	1
ARE/SH	6681816	1	1	0
BLR/VI	7533420	1	1	0
URY/MO	10546788	1	1	0
BGD	6812832	1	1	0
