date	bytes_sent	number_of_requests	number_of_downloads
2025-07-16	2099392409	560	140
2025-07-17	434143292	880	80
2025-07-26	41940092	<50	<50
2025-07-27	20856500	<50	<50
2025-07-28	103882863	<50	<50
2025-07-29	20792065	<50	<50
2025-07-30	41317205	<50	<50
2025-07-31	41915264	<50	<50
2025-08-01	41397346	<50	<50
2025-08-02	42451322	<50	<50
2025-08-03	41771847	<50	<50
2025-08-04	62821561	<50	<50
2025-08-07	21223724	<50	<50
2025-08-09	62838312	<50	<50
2025-08-10	62078648	<50	<50
2025-08-11	63529446	<50	<50
2025-08-12	62965811	<50	<50
2025-08-13	104813005	<50	<50
2025-08-14	126309647	<50	<50
2025-08-15	63204293	<50	<50
2025-08-16	104744451	<50	<50
2025-08-17	63402217	<50	<50
2025-08-18	41814536	<50	<50
2025-08-21	21011243	<50	<50
2025-08-22	83712317	<50	<50
2025-08-27	63176803	<50	<50
2025-08-28	83609884	<50	<50
2025-08-29	21328162	<50	<50
2025-08-30	21257262	<50	<50
2025-08-31	62451638	<50	<50
2025-09-02	63259840	<50	<50
2025-09-03	20913977	<50	<50
2025-09-04	42052178	<50	<50
2025-09-06	42261075	<50	<50
2025-09-07	41687486	<50	<50
2025-09-08	41883715	<50	<50
2025-09-10	63273496	<50	<50
2025-09-11	42054391	<50	<50
2025-09-12	20849669	<50	<50
2025-10-08	20933066	<50	<50
2025-12-14	41940092	<50	<50
2025-12-16	523564892	80	80
2025-12-17	41287502	<50	<50
2025-12-18	1509071900	80	80
2025-12-19	497205720	80	80
2025-12-20	41839459	<50	<50
2025-12-21	41990748	<50	<50
2025-12-22	41706134	<50	<50
2025-12-24	21251503	<50	<50
2025-12-27	20981454	<50	<50
2025-12-28	41814536	<50	<50
2026-01-01	20920574	<50	<50
2026-01-03	42184490	<50	<50
2026-01-05	20949010	<50	<50
2026-01-06	42144267	<50	<50
2026-01-09	20413211	<50	<50
2026-01-11	42023791	<50	<50
2026-01-16	251197518	<50	<50
2026-01-17	690414129	60	<50
2026-01-18	626844912	60	<50
2026-01-19	188115951	<50	<50
2026-01-22	20987191	<50	<50
2026-01-23	83289418	<50	<50
2026-01-24	20975582	<50	<50
2026-01-26	63281143	<50	<50
2026-01-27	167598238	<50	<50
2026-01-28	62738678	<50	<50
2026-01-29	126566571	<50	<50
2026-01-30	63277918	<50	<50
2026-01-31	84273571	<50	<50
2026-02-01	125740320	<50	<50
2026-02-02	42384676	<50	<50
2026-02-03	20909535	<50	<50
2026-02-04	62703705	<50	<50
2026-02-05	62042083	<50	<50
2026-02-20	183063856	60	<50
2026-02-25	30460241	<50	<50
2026-02-26	18301463	<50	<50
2026-02-27	31707271	<50	<50
2026-02-28	27703306	<50	<50
2026-03-01	33809852	<50	<50
2026-03-02	22711532	<50	<50
2026-03-03	23098289	<50	<50
2026-03-04	18489122	<50	<50
2026-03-05	21539968	<50	<50
2026-03-06	25916851	<50	<50
2026-03-07	36689716	<50	<50
2026-03-08	33232592	<50	<50
2026-03-09	23175597	<50	<50
2026-03-10	9739760	<50	<50
2026-03-19	462027924	60	60
2026-03-26	15026160	<50	<50
2026-04-21	570876935	<50	<50
2026-05-12	20332529	<50	<50
2026-05-14	4785475	<50	<50
2026-05-15	4561237	<50	<50
2026-05-16	62810415	<50	<50
2026-05-17	57819885	<50	<50
2026-05-18	303468317	60	60
2026-05-19	336806016	<50	<50
2026-05-20	20700498	<50	<50
2026-05-21	20944711	<50	<50
2026-05-22	15177244	<50	<50
2026-05-23	17965490	<50	<50
2026-05-24	26559235	<50	<50
2026-05-25	4834603	<50	<50
2026-05-26	3413273	<50	<50
2026-05-27	23856030	80	<50
2026-05-28	21924661	60	<50
2026-05-29	3374039	<50	<50
2026-05-30	1230133	<50	<50
2026-05-31	7435439	<50	<50
2026-06-01	1032653	<50	<50
2026-06-02	27709884	<50	<50
2026-06-03	4717738	<50	<50
2026-06-04	14478717	<50	<50
2026-06-05	1045143	<50	<50
2026-06-07	23910420	<50	<50
2026-06-10	59905640	60	<50
2026-06-11	2038822	<50	<50
2026-06-12	15498796	60	<50
2026-06-13	12521374	<50	<50
