region	bytes_sent
GitHub	5032598569
US/California	444087762
US/New York	299208037
AWS/us-east-1	288179966
NL/North Holland	176537549
US/Washington	142552658
CA/Ontario	142552658
US/New Mexico	142552658
SE/Västra Götaland	142552658
AWS/us-east-2	98032912
CA/Quebec	76650432
PT/Lisbon	70979783
VPN	38228455
CN/Shanghai	26861002
GB/England	12050606
HK/Hong Kong	11201157
AWS/ap-southeast-1	7885630
US/Massachusetts	5411199
IT/Sardinia	4453412
CA/British Columbia	3211187
DE/Bavaria	2177806
US/Missouri	2159211
US/Maryland	1844790
GCP/us-central1	1088903
US/Rhode Island	922395
IN/Maharashtra	856466
VN/Ho Chi Minh	423833
VN/Kiên Giang Province	423833
