region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/NH	40169566451	187378	28979	20099
USA/NV	443780297	618	617	1
USA/VT	3633796641	17059	2668	613
CHN	861774075	1251	1249	1
PRT/11	71629093	146372	15	159
GitHub	6595055322	124156	5115	4880
NLD	221114694	325	325	0
USA/MA	213145931	331	13	280
HKG	19874237	24	24	0
AWS/us-east-2	132280675	187996	47	214
SWE/O	142552658	197	197	0
VPN	1070587679	1539	1473	19
USA/NY	304327135	20861	402	4
CAN/ON	143641561	198	198	0
AWS/us-east-1	1014516438	1094	623	465
USA/CA	159274156	267	224	8
AWS/ap-southeast-1	337646806	468	468	0
USA/NM	285105316	394	394	0
USA	76814928	116	116	0
USA/WA	142939942	198	198	0
GCP/us-west1	1751000	2	2	0
CAN/QC	136727515	126	63	63
JPN	142552658	197	197	0
CHN/BJ	142552658	197	197	0
IND/BR	359784	1	1	0
ZAF/KZN	359784	1	1	0
GBR/ENG	457684113	646	646	0
HKG/KKC	16407599	13	13	0
GCP/us-east1	1730509	2	2	0
USA/VA	22068837	40	32	4
USA/IL	74735195	117	110	2
IDN/JK	585370	1	1	0
IDN/JB	585370	1	1	0
COL/SAN	585370	1	1	0
USA/MI	585370	1	1	0
USA/MD	12561843	59	17	14
MEX/CMX	92653353	371	93	63
SEN/DK	339293	1	1	0
DOM/01	1404966	2	2	0
GCP/us-central1	14590444	21	21	0
FRA/IDF	12903153	69	15	13
FRA/PDL	339293	1	1	0
MEX/ROO	339293	1	1	0
BRA/SP	11228618	15	15	0
SGP	4591359	7	7	0
VNM/HN	6541755	12	12	0
ARG/B	8131378	10	10	0
VNM/SG	13234641	21	21	0
OMN/MA	1843739	2	2	0
URY/MO	3542133	4	4	0
EGY/GZ	1055896	1	1	0
VNM/54	1039000	1	1	0
AZE/BA	2100824	2	2	0
VEN/A	4136750	8	8	0
BGD	11803472	17	17	0
BRA/BA	1538981	2	2	0
SAU/04	582703	1	1	0
UKR/51	339336	1	1	0
TUN/61	339336	1	1	0
MAR/02	339336	1	1	0
DZA/09	1732980	2	2	0
NOR/03	339336	1	1	0
DZA/16	339336	1	1	0
CHL/RM	1795109	3	3	0
BRA/RS	3173642	4	4	0
VNM/22	1205622	2	2	0
SAU/02	2019734	3	3	0
PHL/40	1079171	1	1	0
NOR/50	16587279	28	0	9
VNM/43	1112408	1	1	0
PRY	1112408	1	1	0
MYS/12	995460	1	1	0
BRA/CE	1410211	2	2	0
BGD/C	1372687	2	2	0
RUS/ROS	649310	1	1	0
SAU/01	1667431	2	2	0
MEX/TAM	649310	1	1	0
MYS/10	2691196	3	3	0
USA/WV	1129879	1	1	0
CHL/BI	2079684	2	2	0
JOR/AM	3188914	4	4	0
RUS/KDA	731835	1	1	0
BRA/MG	5552857	6	6	0
VNM/HP	1520057	2	2	0
EGY/C	1920882	3	3	0
BRA/SC	566626	1	1	0
UKR	1265762	2	2	0
VNM/20	924383	2	2	0
ZAF/WC	3112636	4	4	0
ARE/SH	652462	1	1	0
IRQ/BG	4627443	7	7	0
PSE	360135	1	1	0
IND/DL	360135	1	1	0
VEN/I	360135	1	1	0
PAK/PB	6622456	9	9	0
PHL/11	905664	2	2	0
MEX/NLE	1110104	1	1	0
VNM/DN	4633082	7	7	0
COL/HUI	1024290	1	1	0
RUS	1024290	1	1	0
HUN/BZ	929096	1	1	0
MEX/DUR	1024290	1	1	0
MAR/03	1286152	2	2	0
DEU/HH	1007519	3	3	0
USA/TX	2332343	4	4	0
KEN	384764	1	1	0
PHL/03	1584599	3	3	0
ZAF/GP	3367145	5	5	0
SYR	2547244	3	3	0
BRA/GO	2236112	3	3	0
FRA/NAQ	1093903	1	1	0
DZA/13	1061824	1	1	0
CHE/AG	3295394	16	4	4
JPN/13	614930	4	1	1
USA/RI	922395	3	0	1
CAN/BC	307465	1	1	0
COL/DC	6277550	7	7	0
USA/LA	718430	2	2	0
CHL/AN	307465	1	1	0
DEU/SL	1623220	3	3	0
ISL/1	536219	1	1	0
UKR/61	536219	1	1	0
BRA/RJ	2549007	3	3	0
IND/MH	1719198	5	5	0
VNM/35	979865	2	2	0
DZA/31	572874	1	1	0
ARG	572874	1	1	0
VNM/39	1966996	2	2	0
UKR/14	851850	2	2	0
RUS/MOW	883466	2	2	0
NGA/LA	1654625	2	2	0
ROU/B	1352248	2	2	0
CRI/SJ	588644	1	1	0
ARG/C	604502	1	1	0
IND/UP	604502	1	1	0
BFA/03	604502	1	1	0
USA/OK	604502	1	1	0
ARE/DU	298159	1	1	0
COG/BZV	1128188	1	1	0
IDN/JI	1637377	2	2	0
MEX/MOR	1478273	1	1	0
MAR/09	1147754	2	2	0
VNM/66	606618	1	1	0
BRA/AM	848894	2	2	0
PAK	606618	1	1	0
MAR/06	2820816	4	4	0
IND/KL	559987	1	1	0
TUR/33	342985	1	1	0
VNM/CT	1923164	3	3	0
MEX/GUA	909641	2	2	0
MYS/14	342985	1	1	0
IRQ	946167	2	2	0
FRA/PAC	342985	1	1	0
BGD/E	660070	1	1	0
VEN	377032	1	1	0
PAK/IS	623432	1	1	0
ESP/AN	553998	1	1	0
COL/VAC	1138016	2	2	0
USA/TN	582035	1	1	0
IND/GJ	582035	1	1	0
IND	1304228	2	2	0
PRY/11	1393644	1	1	0
EGY/ALX	1128188	1	1	0
TUR/06	2124881	1	1	0
IND/CH	561459	1	1	0
VEN/V	1075866	1	1	0
GBR	626681	1	1	0
IND/TS	1448337	2	2	0
VEN/M	598364	1	1	0
BGD/B	500485	1	1	0
CYP/01	352815	1	1	0
EST/37	696186	2	2	0
CHE/VD	625724	4	2	1
HTI/OU	643938	2	2	0
CHN/SH	210462	1	0	1
IRN	751382	1	1	0
ARG/Y	751382	1	1	0
IND/RJ	433476	1	1	0
IDN/SN	433476	1	1	0
NGA/FC	1451597	2	2	0
NAM/KH	1561664	2	2	0
BRA/PR	1360486	2	2	0
BRA/PE	403212	1	1	0
DEU/NW	4447874	17	4	3
HND/AT	315854	1	1	0
ESP/CT	358292	1	1	0
TUR/34	1311802	3	3	0
GEO/TB	358292	1	1	0
COL/ANT	700414	2	2	0
IND/OD	296142	1	1	0
IDN	1670208	2	2	0
USA/FL	565142	1	1	0
RUS/NIZ	565142	1	1	0
ITA/62	4453412	4	4	0
ARG/X	1113353	1	1	0
BOL/S	1113353	1	1	0
PRY/10	1113353	1	1	0
