week_start	Neurophysiology
2024-11-04	1384222238400
2024-11-11	963220492
2024-11-18	2182911132
2024-12-02	243797520
2025-02-03	337235184
2025-03-17	154074816
2025-05-12	156561332
2025-07-28	469947547628
2025-08-04	649355970992
2025-08-11	104962272888
2025-08-18	383578173096
2025-08-25	207752565776
2025-09-01	124704992888
2025-09-08	185567086364
2025-10-06	13240948
2025-12-15	207130829556
2025-12-22	1646831143892
2025-12-29	192721485776
2026-01-12	86165922464
2026-01-26	911242868316
2026-02-16	148636636
2026-02-23	67496252
2026-03-02	47614800
2026-03-16	98655048
2026-03-23	124103712
2026-03-30	95330692
2026-04-06	47296776
2026-04-13	53913084
2026-04-20	257380932
2026-04-27	125382312
2026-05-04	2161764
2026-05-11	66828116
2026-05-18	113767648
2026-05-25	42800912
2026-06-01	129570516
2026-06-08	96467984
2026-06-15	90982772
2026-06-22	30361744
2026-06-29	20592328
2026-07-06	791499483
2026-07-13	2244644
