region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	1577188688412	229	176	27
USA	471379958308	46831	14	5
AWS/us-east-1	1383515469492	164951	42	14
USA/MA	2129119517115	40755	0	46
USA/WA	1084576896	109	11	6
AWS/us-west-2	20183196	26	6	2
ITA/75	167358960	7	2	1
CHN	997408790780	87078	0	15
GitHub	248021072	532	102	78
GBR/ENG	310636148	29	14	14
AWS/ap-southeast-1	153812784	30	30	0
USA/MD	95723932	63	20	15
MEX/CMX	41610920	152	35	35
FRA/IDF	21987536	66	13	13
USA/VA	2086155816	23	23	0
CHE/VD	2624808	11	2	1
USA/TX	8837112	6	1	1
USA/MN	47034744	1	1	0
USA/NY	210880084	66	5	2
USA/IL	132547512	11	5	2
USA/FL	55243200	2	0	1
USA/CA	5376144	13	4	4
SLV/SS	7926468	1	1	0
VNM	1375668	1	1	0
VNM/SG	25024056	2	2	0
VNM/26	9040104	1	1	0
VNM/HN	10874328	2	2	0
BRA/RS	22469244	1	1	0
UKR/26	16442508	1	1	0
AZE/BA	14673792	1	1	0
BRA/SP	8647056	1	1	0
VEN/B	2685828	1	1	0
VNM/52	1965240	1	1	0
VNM/37	3013368	1	1	0
COL/SAN	11529408	1	1	0
ECU/P	5961228	1	1	0
IRQ/BG	8385024	1	1	0
ALB/12	9171120	1	1	0
CHL/RM	10546788	1	1	0
