week_start	Neurophysiology
2026-01-19	15537468400
2026-01-26	7073615676
2026-02-02	6132918772
2026-02-09	8798895392
2026-02-16	10553622708
2026-02-23	14061002206
2026-03-02	7534663047
2026-03-09	275637639
2026-03-16	14454491348
2026-03-23	978959590
2026-03-30	48703648
2026-04-06	1081165220
2026-04-13	83917816
2026-04-20	5799458630
2026-04-27	6350525290
2026-05-11	7679307418
2026-05-18	3533549638
2026-05-25	1430959020
2026-06-01	2208737688
2026-06-08	8352562892
2026-06-15	9783202152
2026-06-22	2624590622
2026-06-29	5280596068
2026-07-06	7191258162
2026-07-13	23301627588
2026-07-20	389291614
2026-07-27	8059225364
2026-08-03	328145576
2026-08-10	574051748
