region	bytes_sent
GitHub	379784952
GB/England	294329312
US/California	180303588
HK/Hong Kong	139861760
CN/Shanghai	137667636
US/Washington	136943541
CA/Quebec	123401812
VPN	93425152
US/Massachusetts	76257456
AWS/us-east-1	74426544
JP/Tokyo	52012184
DE/Baden-Wurttemberg	42093784
US/Texas	40533808
GCP/europe-west4	38128728
GCP/us-west1	38128728
GCP/asia-east1	38128728
US/Pennsylvania	38128728
US/Georgia	38128728
AWS/us-east-2	33166320
IN/Arunachal Pradesh	31434628
GCP/us-central1	28436928
AWS/ap-southeast-1	14113468
IN/Maharashtra	10908800
IN/Mizoram	6694100
US/New York	6246080
US/Maryland	6083376
US/Rhode Island	5714532
