region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	140694693507	14739	2	3
USA/MA	615516127399	11679	2	43
AWS/us-east-1	352083757265	41980	0	12
VPN	355686852528	978	123	49
CHN	372297397621	60454	7	13
AWS/ap-southeast-1	83326176	18	18	0
MEX/CMX	1018944476	1405	61	47
GCP/us-east1	194103168306	12	12	0
GitHub	1280123297	4793	126	104
USA/NY	352620275650	1134	36	21
AWS/us-west-2	40310244	124	6	2
ITA	141142234	340	12	15
USA/WA	914689595	893	2	14
GBR/ENG	375422810	27	13	13
USA/PA	312709578024	82	13	3
USA/DC	204293463	511	33	15
USA/VA	352083757265	12	12	0
USA/TX	197472482060	7457	57	14
KOR/30	367314598409	24	14	6
VNM/22	6223260	1	1	0
USA/IL	41764500	52	3	2
FRA/IDF	478942210	261	14	7
AWS/ap-northeast-1	378493453372	21	15	6
TUR/34	451059279	1918	35	12
CHN/HB	2013065865	1166	0	12
TWN/TAO	178481316	963	35	12
ITA/25	1763203210	683	6	11
JOR/AM	7920910531	820	47	20
ITA/52	335778581	92	0	8
CAN/BC	86329573	254	15	12
JPN/28	44463125504	11	11	0
AUT/5	746197337	313	13	3
bogon	632127708	6	6	0
CHE/VD	162462321	150	6	6
VNM/SG	57516024	3	3	0
USA/CA	20306568973	107	8	9
JPN/13	10368604020	2	2	0
AWS/us-east-2	117491423	763	4	3
USA/MD	186006764	199	12	7
JPN/12	439485698	5	0	3
USA/NM	79120084	23	0	1
FRA/ARA	73144712	53	1	1
DEU/BW	53815787	14	1	2
CAN/QC	8976074	4	0	1
HKG	51751320	4	4	0
NOR	481920	1	0	1
CHN/BJ	28592295693	4	4	0
USA/NJ	1119228433	310	0	1
JOR	7140372	1	1	0
SGP	19783416	2	2	0
AZE/BA	1113636	1	1	0
COL/CAQ	2030748	1	1	0
