region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
HKG/KKC	506747839	66	0	9
GitHub	34036670173	105603	1193	880
CHN	4835055043	720	28	372
VPN	12436485270	550	346	13
CAN/ON	3444214034	57	57	0
AWS/us-east-1	4409623917	605	66	56
USA/MA	8642330679	1406	6	63
AWS/us-east-2	674220008	19	11	1
NOR/50	498356456	101	0	2
GCP/us-central1	2997174258	55	55	0
USA/WA	2032671687	77	51	7
USA	649635240	130	4	11
CAN	1715556217	28	28	0
AWS/ap-southeast-1	491572032	80	80	0
NLD/NH	1910566853	70	38	1
DEU/NW	1803037785	178	31	1
ITA/45	1600212857	318	0	28
USA/NV	239824788	28	28	0
DEU/NI	1715556217	28	28	0
USA/IL	580222362	156	23	2
MEX/CMX	919208812	1892	103	81
ZAF/GP	1048128	1	1	0
DEU/BW	3477936340	62	57	4
IRL	19521384	1	1	0
COL/DC	1113636	1	1	0
USA/VA	103699164	5	5	0
USA/MD	61267892	140	10	10
MYS/14	917112	1	1	0
ARG/X	1310160	1	1	0
PRY/ASU	1375668	1	1	0
DZA/31	2161764	1	1	0
NLD	671888396	28	9	9
CAN/QC	1242754783	22	22	0
BRA/SP	10546788	4	4	0
USA/CA	667765581	166	33	9
VNM/21	1048128	1	1	0
USA/PA	279514124	363	20	7
SGP	1048128	1	1	0
MYS/10	917112	1	1	0
VNM/37	1113636	1	1	0
VNM	851604	1	1	0
VNM/SG	15197856	1	1	0
VNM/HN	12839568	1	1	0
ECU/P	13887696	1	1	0
SYC	5175132	2	2	0
BRA/MG	6026736	1	1	0
USA/NY	841177013	1540	25	3
EST/37	35108420	1	1	0
CHE/VD	7948664	50	2	1
TUR/01	1113636	1	1	0
BEN/LI	1113636	1	1	0
CRI/C	4258020	1	1	0
TWN/CYI	1375668	1	1	0
URY/MO	4651068	1	1	0
IND/RJ	982620	1	1	0
HUN/CS	14739300	1	1	0
RUS/KDA	2030748	1	1	0
BRA/RS	1637700	1	1	0
MAR/09	1113636	1	1	0
BRA/SC	6354276	1	1	0
UKR/74	2096256	1	1	0
BRA/DF	4389036	1	1	0
AWS/us-west-2	157765440	566	6	2
BRA/RJ	3537432	1	1	0
TUR	1441176	1	1	0
IND/TS	917112	1	1	0
MEX/NLE	1441176	1	1	0
VEN/J	851604	1	1	0
CAN/BC	1113636	1	1	0
ETH/AA	2816844	2	2	0
ECU/O	3340908	1	1	0
USA/TN	983909089	221	0	3
NZL/AUK	18538764	1	1	0
ITA/25	22431928	27	1	1
ITA/88	135847896	3	3	0
GBR/ENG	45282632	1	1	0
USA/IN	6419784	1	1	0
CHN/SH	98516638	2	2	0
FRA/IDF	13090236	24	3	3
HKG	1375668	1	1	0
ESP/MD	2227272	1	1	0
ISL/1	1048128	1	1	0
SAU/01	1572192	1	1	0
ECU/C	4127004	1	1	0
CHL/RM	4585560	1	1	0
