region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	659920013	135	54	27
GitHub	390379321	1053	69	54
VPN	556126146	841	12	31
CAN/BC	23951490	1	1	0
USA/IL	123588571	83	7	1
FRA/IDF	3063024	10	2	2
HUN/BU	37519004	78	8	3
ESP/CT	8043027	4	0	2
GCP/us-west4	20531184	40	1	1
GCP/europe-west4	4175800	24	1	1
USA/DC	20727708	40	1	1
