region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
AWS/us-east-1	354660247064	42290	0	20
USA/MA	720148122151	8137	20	58
USA/WA	1188421134453	18772	340	98
AWS/us-west-2	148052594005	95439	1301	168
DEU/BE	2052697228208	5122	273	67
AWS/us-east-2	19037504089	5504	65	60
VPN	8977800804	6825	64	55
AWS/ap-southeast-1	18080208	10	10	0
USA/CA	899177203140	42249	139	80
USA/VA	953947221309	55836	345	96
CHE/VD	49054127407	1223	48	21
GH-actions	2914648262707	33783	325	120
JPN/11	4866805282	742	0	20
CAN/AB	394218621479	22163	51	24
CAN/BC	179437871278	13750	288	64
KOR/41	5692281984	6830	146	20
USA/PA	92646521794	3810	29	21
IRN	139901892211	3231	37	29
USA/CT	209449200993	135	23	11
NOR/03	23449796548	7	7	0
FRA/IDF	17891996905	23	6	4
MEX/CMX	35070620	79	8	3
AWS/ap-northeast-1	1032	2	0	1
AUT/3	558070381	374	6	7
SGP	12609652	65	5	4
IRN/23	3018747491	214	2	2
USA	6290459	41	1	1
CHN/GD	12902400	126	0	1
CHE/ZH	770048	47	0	1
BEL/BRU	1466906	119	0	3
USA/NY	55480	2	0	1
TUR/35	11673888	27	2	1
NLD/ZH	115542633	103	2	1
IND/MH	55944	2	0	1
USA/IL	12008716	69	2	2
GBR/ENG	54306132	1	1	0
