region	bytes_sent
US/California	292296170375
NL/North Holland	104902259786
IR/Fars	98069732859
AWS/us-east-1	94857903796
GCP/us-central1	70083946503
AWS/us-east-2	15536854562
GCP/us-west4	10986087348
GB/England	9079452567
CA/British Columbia	6687566984
VPN	6420044564
KR/Seoul	5751464319
GitHub	4389786227
NL/Groningen	4328912179
US/Georgia	2527882082
CA/Quebec	2075317911
CN/Shanghai	1438134803
HK/Hong Kong	512585767
AWS/ap-southeast-1	200260653
BE/Flanders	191006530
AWS/ap-northeast-2	191006530
FR/Île-de-France	131162083
US/Connecticut	78258016
US/Virginia	65203583
PT/Lisbon	61191319
US/Pennsylvania	52938474
US/New York	21947576
US/Maryland	18990840
HU/Budapest	17254640
VN/Ho Chi Minh	14488909
US/Rhode Island	13410348
IN/Maharashtra	11097354
VN/Kiên Giang Province	10018793
RU/Moscow	9423688
US/Washington	5548677
SE/Stockholm	4470116
