region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	5254663652	1612	179	56
AWS/us-east-1	217252532698	26008	201	86
USA/MA	234111982859	4593	0	105
AWS/ap-southeast-1	748101360	151	151	0
GitHub	4566412384	5512	255	254
JPN/26	79429656	336	54	53
MEX/CMX	1029660301	788	114	104
VNM/37	12446520	1	1	0
TUR/34	4389036	1	1	0
BRA/GO	14346252	1	1	0
USA/CA	24624291357	92	58	6
CAN/ON	12194976602	121	12	8
USA/VA	1042036976	524	3	34
USA/DC	58498644	20	20	0
USA/IL	14216636	33	2	2
VNM/56	11136360	1	1	0
AWS/us-east-2	876188383	4	4	0
DEU/NW	3849120	14	3	3
UZB/TK	24565500	1	1	0
BGD/D	2685828	1	1	0
NIC/MN	5240640	1	1	0
MYS/14	1048128	1	1	0
BGD	8581548	2	2	0
FRA/IDF	20617988	73	13	13
VNM/39	10415772	1	1	0
VNM/SG	47165760	4	4	0
CHL/RM	13560156	1	1	0
PRT	26268836	17	1	1
UKR/63	12118980	1	1	0
IDN/YO	24565500	3	3	0
MEX/MEX	9236628	1	1	0
AWS/us-west-2	30585964	118	12	4
USA/WA	4307676	16	4	4
USA	3586257808	108	13	4
CHN/GD	75323596	74	1	2
CRI/SJ	4847592	1	1	0
PRY/ASU	10219248	1	1	0
TWN/TAO	982620	1	1	0
CHE/VD	6339824	13	2	2
SGP	91376497	3	3	0
VNM	48475920	2	2	0
USA/MI	4533836	5	1	1
GCP/asia-south1	1224312	4	1	1
JPN/13	1946568776	1	1	0
BRA/MG	10874328	1	1	0
HND/FM	2358288	1	1	0
KEN/30	6092244	1	1	0
VNM/35	11136360	1	1	0
OMN/MA	12249996	1	1	0
TUR/35	19652400	1	1	0
MEX/HID	5044116	1	1	0
IRQ/DA	6485292	1	1	0
IDN/KS	12708552	1	1	0
VNM/70	11856948	1	1	0
KAZ/75	11791440	1	1	0
NPL/P3	16245984	1	1	0
JAM	2423796	1	1	0
