week_start	sub-1-24/sub-1-24_ses-20210902_obj-1pqhz3d_ecephys.nwb	sub-1-24/sub-1-24_ses-20210902_obj-gedpts_ecephys.nwb	sub-1-24/sub-1-24_ses-20210910_obj-eq8s2q_ecephys.nwb	sub-1-24/sub-1-24_ses-20210910_obj-upm9qh_ecephys.nwb	sub-1-25/sub-1-25_ses-20210813_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-1jk7zjb_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-1rygpfa_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-3bupj3_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-71jgad_ecephys.nwb	sub-1-25/sub-1-25_ses-20210902_obj-d0nf70_ecephys.nwb	sub-1-3/sub-1-3_ses-20210727_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-1cywo7h_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-1f1yoi8_ecephys.nwb	sub-1-4/sub-1-4_ses-20210122_obj-xqm54w_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1aalqcq_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1h9z86y_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1p3ux5p_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-1y5mqix_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-53lvda_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-5jl2rh_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-hylq76_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-pxlgdb_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-swe4ri_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-x8xgp_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-ysgrhv_ecephys.nwb	sub-1-4/sub-1-4_ses-20210123_obj-zktbd_ecephys.nwb	sub-1-7/sub-1-7_ses-20210119_obj-17191li_ecephys.nwb	sub-1-7/sub-1-7_ses-20210119_obj-bfdkvp_ecephys.nwb	sub-1-7/sub-1-7_ses-20210120_obj-1aj3rf1_ecephys.nwb	sub-1-7/sub-1-7_ses-20210120_obj-1ddjia0_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-1n1r2yu_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-1u23znk_ecephys.nwb	sub-1-7/sub-1-7_ses-20210122_obj-koe30f_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-11z2tk1_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-1f47s58_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-1xrh89s_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-6g7ea3_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-fa5sx0_ecephys.nwb	sub-1-7/sub-1-7_ses-20210215_obj-onbtt6_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1a9niuv_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1f7flg2_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-1yww5w6_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-pcf9dj_ecephys.nwb	sub-1-7/sub-1-7_ses-20210216_obj-s68963_ecephys.nwb	sub-1-7/sub-1-7_ses-20210923_obj-h65eia_ecephys.nwb	sub-1-7/sub-1-7_ses-20210923_obj-ixfar9_ecephys.nwb	sub-14/sub-14_ses-20210819_obj-1428qnf_ecephys.nwb	sub-14/sub-14_ses-20210819_obj-o3qd6c_ecephys.nwb	sub-14/sub-14_ses-20210914_obj-wl2o95_ecephys.nwb	sub-14/sub-14_ses-20210914_obj-zrln2a_ecephys.nwb	sub-14/sub-14_ses-20210923_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-12ituo1_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-d36pfk_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-rb0crf_ecephys.nwb	sub-18/sub-18_ses-20211005_obj-t2pj8u_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-1ujnamt_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-1yfjd13_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-buuqt4_ecephys.nwb	sub-19/sub-19_ses-20210816_obj-mv038z_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1f56z30_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1pz634v_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-1y4g3ev_ecephys.nwb	sub-19/sub-19_ses-20211007_obj-5zc4e7_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-126gdr7_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-1g2mqon_ecephys.nwb	sub-20/sub-20_ses-20210813_obj-1yv2dfq_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-15f4pr7_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-1vqhw76_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-j9dzuc_ecephys.nwb	sub-20/sub-20_ses-20210901_obj-mzw91n_ecephys.nwb	sub-20/sub-20_ses-20210924_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-5qmnm7_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-rf8bp1_ecephys.nwb	sub-21/sub-21_ses-20210814_obj-su9yp7_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-16r3w0q_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-czc6s2_ecephys.nwb	sub-21/sub-21_ses-20210929_obj-rjhs9p_ecephys.nwb	sub-23/sub-23_ses-20210819_obj-1utvkyk_ecephys.nwb	sub-23/sub-23_ses-20210819_obj-lc7b7u_ecephys.nwb	sub-24/sub-24_ses-20210823_obj-1dfsrd5_ecephys.nwb	sub-24/sub-24_ses-20210823_obj-dks6eb_ecephys.nwb	sub-24/sub-24_ses-20210907_obj-13ytyag_ecephys.nwb	sub-24/sub-24_ses-20210907_obj-osfcnj_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-15w8syp_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-1aganty_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-797otf_ecephys.nwb	sub-24/sub-24_ses-20210919_obj-txgdv4_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-10maokb_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-17l9gqz_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-ads2n5_ecephys.nwb	sub-25/sub-25_ses-20210916_obj-e5re8e_ecephys.nwb	sub-28/sub-28_ses-20210913_obj-1ms6rfw_ecephys.nwb	sub-28/sub-28_ses-20210913_obj-6iq7g7_ecephys.nwb	sub-32/sub-32_ses-20210916_ecephys.nwb	sub-32/sub-32_ses-20211004_obj-1yg8isq_ecephys.nwb	sub-32/sub-32_ses-20211004_obj-8v2ilt_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-14rhm8a_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-1f3v7sp_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-1m2sf2o_ecephys.nwb	sub-33/sub-33_ses-20210910_obj-5v89rv_ecephys.nwb	sub-35/sub-35_ses-20211008_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-1a67qb4_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-1d48zvc_ecephys.nwb	sub-37/sub-37_ses-20211007_obj-o174ue_ecephys.nwb	sub-8/sub-8_ses-20210907_ecephys.nwb
2024-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1012304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	898568	0	898568	0
2024-10-21	0	2381584	0	0	0	0	1071952	766392	0	0	915120	0	692256	0	0	696056	0	509104	0	636392	509104	570080	696056	0	0	0	0	0	718424	546264	692968	831936	0	898168	0	0	638016	0	0	0	520232	1308168	821256	581392	911184	911184	0	0	2774464	2774464	0	681736	0	0	0	1068232	1068232	529568	0	0	0	0	619192	0	1112848	835144	2395888	2395888	0	838112	0	2086880	857312	1011072	1381144	1381144	0	835432	0	0	0	0	0	0	0	0	0	2944576	0	1472288	2944576	0	0	0	1285744	852160	0	0	0	0	0	0	0	898568	2663248
2024-10-28	0	0	640728	0	1870944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	912472	0	0	924896	664840	0	633480	0	0	0	0	0	0	0	0	0	0	0	539472	0	713384	0	0	0	0	0
2024-11-11	0	0	0	0	0	0	0	0	0	613800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	0	1190792	0	743656	935472	0	1071952	0	613800	613800	0	692256	692256	692256	0	696056	696056	0	716048	0	509104	570080	1392112	0	357904	0	0	0	718424	546264	1385936	831936	727664	898168	0	0	638016	1366432	0	0	520232	0	0	581392	0	911184	898624	0	1387232	1387232	0	681736	987912	0	987912	0	0	0	0	506152	619192	901144	0	835144	0	0	0	0	0	0	0	1043440	0	1011072	1381144	0	510664	0	747944	0	0	924896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	883864	0	2663248
2024-12-02	0	0	0	0	0	0	1071952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1308168	0	0	0	0	0	0	0	1387232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	546264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	0	0	0	0	0	0	0	0	0	0	915120	0	0	0	0	0	0	0	0	636392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	414896	0	0	0	0	0	0	0	0	0	0	0	0	692256	0	0	1084912	0	0	0	0	0	0	0	357904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	411656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	324768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	857312	396672	0	0	0	0	0	0	0	0	0	0	0	0	0	345888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	636392	0	0	0	0	0	0	0	0	0	546264	0	0	0	0	0	0	0	0	0	0	0	0	821256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-28	0	0	0	0	0	0	0	0	0	613800	0	0	0	0	0	0	0	0	0	0	0	0	696056	0	0	0	0	564664	0	0	692968	0	727664	0	949784	0	638016	0	0	0	520232	1308168	0	0	0	911184	0	0	1387232	0	0	681736	987912	0	0	0	0	0	0	0	0	0	0	0	556424	0	1197944	0	0	0	0	1043440	0	0	0	0	0	0	0	0	0	0	0	0	633480	0	664840	1472288	0	0	0	0	778256	0	0	852160	0	0	0	0	634416	0	0	0	0
2025-08-04	0	0	0	743656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619192	0	0	0	0	0	0	0	0	0	0	0	857312	0	0	0	0	0	0	0	912472	0	924896	0	0	0	0	0	696056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-11	2780688	0	0	0	935472	0	0	0	613800	0	0	0	0	0	0	696056	0	0	716048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	809704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068232	529568	701360	0	0	0	0	0	0	835144	0	0	838112	0	0	0	0	0	0	0	0	0	747944	0	0	0	0	0	0	0	0	0	0	0	1472288	0	0	0	0	0	0	1078944	0	0	0	0	0	0	0
2025-08-18	0	0	0	0	0	0	0	0	0	0	0	0	0	692256	0	0	696056	0	0	0	0	0	0	0	357904	0	0	0	0	0	0	0	0	898168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1068232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197944	0	0	0	0	0	0	0	0	0	0	0	747944	0	0	924896	0	0	0	0	664840	0	0	0	0	0	0	956728	0	852160	0	0	0	0	0	0	883864	0	0
2025-09-01	5561376	1190792	0	743656	1870944	613800	0	766392	1227600	613800	915120	692256	692256	1384512	0	696056	696056	509104	0	0	1018208	1140160	696056	913176	357904	716048	1181504	564664	0	1092528	692968	831936	727664	1796336	0	0	638016	683216	1619408	459792	1040464	0	821256	581392	911184	911184	898624	832976	0	1387232	507392	1363472	987912	0	0	1068232	2136464	529568	0	0	0	1802288	619192	0	556424	1670288	1197944	1197944	0	838112	827256	1043440	857312	2022144	0	1381144	510664	2506296	747944	0	912472	0	924896	1329680	633480	633480	664840	0	1392112	1472288	2944576	929224	0	956728	1285744	852160	713384	2157888	0	1426768	0	1797136	883864	1797136	2663248
2025-09-08	0	0	640728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	718424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	581392	0	0	0	0	0	0	0	0	0	841752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1285744	0	0	0	0	0	0	0	0	0	0
2025-09-29	0	0	640728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	1660040	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	821256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	633480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-15	2780688	0	640728	1487312	2806416	1227600	3215856	1532784	1227600	613800	0	0	1384512	1384512	0	1392112	2088168	1018208	1432096	2545568	509104	1140160	696056	2739528	715808	2148144	2363008	1129328	718424	1638792	692968	0	2182992	2694504	1899568	1945656	638016	1366432	1619408	0	1560696	3924504	2463768	1744176	2733552	1822368	1797248	1665952	5548928	1387232	2029568	2045208	1975824	2525256	2963736	1068232	1068232	529568	701360	0	1238384	2703432	1238384	0	556424	2505432	4791776	1197944	2514336	2514336	1654512	1043440	1714624	3033216	5524576	5524576	1531992	835432	2991776	912472	2737416	0	924896	0	1266960	1900440	1329680	5889152	2088168	1472288	0	3716896	3113024	956728	2571488	0	1426768	1618416	707920	1426768	2537664	2695704	1767728	2695704	2663248
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	509104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	727664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	619192	0	0	0	0	0	0	0	0	0	0	0	857312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	0	0	743656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	459792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	664840	0	0	0	0	696056	0	0	929224	0	0	0	0	0	0	0	0	0	0	0	898568	0
2026-01-05	926896	0	0	0	0	0	0	0	0	0	0	0	0	0	1432096	0	696056	0	0	0	0	0	0	0	0	24000	0	0	0	546264	0	0	0	898168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987912	0	0	0	701360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1472288	929224	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-12	926896	0	1281456	1487312	1870944	0	0	1532784	613800	0	2745360	1384512	692256	0	716048	1392112	0	0	0	1272784	0	1710240	696056	1826352	715808	716048	1181504	1693992	0	1638792	692968	1663872	0	1796336	1899568	1945656	1276032	1366432	1619408	459792	520232	0	1642512	1162784	2733552	0	898624	832976	0	2774464	507392	681736	0	2525256	1975824	1068232	0	529568	1402720	1012304	1857576	901144	1238384	0	556424	0	0	0	1676224	2514336	827256	1043440	0	0	4143432	0	510664	2506296	747944	912472	2737416	924896	1849792	1994520	633480	1266960	1329680	0	696056	0	0	1858448	0	956728	0	2556480	713384	1618416	1415840	2140152	0	2695704	883864	2695704	0
2026-01-19	926896	2381584	0	0	0	0	0	0	0	0	0	692256	0	0	0	696056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	831936	0	0	949784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1011072	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-01-26	0	0	0	0	935472	613800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	692968	0	0	0	0	1297104	0	0	0	0	0	0	0	581392	0	0	0	832976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1197944	0	0	0	0	0	0	0	1381144	1381144	0	0	747944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	539472	0	0	0	0	0	0	0
2026-02-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1472288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-16	414896	1190792	640728	0	437344	409000	0	1123184	1227600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-02-23	1756688	1562384	1102984	743656	1372816	613800	2854208	0	0	0	0	0	0	0	0	0	0	0	0	0	915808	0	0	0	0	0	0	564664	0	0	692968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	351432	0	0	403752	0	0	0	0	0	0	0	0	0	0	425712	448480	857312	0	0	0	0	835432	0	0	0	0	1337792	0	0	0	0	0	0	0	0	0	778256	0	0	0	0	0	0	406184	634416	0	0	0	2151672
2026-03-02	414896	0	0	0	0	0	0	1123184	0	0	1318240	0	0	385056	0	1084912	0	0	0	0	0	0	1084912	0	357904	0	590752	0	411224	0	0	0	0	0	0	0	0	376016	0	0	0	0	0	0	0	0	0	0	363232	363232	507392	681736	0	0	1361424	0	0	974304	0	0	414392	901144	1033584	0	0	0	1197944	0	0	838112	827256	0	0	0	0	0	0	0	471888	1312944	0	0	0	0	0	0	0	0	0	345888	345888	929224	0	342328	0	0	713384	0	707920	0	634416	0	0	0	0
2026-03-09	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1284336	949784	0	0	0	400104	0	520232	0	0	0	0	0	0	832976	0	0	0	0	0	841752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1738288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	0	0	0	0	0	0	0	1227600	0	0	0	0	0	0	0	0	509104	0	0	0	570080	0	0	0	0	590752	0	0	0	0	0	0	0	0	0	0	0	0	0	1040464	0	0	0	0	911184	0	0	0	0	0	0	0	0	0	1068232	0	0	0	0	619192	901144	0	0	0	0	0	0	0	0	0	0	857312	0	0	0	0	0	0	0	0	0	924896	0	0	0	0	0	0	0	0	929224	0	0	0	0	0	0	0	0	0	0	0	898568	0
2026-03-30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	913176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
