week_start	Neurophysiology	Video
2025-04-28	0	43135063528
2025-05-05	3655892256987	940893153462
2025-05-12	3294328607747	103389538109
2025-05-19	14542776	0
2025-06-09	8887146269	0
2025-06-16	9876994396	0
2025-06-23	95522843198	0
2025-06-30	42661487292	7045277115
2025-07-14	160077387366	941148860
2025-07-21	386827362474	69993467892
2025-07-28	2378829065983	336623538801
2025-08-04	1666666500117	207469485385
2025-08-11	1933402237910	285879464357
2025-08-18	1297733602781	237272704015
2025-08-25	2985836134826	550151859232
2025-09-01	4247968096142	629030394077
2025-09-08	1737667146996	237783544052
2025-09-22	1103046458422	187680215068
2025-09-29	16468385025	17655883
2025-10-06	848880233980	43155990
2025-10-13	4619703463671	30707564348
2025-10-20	2611422477533	65536995122
2025-10-27	92358262723	0
2025-11-03	531570112188	70793368223
2025-11-10	1082041498873	965890906
2025-11-17	1254436803838	65521871
2025-11-24	946150691943	341937237
2025-12-01	1037536312151	2452321236
2025-12-08	1758053373399	224798967414
2025-12-15	10032496800408	1202058346765
2025-12-22	6252404347607	79716711266
2025-12-29	3061495845505	86586694826
2026-01-05	1599769561310	106169488563
2026-01-12	2507365772838	1020691070117
2026-01-19	1331144478682	213689237578
2026-01-26	2507155982040	399512626310
2026-02-02	1294166987449	172983864251
2026-02-09	19435569116	46743003
2026-02-16	17778270016	39798614
2026-02-23	321858043513	10174889284
2026-03-02	204688131853	148855351
2026-03-09	3301816797138	67902701171
2026-03-16	489275325942	29146831751
2026-03-23	1039056657	1576645164
2026-03-30	1107619673	2946484332
2026-04-06	13421867376	4751955019
2026-04-13	11739134579	4202288038
2026-04-20	25080037880	15668972239
2026-04-27	276856641473	51539052448
2026-05-04	24371818305	94307384
2026-05-11	337089040375	63090111957
2026-05-18	15942715344	7177798992
2026-05-25	695652958730	597957024
2026-06-01	103711578439	995983632
2026-06-08	26975665466	5398334664
2026-06-15	2495976232184	4997682922
2026-06-22	269433453677	6544742694
2026-06-29	103639207577	53363973239
