region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA/CA	118399441823	756	393	31
USA/SC	6256465075	2113	27	10
USA/NY	41594721039	1980	205	18
KOR/11	39767565236	1373	128	5
PRT/11	19832290681	75	73	1
USA/PA	22192663940	3657	188	14
VPN	158632308795	9140	1062	172
GCP/europe-west4	33298666128	92	92	0
USA/NH	1583678865	3172	303	206
CHN	56226319416	840	209	48
TWN/CHA	2145204490	24	6	3
GCP/us-west4	55845201556	4960	86	2
GCP/asia-east1	45173073134	185	139	2
GH-actions	112487543921	48400	368	239
USA/VA	62245088155	4928	116	88
USA/NV	2097974382	38	6	1
GBR/SCT	4858034545	14	14	0
USA/CO	38998811905	123	123	0
USA/MI	34479810139	818	97	19
GCP/us-west1	55417660143	965	150	3
USA/NJ	5076162117	163	20	1
ESP	37819080	12	1	1
GCP/us-east1	78692784901	266	222	3
USA/MA	29963779004	551	86	20
CHN/ZJ	19502207215	72	69	2
CHN/SH	14883849835	73	52	10
TWN/TNN	5704998711	21	19	1
USA/VT	447869226	882	84	16
GCP/asia-southeast1	38724833295	168	111	1
CAN/ON	10854742359	170	32	3
AWS/us-east-2	35362354325	13297	5	22
GCP/us-central1	83078473206	3377	257	5
USA/TX	9137233238	203	35	8
AWS/us-east-1	20742644437	662	61	26
TWN/NWT	766621019	3	2	1
USA/CT	5533907229	305	33	2
CHN/GD	11190170931	77	55	5
GBR/ENG	32671774871	1555	97	7
RUS	2772627052	7	7	0
TWN	2971612680	13	11	1
USA/FL	8051047678	286	36	1
GCP/us-east4	41185415897	991	127	6
USA/TN	2791472108	425	11	3
USA/GA	57347327590	199	177	3
ISR/HA	4858034545	14	14	0
HKG	29043718829	114	100	7
DEU/BW	23037111975	78	70	1
USA/IN	6339608622	78	22	1
DEU	23009635	20	1	1
JPN/13	24687507609	77	69	4
HKG/HEA	67466661	2	2	0
USA/MD	12066667458	1064	66	15
JPN/47	1388009870	4	4	0
CAN/QC	7078173207	265	26	6
FRA/IDF	7019120227	56	31	4
NLD/GE	2082014805	6	6	0
GCP/us-west3	7342006028	79	25	2
USA/WA	22844506716	81	73	3
IRN	4542174382	79	24	6
KOR/41	3564437339	16	11	1
USA/NC	6038378980	91	57	3
JOR/AM	694004935	2	2	0
IRQ/AR	1424662938	12	6	1
HUN	914692412	6	6	0
USA/IL	11329936736	55	42	3
TWN/TXG	1363326299	8	3	3
KOR/30	4858034545	14	14	0
BLZ/BZ	991782582	50	20	1
SGP	14687147275	114	54	8
PRT	2936893812	16	14	2
AWS/us-west-2	8415161265	138	29	7
GBR	719883983	17	1	1
MEX/CMX	63125231	129	23	11
DEU/BE	3545384574	57	13	1
CHN/BJ	11484646891	70	36	12
ITA/45	54373575	11	0	2
SWE/O	709534111	3	3	0
USA/NM	1388009870	4	4	0
TUR	694004935	2	2	0
GRC/B	694004935	2	2	0
NLD/GR	694004935	2	2	0
USA	22677290655	117	75	8
FRA/OCC	1388009870	4	4	0
DEU/NI	2779412428	9	9	0
IND/MH	2475585850	6	6	0
SDN	694004935	2	2	0
ZAF/GP	17660948	2	2	0
BEL/VLG	3466631987	9	9	0
KOR/27	1412430830	5	4	1
HKG/NTM	724622584	5	2	2
NOR/50	388583291	83	0	3
IND/DL	2249072901	16	6	1
CAN/BC	13900536589	43	42	1
IND/RJ	694004935	2	2	0
USA/HI	2082014805	6	6	0
USA/OR	2109658504	24	8	1
HKG/NKT	4160503132	160	10	3
ISR/TA	1429569982	8	8	0
CHE/VD	11318390797	159	41	5
USA/IA	3209009396	10	10	0
ISR/JM	1388009870	4	4	0
HKG/KKC	5552039480	16	16	0
USA/DE	126230944	77	1	2
KOR/26	694004935	2	2	0
CZE/10	694004935	2	2	0
FRA/NOR	1388009870	4	4	0
CHL/RM	779663627	8	6	1
USA/DC	7623942930	1311	265	2
IND	5139031447	17	13	2
USA/UT	7133622554	76	23	6
COL/CUN	2108272511	7	6	1
IRN/23	36266519	3	3	0
USA/AR	694004935	2	2	0
AWS/ap-northeast-1	4395033190	19	16	3
HKG/NTW	2126021325	25	10	1
GCP/europe-west1	1388009870	4	4	0
ITA/52	2776019740	8	8	0
IND/WB	2101320985	8	7	1
BRA/MG	694004935	2	2	0
KHM	694004935	2	2	0
IND/UP	1446631230	10	4	1
CHE/ZH	2090402701	25	8	3
ESP/VC	694004935	2	2	0
ITA/32	694004935	2	2	0
DEU/BY	2085407493	7	7	0
CHE/FR	745171579	4	4	0
JPN/28	2569902349	8	8	0
HKG/HWC	41153804	2	2	0
DEU/HE	1384617182	3	3	0
JPN/27	1569553254	7	7	0
ITA/25	43727404	16	1	1
CHN/JS	2817967570	15	12	2
AUS/QLD	694004935	2	2	0
TWN/TAO	714121351	4	4	0
IND/KA	3470024675	10	10	0
EST/37	697397623	3	3	0
KOR/31	1381224494	2	2	0
TWN/YUN	30674036	1	0	1
ZAF/WC	2776019740	8	8	0
CAN/MB	75868912	1	1	0
AUT/9	1388009870	4	4	0
TUR/34	817829492	6	6	0
ISR/M	694004935	2	2	0
RWA/01	694004935	2	2	0
CHE/GE	694004935	2	2	0
USA/AZ	1391402558	5	5	0
IND/BR	1105798948	5	5	0
BEL/WAL	2776019740	8	8	0
GHA/AA	501890348	3	2	1
FRA/ARA	1388009870	4	4	0
AUS/NSW	2786197804	11	11	0
JPN/14	2078622117	5	5	0
NLD/ZH	2966175584	12	10	2
ISR	1388009870	4	4	0
BEL/BRU	694004935	2	2	0
SWE/AB	737871539	3	2	1
ESP/CT	1213985091	7	2	2
USA/RI	3473417363	11	8	1
FIN/18	694004935	2	2	0
IND/GA	694004935	2	2	0
TUR/06	2779412428	9	9	0
BRA/RS	694004935	2	2	0
CYP/01	2078622117	5	5	0
HKG/NST	690612247	1	1	0
IND/AP	694004935	2	2	0
FRA	1388009870	4	4	0
CHN/HB	1395614280	6	4	1
POL/18	694004935	2	2	0
SAU/04	694004935	2	2	0
IND/UK	694004935	2	2	0
AUS/VIC	1388009870	45	2	2
GRC/I	1388009870	4	4	0
FRA/PDL	719752903	3	1	1
CHE	694004935	2	2	0
RUS/ARK	694004935	2	2	0
CHL/LL	694004935	2	2	0
SYC	2061373533	70	22	6
AWS/ap-southeast-1	698119503	3	3	0
FRA/NAQ	694004935	2	2	0
LVA/RIX	694004935	2	2	0
PRT/13	694004935	2	2	0
AWS/ap-southeast-2	694004935	2	2	0
AWS/ap-northeast-3	720656519	3	2	1
CAN	694004935	2	2	0
NLD	704182999	5	5	0
ESP/CN	694004935	2	2	0
JPN/12	2254307132	27	7	1
TWN/TPE	1403599621	7	6	1
IND/KL	619048402	21	14	2
TWN/HSQ	694004935	2	2	0
AWS/ap-northeast-2	694004935	2	2	0
ESP/AN	1874362918	5	5	0
MYS/14	1390199882	5	5	0
VNM	694004935	2	2	0
ITA/62	690612247	1	1	0
NZL/AUK	2807808096	9	9	0
PRT/15	694004935	2	2	0
SEN/DK	1061824	1	1	0
KOR	367853274	62	4	2
KOR/45	1388009870	4	4	0
UGA/C	929096	1	1	0
SVN/122	694004935	2	2	0
SAU/01	694934031	3	3	0
BGR/22	1388009870	4	4	0
