region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
USA	24442476	36	36	0
GH-actions	703775894	2704	704	575
CHN	156328139	230	230	0
VPN	207217573	357	294	26
GCP/us-west1	701056	1	1	0
AWS/ap-southeast-1	88557752	130	130	0
AWS/us-east-1	52370456	77	77	0
USA/CA	123143924	415	137	135
USA/NY	71171958	274	65	65
USA/MA	64014254	102	1	89
USA/NC	44171195	65	65	0
CHN/SH	1400955	2	2	0
MEX/CMX	42499896	144	48	47
VNM/HN	8182889	12	12	0
GCP/us-central1	3498596	5	5	0
AWS/us-east-2	8199261	12	12	0
AWS/us-west-2	7914291	25	9	2
VNM/SG	7547833	11	11	0
BGD/C	2057615	3	3	0
USA/OK	701426	1	1	0
USA/WA	1825544	6	2	2
USA/PA	655455	1	1	0
VNM/68	676291	1	1	0
TUN/21	676484	1	1	0
CHL/RM	1332190	2	2	0
BGD/E	676484	1	1	0
FRA/IDF	4796094	12	6	3
TUR/35	676484	1	1	0
BGD	4046717	6	6	0
TGO/M	679530	1	1	0
BGR	700461	1	1	0
CIV/AB	700461	1	1	0
KHM/12	700461	1	1	0
IND/TS	680369	1	1	0
VNM/70	680369	1	1	0
MYS/10	699959	1	1	0
ETH/AA	699959	1	1	0
USA/NJ	699959	1	1	0
ZAF/GP	1315265	2	2	0
NGA/RI	657471	1	1	0
UKR/12	1315205	2	2	0
UKR/63	657471	1	1	0
SGP	3816287	9	5	2
TUR/34	655706	1	1	0
MAR/02	655706	1	1	0
MEX/TAM	655706	1	1	0
PAK/PB	1357283	2	2	0
VNM/26	700977	1	1	0
GBR/ENG	1377365	2	2	0
IDN/YO	698987	1	1	0
UZB/TK	2039171	3	3	0
IRQ/BG	675920	1	1	0
BRA/BA	1376592	2	2	0
BRA/DF	675920	1	1	0
BOL/S	658476	1	1	0
ARG/E	658476	1	1	0
EST/37	650874	1	1	0
CHE/VD	1711348	6	2	1
PAK/SD	650874	1	1	0
BRA/SP	1327673	2	2	0
THA	650874	1	1	0
USA/KY	701627	1	1	0
USA/GA	701627	1	1	0
ARE/AZ	701627	1	1	0
ISR/HA	676037	1	1	0
COL/ANT	663667	1	1	0
SRB/VO	663667	1	1	0
VEN/V	663667	1	1	0
SLV/CH	678378	1	1	0
HKG	1356756	2	2	0
IRQ/NI	678378	1	1	0
KAZ/19	655948	1	1	0
ESP/CM	655948	1	1	0
MAR/07	655948	1	1	0
IDN/JK	676973	1	1	0
UKR/32	675039	1	1	0
JAM	675039	1	1	0
KEN/30	1326158	2	2	0
ETH/SI	668424	1	1	0
ZAF	658527	1	1	0
ARG/B	658527	1	1	0
COL/DC	658527	1	1	0
MEX/MEX	700672	1	1	0
SYR	678484	1	1	0
BRA/PA	678484	1	1	0
BRA/PE	677655	1	1	0
SAU/01	702201	1	1	0
IDN	702201	1	1	0
PHL/00	702201	1	1	0
ARG/G	702201	1	1	0
UKR/71	676916	1	1	0
VNM	676916	1	1	0
OMN/BS	704176	1	1	0
IDN/JT	657734	1	1	0
USA/VA	699899	1	1	0
KAZ/39	699899	1	1	0
HND/FM	699899	1	1	0
USA/IL	1739912	6	2	2
ARG/X	656325	1	1	0
VNM/HP	698710	1	1	0
ZAF/KZN	698710	1	1	0
