region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GCP/us-east1	1234814800	1754	282	83
CHN	151298901222	12455	4	87
USA	35781457265	9204	84	34
USA/NY	257297498324	179142	417	233
USA/MA	158872935265	5846	28	150
USA/VA	97646896806	85	85	0
AWS/us-east-1	94866598639	11370	36	83
GitHub	95667427980	20254	915	587
GCP/us-west4	112991439293	1126	231	84
VPN	103753157044	1195	540	230
DEU/BY	137067200546	119	119	0
CAN/ON	109579094676	1824	84	10
AWS/ap-southeast-1	1638448147	147	145	1
JPN/13	97177387356	88	84	4
MEX/CMX	84742645	272	49	47
GCP/us-central1	32015423744	31	31	0
IRQ/NI	1244652	1	1	0
FRA/IDF	510062898	76	14	12
USA/CA	14216943959	72	21	18
HKG/KKC	3742690662	450	0	7
CAN/BC	11434135875	50	8	1
DEU/NW	6127279	23	3	3
THA/83	6616308	1	1	0
GCP/europe-west4	14993486033	27392	17	15
ESP/AN	1	1	0	1
COL/DC	8319516	1	1	0
AWS/us-east-2	1360675526	3	3	0
BGD	35570844	5	5	0
PAK/PB	11660424	3	3	0
IRQ	1048128	1	1	0
VNM/54	10088232	1	1	0
COL/MET	3602940	1	1	0
USA/PA	178578849	220	4	4
NLD/ZH	7301150504	7	7	0
VEN/V	6026736	2	2	0
USA/MD	10639950893	60	22	5
CHN/JS	28883880	261	0	2
ARG/C	2443047580	6	6	0
CHN/BJ	5168951549	376	3	5
KOR/27	1410747631	43	2	1
GBR/ENG	2824140483	4	4	0
SGP	32905092	5	2	1
VNM/SG	109267344	7	7	0
AWS/us-west-2	18122933	46	6	2
ISR/JM	11806603318	6	6	0
USA/WA	2129157	8	2	2
DZA/28	4389036	1	1	0
IRQ/KI	917112	1	1	0
USA/IL	4422903	20	2	3
USA/OH	5699196	1	1	0
VNM	58040088	1	1	0
BGR/02	11005344	1	1	0
IRQ/BA	2685828	1	1	0
MAR/07	8057484	2	2	0
BRA/RS	12905076	1	1	0
VNM/44	13822188	1	1	0
BRA/MA	1	1	0	1
BRA/ES	30919776	2	2	0
IDN	9040104	1	1	0
VNM/HN	15328872	2	2	0
EST/37	341605785	1	1	0
GCP/us-west3	625178771	2031	1	1
USA/NH	7534375	10	1	1
ISR/M	22731276	1	1	0
ISR/TA	900256132	2	2	0
XK	13625664	1	1	0
DOM/32	5633688	1	1	0
ZAF/KZN	1113636	1	1	0
VEN/R	13625664	1	1	0
CHE/VD	5086822	21	2	2
KEN/28	11660424	1	1	0
BRA/SP	6419785	2	1	1
CHN/SH	155567599	1	1	0
ARG/J	7991976	1	1	0
ARG/R	7467912	1	1	0
USA/MN	3084983875	4	2	1
PAK/SD	851604	1	1	0
KAZ/19	3340908	1	1	0
UKR/59	14542776	1	1	0
TUN	3602940	1	1	0
VNM/52	5633688	1	1	0
VNM/DN	12315504	1	1	0
HKG	13232616	3	3	0
UZB/TK	45069504	1	1	0
CRI/SJ	27185820	2	2	0
USA/NC	458110347	1	1	0
ARG/M	1375668	1	1	0
JOR/AM	14018712	1	1	0
