region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
VPN	3743303406	2310	1888	31
CHN	1075937487	941	941	0
USA	853419231	567	567	0
GCP/us-east1	295	1	1	0
AWS/us-east-1	989366692	878	878	0
AWS/ap-southeast-1	932925066	732	732	0
CAN/ON	595678682	387	387	0
USA/CA	6846798	132	123	3
USA/MA	862597265	527	5	484
USA/IL	15368008	376	309	4
CHE/VD	2383706	10	3	3
AWS/us-east-2	138655540	69	69	0
GitHub	7892224540	40590	1732	1361
SYR/DI	3340908	1	1	0
ARE/DU	3573376	1	1	0
GCP/us-west1	994872	1	1	0
USA/MD	34044400	50	10	5
USA/PA	156117020	480	32	15
CHN/SH	4489704	2	2	0
MEX/CMX	128368568	573	75	52
GCP/us-central1	34595192	12	12	0
FRA/IDF	3992388	15	3	3
IRQ	5616376	3	3	0
VNM/SG	41061248	13	13	0
SGP	13183360	5	5	0
MAR/03	3573376	1	1	0
IRQ/DA	3573376	1	1	0
VEN/A	5591088	2	2	0
NLD	14308	35	35	0
USA/VA	205002	50	50	0
SRB/00	994872	1	1	0
VNM/HN	47829584	17	17	0
CAN/QC	8428	21	21	0
UKR	3573376	1	1	0
BGD/C	3573376	1	1	0
ZAF/GP	5198040	2	2	0
BGD/H	3573376	1	1	0
USA/CT	3573376	1	1	0
BRA/BA	3573376	1	1	0
VNM/DN	994872	1	1	0
BGD/B	994872	1	1	0
IND/MH	4568248	2	2	0
BRA/SP	11636456	4	4	0
UKR/26	7146752	2	2	0
ETH/AA	3573376	1	1	0
CHL/RM	5800648	3	3	0
URY/MO	3573376	1	1	0
KEN/30	3537432	2	2	0
SEN/DK	4490488	2	2	0
HKG	17709792	5	5	0
BRA/MG	3494832	1	1	0
VNM/13	3494832	1	1	0
USA/MO	3573376	1	1	0
BGD	13942272	6	6	0
IRQ/BG	7068208	2	2	0
USA/TX	16396	16	16	0
VNM/CT	3573376	1	1	0
DZA/30	3573376	1	1	0
ARG/S	994872	1	1	0
IND/DL	3494832	1	1	0
MUS/PW	2685828	1	1	0
ARG/B	10720128	3	3	0
IDN/KI	3573376	1	1	0
MDA/CU	4568248	2	2	0
PAK/PB	4568248	2	2	0
VNM/37	3573376	1	1	0
KWT/KU	994872	1	1	0
SAU/03	3573376	1	1	0
MEX/NLE	994872	1	1	0
IRQ/BA	994872	1	1	0
USA/RI	1224560	2	2	0
ARG	994872	1	1	0
KHM/12	3573376	1	1	0
IDN/JI	1572192	1	1	0
KGZ/GB	3573376	1	1	0
UZB/TK	2030748	1	1	0
VNM/68	5342092	2	2	0
VNM/34	3494832	1	1	0
VNM/44	3494832	1	1	0
USA/NY	22916438	73	4	2
USA/WI	6989664	2	2	0
NZL/OTA	6989664	2	2	0
USA/GA	3494832	1	1	0
USA/NH	99120	240	120	95
USA/VT	4956	12	6	2
IDN/JK	1113636	1	1	0
VNM/52	690440	1	1	0
IRQ/AR	690440	1	1	0
VNM/HP	3494832	1	1	0
SYR	851604	1	1	0
AZE/BA	4335780	2	2	0
VEN/B	3573376	1	1	0
THA	670768	1	1	0
QAT/DA	3573376	1	1	0
VNM/06	3573376	1	1	0
AWS/us-west-2	32280984	120	6	2
USA/WA	8678264	9	3	2
ALB/11	994872	1	1	0
BRA/MA	3494832	1	1	0
PRI	3494832	1	1	0
BRA/SC	2358288	1	1	0
IDN	7146752	2	2	0
PRY/10	2685828	1	1	0
JOR/AM	3573376	1	1	0
BRA/GO	3573376	1	1	0
CAN/BC	3573376	1	1	0
VNM/18	3573376	1	1	0
IRQ/SU	1375668	1	1	0
JAM	3573376	1	1	0
MLT/04	3573376	1	1	0
PAK/SD	7146752	2	2	0
MEX/JAL	3573376	1	1	0
ARG/D	3573376	1	1	0
IDN/SU	1113636	1	1	0
ARG/H	3573376	1	1	0
VEN/E	3573376	1	1	0
BRA/RR	3573376	1	1	0
ISR/TA	3573376	1	1	0
RUS/TUL	917112	1	1	0
VNM/21	1224560	2	2	0
VNM/22	994872	1	1	0
PHL/00	994872	1	1	0
VEN/K	6812832	2	2	0
MEX/MEX	1768716	1	1	0
MAR/04	2161764	1	1	0
PAN/8	3573376	1	1	0
PHL/40	994872	1	1	0
PHL/10	994872	1	1	0
USA/NE	411101	1	1	0
VEN/F	1441176	1	1	0
USA/NV	994872	1	1	0
