region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
GitHub	43967593071	1068095	232	309
NLD	12964900494	595	1	3
CHN	51019098778	4556	0	8
VPN	44535009697	2747	60	27
USA/MA	66416366948	5797	0	26
USA	31546622637	1081	12	1
AWS/us-east-2	15033879917	171001	4	26
USA/WA	8999424	8	2	2
AWS/us-west-2	638291562	2947	12	6
AWS/us-east-1	41083304000	5973	26	24
AWS/ap-southeast-1	93807456	11	11	0
USA/MD	4506404828	708	9	8
USA/CA	52124035951	728	46	10
CAN/QC	11177209384	1068	1	7
USA/IL	200804956	555	6	2
CAN/ON	22238756256	6	6	0
MEX/CMX	1417632666	5441	36	29
USA/NY	26238514257	3915	17	5
AWS/ap-southeast-2	25913770336	8	8	0
PAK/PB	917112	1	1	0
ZAF/GP	1441176	1	1	0
FRA/IDF	354022100	1801	10	9
MEX/MOR	1375668	1	1	0
USA/VA	12614310255	2953	1	3
USA/PA	3621749211	10697	55	11
ITA	24860794	208	1	1
JPN/13	52254271	218	1	1
USA/WV	10088233	2	1	1
USA/RI	1339530345	258	0	1
USA/IN	19469340	28	1	1
bogon	100059388	1	1	0
HUN/BU	21054263	15	2	1
RUS	16377000	2	2	0
CHE/VD	52116412	300	3	1
CHN/BJ	1289820	4	1	1
VNM/SG	1965240	2	2	0
KEN/30	851604	1	1	0
COL/VAC	2489304	1	1	0
ZAF/WC	1048128	1	1	0
CAN/BC	66523075	459	3	1
HKG	1375668	1	1	0
SGP	851604	1	1	0
VNM/HN	11267376	3	3	0
NOR/50	10496408416	2012	0	2
BRA/SP	51685812	1	1	0
VEN/N	13167108	1	1	0
MAR/09	3864972	1	1	0
ITA/25	13036092	1	1	0
MEX/COA	1113636	1	1	0
KOR/28	14346252	1	1	0
ARG/B	2096256	1	1	0
