region	bytes_sent	number_of_requests	number_of_downloads	number_of_views
CHN	7972057248	394	14	4
USA/NH	1318675316	91	0	1
USA/CA	507129607	253	3	6
AUT/6	1186908720	1	1	0
ESP/CT	1763707520	112	0	2
VPN	7841282234	246	24	10
USA/IN	2470016772	67	2	1
USA/MA	4823098588	155	1	7
GitHub	21777928	55	9	6
GCP/us-central1	1198411304	13	3	1
AWS/us-west-2	11302160	16	3	1
USA/FL	1971250508	366	5	1
USA/WA	17166180	10	3	2
AWS/us-east-1	1195424760	144	2	1
IRN/09	543761996	10	0	2
USA/AZ	4858084952	8	7	1
TUR/34	2480755168	3	3	0
NLD/GE	1186908720	1	1	0
CHN/BJ	128902020	9	3	2
FRA/PDL	1080603932	2	1	1
GCP/us-west1	213445572	1	1	0
AWS/us-east-2	15190688	1	0	1
ESP/CN	30054128	126	1	1
IND/TS	32601648	93	2	1
MEX/CMX	71370780	182	12	5
AWS/eu-central-1	41834524	2	0	2
USA/MD	1261538940	6	3	1
USA/NY	1191991240	8	2	1
GBR/SCT	2385084816	3	3	0
IRN	110861040	1	0	1
CAN/BC	2534041844	4	4	0
HKG	416381192	2	2	0
AWS/eu-west-3	126517452	2	0	1
USA/NC	1186908720	1	1	0
CHN/SH	518996800	28	0	1
CAN/QC	16180476	2	2	0
USA	1197258984	2	2	0
USA/OR	1186908720	1	1	0
CHE/ZH	1186908720	1	1	0
USA/PA	277006604	183	7	1
BRA/SP	1186908720	1	1	0
CHE/VD	2792716	8	2	1
NLD/GR	1186908720	1	1	0
NLD/NH	1186908720	1	1	0
ITA/25	11463900	1	1	0
KOR/41	1186908720	1	1	0
DEU/SN	3407088	8	2	1
AWS/ap-east-1	1186908720	1	1	0
GCP/us-east1	13476688	21	3	1
USA/IL	1325308	5	1	1
CHN/GD	111928	203	0	1
FRA/IDF	10248564	12	3	3
COL/DC	1186908720	1	1	0
CHN/JS	1288516507	137	3	1
JPN	4041996364	348	3	2
DEU/HE	5452312	5	1	1
